name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Matthew Pollock,Watford,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Brighton,,
Matthew Pollock,Watford,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Tottenham,,
Matthew Pollock,Watford,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Wolverhampton,,
Matthew Pollock,Watford,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Norwich,,
Matthew Pollock,Watford,Norwich,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Newcastle United,,
Matthew Pollock,Watford,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Leicester City,,
Matthew Pollock,Watford,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Liverpool,,
Matthew Pollock,Watford,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Everton,,
Matthew Pollock,Watford,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Southampton,,
Matthew Pollock,Watford,Southampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Arsenal,,
Matthew Pollock,Watford,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Manchester United,,
Matthew Pollock,Watford,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Leeds United,,
Matthew Pollock,Watford,Leeds United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Chelsea,,
Matthew Pollock,Watford,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Manchester City,,
Matthew Pollock,Watford,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Brentford,,
Matthew Pollock,Watford,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,West Ham,,
Matthew Pollock,Watford,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Tottenham,,
Matthew Pollock,Watford,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Newcastle United,,
Matthew Pollock,Watford,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Norwich,,
Matthew Pollock,Watford,Norwich,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Burnley,,
Matthew Pollock,Watford,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,West Ham,,
Matthew Pollock,Watford,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Brighton,,
Matthew Pollock,Watford,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Aston Villa,,
Matthew Pollock,Watford,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Crystal Palace,,
Matthew Pollock,Watford,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Manchester United,,
Matthew Pollock,Watford,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Arsenal,,
Matthew Pollock,Watford,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Wolverhampton,,
Matthew Pollock,Watford,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Southampton,,
Matthew Pollock,Watford,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Liverpool,,
Matthew Pollock,Watford,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Leicester City,,
Matthew Pollock,Watford,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Brentford,,
Matthew Pollock,Watford,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Manchester City,,
Matthew Pollock,Watford,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Burnley,,
Matthew Pollock,Watford,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,False,Crystal Palace,,
Matthew Pollock,Watford,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Watford,True,Everton,,
