name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Konstantinos Tsimikas,Liverpool,Norwich,2021-08-14,False,90,0.0,0.16,0.0,0.0,6,2.0,0.0,4.9,0,1,0,14.22,6.0,0.16,90.0,1.0,11.0,Liverpool,True,Burnley,,
Konstantinos Tsimikas,Liverpool,Burnley,2021-08-21,True,90,0.0,0.0,1.0,0.4,11,0.0,4.0,9.9,2,1,0,18.69,8.5,0.58,90.0,1.0,1.0,Liverpool,True,Chelsea,,
Konstantinos Tsimikas,Liverpool,Chelsea,2021-08-28,True,4,0.0,0.0,0.0,0.1,1,0.0,1.0,1.8,0,0,0,20.36,6.0,0.39,61.33,0.67,0.0,Liverpool,False,Leicester City,,
Konstantinos Tsimikas,Liverpool,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,16.23,4.5,0.29,46.0,0.67,5.0,Liverpool,True,Crystal Palace,,
Konstantinos Tsimikas,Liverpool,Crystal Palace,2021-09-18,True,90,0.0,0.02,0.0,0.21,5,1.0,4.0,11.9,0,1,0,13.59,4.6,0.24,54.8,0.75,0.0,Liverpool,False,Brentford,,
Konstantinos Tsimikas,Liverpool,Brentford,,False,0,,,,,0,,,0.0,0,0,0,14.35,3.4,0.2,45.67,0.75,0.0,Liverpool,True,Manchester City,,
Konstantinos Tsimikas,Liverpool,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,13.6,1.2,0.0,39.14,0.75,1.0,Liverpool,False,Watford,,
Konstantinos Tsimikas,Liverpool,Watford,2021-10-16,False,26,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,0,12.67,1.2,0.0,37.5,0.6,0.0,Liverpool,False,Manchester United,,
Konstantinos Tsimikas,Liverpool,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,11.9,1.2,0.0,33.33,0.6,0.0,Liverpool,True,Brighton,,
Konstantinos Tsimikas,Liverpool,Brighton,,True,0,,,,,0,,,0.0,0,0,0,11.01,0.2,0.0,30.0,0.6,0.0,Liverpool,False,West Ham,,
Konstantinos Tsimikas,Liverpool,West Ham,,False,0,,,,,0,,,0.0,0,0,0,10.57,0.2,0.0,27.27,0.6,6.0,Liverpool,True,Arsenal,,
Konstantinos Tsimikas,Liverpool,Arsenal,2021-11-20,True,90,0.0,0.0,0.0,0.24,6,0.0,2.0,5.2,0,1,0,10.45,1.4,0.0,32.5,0.67,0.0,Liverpool,True,Southampton,,
Konstantinos Tsimikas,Liverpool,Southampton,,True,0,,,,,0,,,0.0,0,0,0,10.32,1.2,0.0,30.0,0.67,0.0,Liverpool,False,Everton,,
Konstantinos Tsimikas,Liverpool,Everton,,False,0,,,,,0,,,0.0,0,0,0,9.76,1.2,0.0,27.86,0.67,0.0,Liverpool,False,Wolverhampton,,
Konstantinos Tsimikas,Liverpool,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,9.38,1.2,0.0,26.0,0.67,0.0,Liverpool,True,Aston Villa,,
Konstantinos Tsimikas,Liverpool,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,9.42,1.2,0.0,24.38,0.67,0.0,Liverpool,True,Newcastle United,,
Konstantinos Tsimikas,Liverpool,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,8.92,0.0,0.0,22.94,0.67,0.0,Liverpool,False,Tottenham,,
Konstantinos Tsimikas,Liverpool,Tottenham,2021-12-19,False,8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0,0,0,8.9,0.0,0.0,22.11,0.57,2.0,Liverpool,False,Leeds United,,
Konstantinos Tsimikas,Liverpool,Leeds United,2021-12-28,False,90,0.0,0.0,0.0,0.18,2,0.0,3.0,7.4,0,0,1,10.27,0.4,0.0,25.68,0.5,1.0,Liverpool,False,Chelsea,,
Konstantinos Tsimikas,Liverpool,Chelsea,2022-01-02,False,90,0.0,0.02,0.0,0.05,1,1.0,1.0,3.8,0,0,2,10.46,0.6,0.0,28.9,0.44,0.0,Liverpool,True,Brentford,,
Konstantinos Tsimikas,Liverpool,Brentford,,True,0,,,,,0,,,0.0,0,0,0,11.1,0.6,0.0,27.52,0.44,0.0,Liverpool,False,Crystal Palace,,
Konstantinos Tsimikas,Liverpool,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,10.06,0.6,0.0,26.27,0.44,0.0,Liverpool,True,Leeds United,,
Konstantinos Tsimikas,Liverpool,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,9.82,0.6,0.0,25.13,0.44,0.0,Liverpool,False,Burnley,,
Konstantinos Tsimikas,Liverpool,Burnley,,False,0,,,,,0,,,0.0,0,0,0,9.57,0.2,0.0,24.08,0.44,5.0,Liverpool,True,Norwich,,
Konstantinos Tsimikas,Liverpool,Norwich,2022-02-19,True,90,0.0,0.43,1.0,0.55,5,3.0,2.0,9.8,0,0,1,8.73,1.0,0.29,26.72,0.4,0.0,Liverpool,True,Leicester City,,
Konstantinos Tsimikas,Liverpool,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,8.73,1.0,0.29,25.69,0.4,0.0,Liverpool,True,West Ham,,
Konstantinos Tsimikas,Liverpool,West Ham,,True,0,,,,,0,,,0.0,0,0,0,9.0,1.0,0.29,24.74,0.4,0.0,Liverpool,False,Brighton,,
Konstantinos Tsimikas,Liverpool,Brighton,,False,0,,,,,0,,,0.0,0,0,0,9.0,1.0,0.29,23.86,0.4,0.0,Liverpool,False,Arsenal,,
Konstantinos Tsimikas,Liverpool,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,9.0,1.0,0.29,23.03,0.4,0.0,Liverpool,True,Watford,,
Konstantinos Tsimikas,Liverpool,Watford,,True,0,,,,,0,,,0.0,0,0,0,9.07,0.0,0.0,22.27,0.4,0.0,Liverpool,False,Manchester City,,
Konstantinos Tsimikas,Liverpool,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,9.12,0.0,0.0,21.55,0.4,0.0,Liverpool,True,Manchester United,,
Konstantinos Tsimikas,Liverpool,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,9.78,0.0,0.0,20.88,0.4,0.0,Liverpool,True,Everton,,
Konstantinos Tsimikas,Liverpool,Everton,,True,0,,,,,0,,,0.0,0,0,0,9.51,0.0,0.0,20.24,0.4,0.0,Liverpool,False,Newcastle United,,
Konstantinos Tsimikas,Liverpool,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,9.45,0.0,0.0,19.65,0.4,0.0,Liverpool,True,Tottenham,,
Konstantinos Tsimikas,Liverpool,Tottenham,2022-05-07,True,26,0.0,0.0,0.0,0.03,0,0.0,1.0,3.2,0,0,0,9.78,0.0,0.0,19.83,0.36,2.0,Liverpool,False,Aston Villa,,
