name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ben Davies,Liverpool,Norwich,,False,0,,,,,0,,,0.0,0,0,0,29413,0.0,0.0,0.0,0.0,0.0,Spurs,True,Manchester City,,
Ben Davies,Spurs,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,18832,0.0,0.0,0.0,0.0,0.0,Liverpool,True,Burnley,,
Ben Davies,Liverpool,Burnley,,True,0,,,,,0,,,0.0,0,0,0,26605,0.0,0.0,0.0,0.0,0.0,Spurs,False,Wolverhampton,,
Ben Davies,Spurs,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,21407,0.0,0.0,0.0,0.0,0.0,Liverpool,True,Chelsea,,
Ben Davies,Liverpool,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,20592,0.0,0.0,0.0,0.0,0.0,Spurs,True,Watford,,
Ben Davies,Spurs,Watford,,True,0,,,,,0,,,0.0,0,0,0,20070,0.0,0.0,0.0,0.0,0.0,Spurs,False,Crystal Palace,,
Ben Davies,Spurs,Crystal Palace,2021-09-11,False,30,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,3,20275,0.0,0.0,4.29,0.0,0.0,Liverpool,False,Leicester City,,
Ben Davies,Liverpool,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,16825,0.0,0.0,3.75,0.0,0.0,Liverpool,True,Crystal Palace,,
Ben Davies,Liverpool,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,15221,0.0,0.0,3.33,0.0,0.0,Spurs,True,Chelsea,,
Ben Davies,Spurs,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,20412,0.0,0.0,3.0,0.0,0.0,Liverpool,False,Brentford,,
Ben Davies,Liverpool,Brentford,,False,0,,,,,0,,,0.0,0,0,0,14110,0.0,0.0,2.73,0.0,0.0,Spurs,False,Arsenal,,
Ben Davies,Spurs,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,19942,0.0,0.0,2.5,0.0,0.0,Spurs,True,Aston Villa,,
Ben Davies,Spurs,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,19140,0.0,0.0,2.31,0.0,0.0,Liverpool,True,Manchester City,,
Ben Davies,Liverpool,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,13404,0.0,0.0,2.14,0.0,0.0,Liverpool,False,Watford,,
Ben Davies,Liverpool,Watford,,False,0,,,,,0,,,0.0,0,0,0,12830,0.0,0.0,2.0,0.0,0.0,Spurs,False,Newcastle United,,
