name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Bali Mumba,Norwich,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,Norwich,False,Manchester City,,
Bali Mumba,Norwich,Manchester City,2021-08-21,False,45,0.0,0.0,0.0,0.0,0,0.0,0.0,1.3,0,0,3,0.25,0.0,0.0,22.5,0.0,0.0,Norwich,True,Leeds United,,
Bali Mumba,Norwich,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,0.24,0.0,0.0,15.0,0.0,0.0,Norwich,False,Arsenal,,
Bali Mumba,Norwich,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,11.25,0.0,0.0,Norwich,True,Watford,,
Bali Mumba,Norwich,Watford,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,9.0,0.0,0.0,Norwich,False,Everton,,
Bali Mumba,Norwich,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.21,0.0,0.0,7.5,0.0,0.0,Norwich,False,Burnley,,
Bali Mumba,Norwich,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.21,0.0,0.0,6.43,0.0,0.0,Norwich,True,Brighton,,
Bali Mumba,Norwich,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,5.62,0.0,0.0,Norwich,False,Chelsea,,
Bali Mumba,Norwich,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,5.0,0.0,0.0,Norwich,True,Leicester City,,
Bali Mumba,Norwich,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,4.5,0.0,0.0,Norwich,False,Brentford,,
Bali Mumba,Norwich,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,4.09,0.0,0.0,Norwich,True,Southampton,,
Bali Mumba,Norwich,Southampton,,True,0,,,,,0,,,0.0,0,0,0,0.19,0.0,0.0,3.75,0.0,0.0,Norwich,True,Wolverhampton,,
Bali Mumba,Norwich,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.19,0.0,0.0,3.46,0.0,0.0,Norwich,False,Newcastle United,,
Bali Mumba,Norwich,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,3.21,0.0,0.0,Norwich,False,Tottenham,,
Bali Mumba,Norwich,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.21,0.0,0.0,3.0,0.0,0.0,Norwich,True,Manchester United,,
Bali Mumba,Norwich,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.22,0.0,0.0,2.81,0.0,0.0,Norwich,True,Aston Villa,,
Bali Mumba,Norwich,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.22,0.0,0.0,2.65,0.0,0.0,Norwich,True,Arsenal,,
Bali Mumba,Norwich,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.23,0.0,0.0,2.5,0.0,0.0,Norwich,False,Crystal Palace,,
Bali Mumba,Norwich,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.24,0.0,0.0,2.37,0.0,0.0,Norwich,False,West Ham,,
Bali Mumba,Norwich,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.23,0.0,0.0,2.25,0.0,0.0,Norwich,True,Everton,,
Bali Mumba,Norwich,Everton,,True,0,,,,,0,,,0.0,0,0,0,0.22,0.0,0.0,2.14,0.0,0.0,Norwich,False,Watford,,
Bali Mumba,Norwich,Watford,,False,0,,,,,0,,,0.0,0,0,0,0.21,0.0,0.0,2.05,0.0,0.0,Norwich,True,Crystal Palace,,
Bali Mumba,Norwich,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,1.96,0.0,0.0,Norwich,True,Manchester City,,
Bali Mumba,Norwich,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,1.88,0.0,0.0,Norwich,False,Liverpool,,
Bali Mumba,Norwich,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.0,1.8,0.0,0.0,Norwich,False,Southampton,,
Bali Mumba,Norwich,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.19,0.0,0.0,1.73,0.0,0.0,Norwich,True,Brentford,,
Bali Mumba,Norwich,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.19,0.0,0.0,1.67,0.0,0.0,Norwich,True,Chelsea,,
Bali Mumba,Norwich,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.19,0.0,0.0,1.61,0.0,0.0,Norwich,False,Leicester City,,
Bali Mumba,Norwich,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.19,0.0,0.0,1.55,0.0,0.0,Norwich,False,Brighton,,
Bali Mumba,Norwich,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.19,0.0,0.0,1.5,0.0,0.0,Norwich,True,Burnley,,
Bali Mumba,Norwich,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.19,0.0,0.0,1.45,0.0,0.0,Norwich,False,Manchester United,,
Bali Mumba,Norwich,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.18,0.0,0.0,1.41,0.0,0.0,Norwich,True,Newcastle United,,
Bali Mumba,Norwich,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.18,0.0,0.0,1.36,0.0,0.0,Norwich,False,Aston Villa,,
Bali Mumba,Norwich,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.18,0.0,0.0,1.32,0.0,0.0,Norwich,True,West Ham,,
Bali Mumba,Norwich,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.18,0.0,0.0,1.29,0.0,0.0,Norwich,False,Leeds United,,
Bali Mumba,Norwich,Leeds United,,False,0,,,,,0,,,0.0,0,0,0,0.18,0.0,0.0,1.25,0.0,0.0,Norwich,False,Wolverhampton,,
Bali Mumba,Norwich,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.18,0.0,0.0,1.22,0.0,0.0,Norwich,True,Tottenham,,
Bali Mumba,Norwich,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.18,0.0,0.0,1.18,0.0,,Man Utd,True,Brighton,,
