name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Yerry Mina,Everton,Southampton,2021-08-14,True,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,41893,1.0,0.0,7.0,0.0,0.0,Everton,False,Leicester City,,
Yerry Mina,Everton,Leicester City,2021-08-21,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.9,0,0,2,47667,0.5,0.0,48.5,0.0,0.0,Everton,False,Brighton,,
Yerry Mina,Everton,Brighton,,False,0,,,,,0,,,0.0,0,0,0,45850,0.33,0.0,32.33,0.0,2.0,Everton,True,Burnley,,
Yerry Mina,Everton,Burnley,2021-09-13,True,90,0.0,0.02,0.0,0.0,2,1.0,0.0,3.4,0,0,1,34258,0.75,0.01,46.75,0.0,1.0,Everton,False,Aston Villa,,
Yerry Mina,Everton,Aston Villa,2021-09-18,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0,0,3,35909,0.8,0.0,55.4,0.0,6.0,Everton,True,Norwich,,
Yerry Mina,Everton,Norwich,2021-09-25,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.2,0,1,0,41077,1.8,0.0,61.17,0.2,2.0,Everton,False,Manchester United,,
Yerry Mina,Everton,Manchester United,2021-10-02,False,90,0.0,0.02,0.0,0.0,2,1.0,0.0,1.8,0,0,1,39316,2.2,0.01,65.29,0.17,0.0,Everton,True,West Ham,,
Yerry Mina,Everton,West Ham,,True,0,,,,,0,,,0.0,0,0,0,39250,2.2,0.01,57.12,0.17,0.0,Everton,True,Watford,,
Yerry Mina,Everton,Watford,,True,0,,,,,0,,,0.0,0,0,0,38798,1.8,0.0,50.78,0.17,0.0,Everton,False,Wolverhampton,,
Yerry Mina,Everton,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,31857,1.6,0.0,45.7,0.17,0.0,Everton,True,Tottenham,,
Yerry Mina,Everton,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,29991,0.4,0.0,41.55,0.17,0.0,Everton,False,Manchester City,,
Yerry Mina,Everton,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,28313,0.0,0.0,38.08,0.17,0.0,Everton,False,Brentford,,
Yerry Mina,Everton,Brentford,,False,0,,,,,0,,,0.0,0,0,0,27073,0.0,0.0,35.15,0.17,0.0,Everton,True,Liverpool,,
Yerry Mina,Everton,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,26457,0.0,0.0,32.64,0.17,1.0,Everton,True,Arsenal,,
Yerry Mina,Everton,Arsenal,2021-12-06,True,30,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,25811,0.2,0.0,32.47,0.14,0.0,Everton,False,Crystal Palace,,
Yerry Mina,Everton,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,25325,0.2,0.0,30.44,0.14,0.0,Everton,False,Chelsea,,
Yerry Mina,Everton,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,24841,0.2,0.0,28.65,0.14,0.0,Everton,True,Brighton,,
Yerry Mina,Everton,Brighton,,True,0,,,,,0,,,0.0,0,0,0,23968,0.2,0.0,27.06,0.14,1.0,Everton,False,Norwich,,
Yerry Mina,Everton,Norwich,2022-01-15,False,36,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,0,0,23660,0.4,0.0,27.53,0.12,1.0,Everton,True,Aston Villa,,
Yerry Mina,Everton,Aston Villa,2022-01-22,True,90,0.0,0.08,0.0,0.0,1,2.0,0.0,1.8,0,0,1,24061,0.4,0.02,30.65,0.11,1.0,Everton,False,Newcastle United,,
Yerry Mina,Everton,Newcastle United,2022-02-08,False,34,0.0,0.08,0.0,0.0,1,1.0,0.0,0.2,0,0,0,26796,0.6,0.03,30.81,0.1,0.0,Everton,True,Leicester City,,
Yerry Mina,Everton,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,25059,0.6,0.03,29.41,0.1,0.0,Everton,False,Southampton,,
Yerry Mina,Everton,Southampton,,False,0,,,,,0,,,0.0,0,0,0,24258,0.6,0.03,28.13,0.1,0.0,Everton,True,Manchester City,,
Yerry Mina,Everton,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,23945,0.4,0.03,26.96,0.1,0.0,Everton,False,Tottenham,,
Yerry Mina,Everton,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,23759,0.2,0.02,25.88,0.1,0.0,Everton,True,Wolverhampton,,
Yerry Mina,Everton,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,23584,0.0,0.0,24.88,0.1,0.0,Everton,True,Newcastle United,,
Yerry Mina,Everton,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,23584,0.0,0.0,23.96,0.1,0.0,Everton,False,West Ham,,
