h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
h,0.588341,0.488895,0.588341,0.488895,11.68,6.608695652173913,3,11,2,0,1.4036,w,2022-08-06 14:00:00,1,0,0,3,0.0994459999999999,0.5,0.0,0.15394680225446314,0.002705942259239354,0.10494899886664148,0.1811594202898551,0.3,0.2857142857142857
a,0.123946,1.69064,0.123946,1.69064,51.166666666666664,12.157894736842104,0,11,0,4,0.2243,l,2022-08-13 14:00:00,0,0,1,0,-1.566694,0.0,0.4444444444444444,0.0,0.27686938381809567,1.0,0.5665204678362573,0.0,0.2857142857142857
h,0.211335,1.71081,0.211335,1.71081,15.652173913043478,8.72,1,8,0,3,0.242,l,2022-08-20 16:30:00,0,0,1,0,-1.499475,0.0,0.3333333333333333,0.028969427108851902,0.28147092292684345,0.19498694173880196,0.32777777777777783,0.1,0.17857142857142858
a,0.180991,4.86035,0.180991,4.86035,29.583333333333332,8.88888888888889,4,18,0,9,0.0017,l,2022-08-27 14:00:00,0,0,1,0,-4.679359000000001,0.0,1.0,0.018910400272625357,1.0,0.5107669059312429,0.33950617283950624,0.4,0.5357142857142857
h,0.362035,1.53246,0.362035,1.53246,17.61111111111111,6.833333333333333,7,14,0,0,0.4185,d,2022-08-31 18:30:00,0,1,0,1,-1.1704249999999998,0.0,0.0,0.07892643159802082,0.24078254910209526,0.23939050497418457,0.19675925925925924,0.7,0.39285714285714285
a,0.905041,1.32895,0.905041,0.567779,15.6875,13.647058823529411,10,6,3,2,0.9244,w,2022-09-03 14:00:00,1,0,0,3,0.3372619999999999,0.75,0.2222222222222222,0.25893275661225873,0.19435422862508658,0.19578768417075934,0.6699346405228759,1.0,0.10714285714285714
a,0.976948,1.54758,0.976948,0.786407,20.357142857142858,4.241379310344827,5,18,1,1,0.8562000000000001,d,2022-09-17 14:00:00,0,1,0,1,0.190541,0.25,0.1111111111111111,0.2827699053966162,0.2442319924002741,0.30163527443467,0.016762452107279682,0.5,0.5357142857142857
h,0.758128,1.046,0.758128,1.046,19.0625,7.64,6,9,0,0,1.0694,d,2022-10-01 14:00:00,0,1,0,1,-0.287872,0.0,0.0,0.21023114147943012,0.12980264256558277,0.27228938420853793,0.25277777777777777,0.6,0.21428571428571427
h,1.14891,1.18125,1.14891,1.18125,37.55555555555556,8.678571428571429,7,8,2,1,1.2888,w,2022-10-08 14:00:00,1,0,0,3,-0.0323399999999998,0.5,0.1111111111111111,0.33977525646474144,0.16065827788824713,0.6914746253620451,0.3249007936507937,0.7,0.17857142857142858
a,1.62829,1.61738,1.62829,0.856206,14.95,8.25,4,8,2,2,1.3628,d,2022-10-15 14:00:00,0,1,0,1,0.772084,0.5,0.2222222222222222,0.49868958169379113,0.26015600974239594,0.17907064601435585,0.2951388888888889,0.4,0.17857142857142858
h,0.810452,1.23878,0.810452,1.23878,11.761904761904763,13.65,8,6,0,1,0.9384,l,2022-10-19 18:30:00,0,0,1,0,-0.428328,0.0,0.1111111111111111,0.22757653167777964,0.17378304461736271,0.10680554805979818,0.670138888888889,0.8,0.10714285714285714
a,0.730443,1.97715,0.730443,1.21598,15.68421052631579,11.318181818181818,4,7,0,2,0.4172,l,2022-10-24 19:00:00,0,0,1,0,-0.4855370000000001,0.0,0.2222222222222222,0.20105357234019558,0.3422331403896045,0.1957131211102937,0.5082070707070707,0.4,0.14285714285714285
