h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,1.88594,4.36748,1.12477,3.60631,23.0625,6.875,5,17,1,4,0.1878,l,2023-08-12 14:00:00,0,0,1,0,-2.48154,0.25,0.8,0.48702033856105675,0.9317072419580847,0.5459427207637232,0.20308079220370953,0.29411764705882354,0.4444444444444444
a,0.465741,3.41419,0.465741,3.41419,19.130434782608695,7.1,4,17,0,3,0.0788,l,2023-08-25 19:00:00,0,0,1,0,-2.948449,0.0,0.6,0.07004372356092761,0.6949439466394061,0.43332987444225385,0.2177931468091795,0.23529411764705882,0.4444444444444444
h,2.02244,1.22528,2.02244,1.22528,21.3125,6.869565217391305,8,6,1,2,1.9915000000000005,l,2023-09-01 19:00:00,0,0,1,0,0.7971600000000001,0.25,0.4,0.527097333367783,0.15129663600359827,0.49582338902147977,0.20272542131951946,0.47058823529411764,0.1388888888888889
a,1.45705,1.75704,1.45705,1.75704,38.916666666666664,6.611111111111111,3,9,0,1,1.1217,l,2023-09-16 14:00:00,0,0,1,0,-0.29999,0.0,0.2,0.3610963656478204,0.2833668873632691,1.0,0.1858255614935904,0.17647058823529413,0.2222222222222222
h,2.24101,0.762984,1.47984,0.762984,6.821428571428571,12.4,17,1,1,1,2.5128000000000004,d,2023-09-23 14:00:00,0,1,0,1,0.716856,0.25,0.2,0.5912704377993298,0.03647876906631379,0.08080463689055574,0.5643508330713614,1.0,0.0
a,1.5102,3.65377,1.5102,3.65377,12.5,5.6,1,11,2,1,0.2355999999999999,w,2023-09-30 14:00:00,1,0,0,3,-2.1435700000000004,0.5,0.2,0.37670143725205113,0.7544470886973833,0.243436754176611,0.11971078277271296,0.058823529411764705,0.2777777777777778
h,1.53058,0.920206,1.53058,0.920206,12.846153846153847,8.0,4,5,1,2,1.853,l,2023-10-03 18:30:00,0,0,1,0,0.6103740000000001,0.25,0.4,0.382685094059092,0.07552711617642018,0.2533504681476042,0.27664256523105946,0.23529411764705882,0.1111111111111111
h,0.848118,2.37947,0.848118,2.37947,12.0,4.714285714285714,6,15,0,1,0.4079,l,2023-10-07 11:30:00,0,0,1,0,-1.531352,0.0,0.2,0.18231127699104863,0.4379563385325935,0.22911694510739858,0.06179548210356134,0.35294117647058826,0.3888888888888889
a,1.49555,3.27549,1.49555,3.27549,16.22222222222222,8.88888888888889,6,4,2,2,0.3899,d,2023-10-21 14:00:00,0,1,0,1,-1.77994,0.5,0.4,0.37240013341382006,0.6604958048769826,0.3500397772474145,0.3347654476230396,0.35294117647058826,0.08333333333333333
a,0.453117,3.07654,0.453117,3.07654,24.647058823529413,13.4,2,15,1,3,0.0793,l,2023-10-29 14:00:00,0,0,1,0,-2.623423,0.25,0.6,0.06633726215110995,0.6110837082393894,0.5913238803874773,0.629739075762339,0.11764705882352941,0.3888888888888889
h,1.3411,3.03925,1.3411,3.03925,21.705882352941178,3.769230769230769,1,14,1,1,0.3685,d,2023-11-05 16:30:00,0,1,0,1,-1.69815,0.25,0.2,0.3270529403889201,0.6018221999025417,0.5070897093921102,0.0,0.058823529411764705,0.3611111111111111
a,0.408265,2.74105,0.408265,2.74105,20.307692307692307,8.19047619047619,4,10,0,1,0.1171,l,2023-11-11 15:00:00,0,0,1,0,-2.332785,0.0,0.2,0.0531685195058991,0.5277599369353124,0.4670460804112355,0.2890974686007694,0.23529411764705882,0.25
h,0.996153,1.83546,0.996153,1.83546,13.130434782608695,6.461538461538462,4,10,2,1,0.7188,w,2023-11-25 15:00:00,1,0,0,3,-0.8393070000000001,0.5,0.2,0.22577499806221127,0.3028436233186351,0.2614921656117049,0.17604526878340146,0.23529411764705882,0.25
a,0.227176,3.25952,0.227176,3.25952,30.0,4.862068965517241,3,4,1,3,0.0421,l,2023-12-02 15:00:00,0,0,1,0,-3.032344,0.25,0.6,0.0,0.6565294254685766,0.7446300715990454,0.07145876920075013,0.17647058823529413,0.08333333333333333
h,0.526254,2.58815,0.526254,2.58815,15.521739130434783,6.08,0,19,3,4,0.1929,l,2023-12-05 20:15:00,0,0,1,0,-2.061896,0.75,0.8,0.08781060404986107,0.489785020745878,0.32997820898619906,0.15109713926438229,0.0,0.5
h,0.689037,2.23353,0.689037,2.23353,10.607142857142858,9.5625,4,9,1,2,0.3399999999999999,l,2023-12-10 14:00:00,0,0,1,0,-1.544493,0.25,0.4,0.1356044021862955,0.4017100385411869,0.1892260484145926,0.37881169443571205,0.23529411764705882,0.2222222222222222
h,1.81844,1.41488,1.81844,1.41488,11.107142857142858,5.318181818181818,2,16,1,0,1.7094,w,2023-12-23 15:00:00,1,0,0,3,0.4035600000000001,0.25,0.0,0.46720204442586255,0.19838652553608208,0.203545857483805,0.10128318710525566,0.11764705882352941,0.4166666666666667
a,0.715575,3.61788,0.715575,3.61788,7.428571428571429,7.48,3,7,3,2,0.0854,w,2023-12-26 15:00:00,1,0,0,3,-2.902305,0.75,0.4,0.14339607462718118,0.7455332905153113,0.0981929764745994,0.24264067903175107,0.17647058823529413,0.16666666666666666
h,2.64093,1.57463,2.64093,1.57463,7.71875,8.88,5,4,2,3,2.1866,l,2023-12-30 12:30:00,0,0,1,0,1.0663,0.5,0.6,0.7086886924740983,0.23806273783995494,0.10650357995226731,0.33418421879911986,0.29411764705882354,0.08333333333333333
a,0.965167,1.52023,0.965167,1.52023,6.666666666666667,19.0625,7,5,1,1,0.911,d,2024-01-12 19:45:00,0,1,0,1,-0.555063,0.25,0.2,0.21667737343890567,0.22455171468295537,0.07637231503579954,1.0,0.4117647058823529,0.1111111111111111
h,3.63312,1.01366,3.63312,1.01366,12.96,7.083333333333333,5,2,4,0,2.8399,w,2024-01-30 19:45:00,1,0,0,3,2.61946,1.0,0.0,1.0,0.09873776246528486,0.2566109785202864,0.21670334276432987,0.29411764705882354,0.027777777777777776
a,2.67463,2.37353,1.91346,2.37353,7.071428571428571,6.857142857142857,8,9,4,4,1.6034,d,2024-02-03 15:00:00,0,1,0,1,-0.4600700000000002,1.0,0.8,0.7185831593238174,0.4364810540187594,0.08796454142516195,0.2019131450127992,0.47058823529411764,0.2222222222222222
h,1.76215,1.98283,1.00099,1.22166,4.0,14.944444444444445,9,4,1,3,1.1653,l,2024-02-10 15:00:00,0,0,1,0,-0.2206699999999999,0.25,0.6,0.4506750551388984,0.3394450843967055,0.0,0.7307275839184045,0.5294117647058824,0.08333333333333333
h,1.57234,3.58973,1.57234,3.58973,11.052631578947368,8.517241379310345,11,9,1,2,0.3598,l,2024-02-18 16:30:00,0,0,1,0,-2.01739,0.25,0.4,0.39494601203073215,0.7385418327603566,0.20198467529204875,0.31046407007122034,0.6470588235294118,0.2222222222222222
a,0.956512,3.70302,0.956512,3.70302,12.3,4.8,4,16,1,4,0.1659,l,2024-02-21 15:00:00,0,0,1,0,-2.746508,0.25,0.8,0.2141362277242374,0.7666790352136007,0.23770883054892605,0.06740018861993084,0.23529411764705882,0.4166666666666667
h,2.43312,2.08586,2.43312,2.08586,13.666666666666666,11.2,3,6,2,3,1.6418,l,2024-03-02 17:30:00,0,0,1,0,0.3472600000000003,0.5,0.6,0.6476747709298804,0.365034068144236,0.27684964200477324,0.485884941842188,0.17647058823529413,0.1388888888888889
a,1.08531,3.25103,1.08531,3.25103,15.133333333333333,7.387096774193548,3,9,1,1,0.2370999999999999,d,2024-03-09 15:00:00,0,1,0,1,-2.1657200000000003,0.25,0.2,0.2519518817690485,0.6544208117442581,0.318854415274463,0.23656590035594405,0.17647058823529413,0.2222222222222222
a,2.79419,2.84403,2.79419,2.84403,9.125,7.95,1,7,3,4,1.3778,l,2024-03-13 19:30:00,0,0,1,0,-0.0498400000000001,0.75,0.8,0.7536864963135037,0.5533365024630297,0.14677804295942723,0.27337315309651056,0.058823529411764705,0.16666666666666666
h,0.853782,1.95268,0.853782,1.95268,7.857142857142857,8.88888888888889,6,6,1,1,0.591,d,2024-03-16 15:00:00,0,1,0,1,-1.098898,0.25,0.2,0.18397425207225956,0.33195689784921395,0.11046709853392431,0.3347654476230396,0.35294117647058826,0.1388888888888889
a,0.402402,2.46523,0.402402,2.46523,14.434782608695652,4.193548387096774,3,22,1,2,0.1581,l,2024-03-30 15:00:00,0,0,1,0,-2.062828,0.25,0.4,0.05144711715753401,0.45925606915656936,0.29884818927051987,0.027745383375079855,0.17647058823529413,0.5833333333333334
a,0.292082,1.14384,0.292082,1.14384,23.529411764705884,10.708333333333334,3,14,0,2,0.5532999999999999,l,2024-04-03 18:30:00,0,0,1,0,-0.851758,0.0,0.4,0.01905668443168767,0.13106983957150184,0.5593148954092377,0.45373572251912403,0.17647058823529413,0.3611111111111111
h,1.30478,0.616108,1.30478,0.616108,5.62962962962963,4.848484848484849,7,5,2,1,1.9554,w,2024-04-06 14:00:00,1,0,0,3,0.6886720000000001,0.5,0.2,0.3163892301223978,0.0,0.04667197029965527,0.07057052765949341,0.4117647058823529,0.1111111111111111
a,0.809775,4.64245,0.809775,3.88128,34.5,6.62962962962963,2,37,1,5,0.0433,l,2024-04-13 14:00:00,0,0,1,0,-3.0715049999999997,0.25,1.0,0.17105360510918563,1.0,0.8735083532219571,0.18703645487675669,0.11764705882352941,1.0
h,0.497799,3.7809,0.497799,3.7809,11.125,7.461538461538462,6,13,1,5,0.0472999999999999,l,2024-04-20 14:00:00,0,0,1,0,-3.283101,0.25,1.0,0.07945609205553586,0.7860216543949817,0.20405727923627687,0.24143351147437916,0.35294117647058826,0.3333333333333333
