name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Lesley Ugochukwu,Chelsea,,2023-08-13,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,10397,1.0,0.0,1.0,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,14834,0.5,0.0,0.5,1.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,2023-08-25,True,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,13948,0.67,0.0,2.67,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,12955,0.5,0.0,2.0,3.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,2023-09-17,False,90,0.0,0.0,0.0,0.05,3,0.0,1.0,2.2,0,1,15834,1.0,0.0,19.6,1.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,2023-09-24,True,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,0,22532,1.0,0.0,20.0,1.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,2023-10-02,False,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,26919,1.2,0.0,18.86,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,31566,1.0,0.0,16.5,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,30717,1.0,0.0,14.67,1.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,2023-10-28,True,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,30717,0.6,0.0,14.1,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,2023-11-06,False,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1,0,0,31772,0.4,0.0,12.91,1.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,2023-11-12,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,29971,0.4,0.0,11.92,1.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,2023-11-25,False,68,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,1,29238,0.6,0.0,16.23,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,29621,0.6,0.0,15.07,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,28886,0.4,0.0,14.07,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,26333,0.4,0.0,13.19,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,23807,0.2,0.0,12.41,1.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,2023-12-24,False,58,0.0,0.0,0.0,0.0,1,0.0,0.0,1.1,0,1,22014,0.2,0.0,14.94,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,21494,0.2,0.0,14.16,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,20517,0.2,0.0,13.45,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,18463,0.2,0.0,12.81,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,17549,0.2,0.0,12.23,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,17253,0.0,0.0,11.7,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,16820,0.0,0.0,11.21,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,16368,0.0,0.0,10.76,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,15795,0.0,0.0,10.35,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,15571,0.0,0.0,9.96,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,15317,0.0,0.0,9.61,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,15242,0.0,0.0,9.28,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,15108,0.0,0.0,8.97,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,14976,0.0,0.0,8.68,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,14824,0.0,0.0,8.41,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,14710,0.0,0.0,8.15,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,14710,0.0,0.0,7.91,0.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,,True,0,,,,,0,,,0.0,0,0,14658,0.0,0.0,7.69,0.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,,False,0,,,,,0,,,0.0,0,0,14529,0.0,0.0,7.47,1.0,Chelsea,False,,,
Lesley Ugochukwu,Chelsea,,2024-05-15,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,14529,0.2,0.0,7.3,1.0,Chelsea,True,,,
Lesley Ugochukwu,Chelsea,,2024-05-19,True,26,0.0,0.0,0.0,0.14,1,0.0,2.0,3.4,0,0,14551,0.4,0.0,7.79,0.0,Chelsea,True,Manchester City,,-0.96
