name,team,opponent_team,date,was_home,minutes,xG,total_points,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Owen Hampson,Sheffield Utd,Burnley,2024-04-20,True,0,0.16,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,Sheffield Utd,False,Manchester United,,-0.63
Owen Hampson,Sheffield Utd,Manchester United,2024-04-24,False,0,0.48,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,Sheffield Utd,False,Newcastle United,,-0.41
Owen Hampson,Sheffield Utd,Newcastle United,2024-04-27,False,0,1.49,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,Sheffield Utd,True,Nottingham Forest,,1.55
Owen Hampson,Sheffield Utd,Nottingham Forest,2024-05-04,True,0,0.4,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,Sheffield Utd,False,Everton,,-0.24
Owen Hampson,Sheffield Utd,Everton,2024-05-11,False,0,1.16,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,Sheffield Utd,True,Tottenham,,0.69
Owen Hampson,Sheffield Utd,Tottenham,2024-05-19,True,0,0.73,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,,Brighton,False,Everton,,-0.24
