name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jacob Bruun Larsen,Burnley,Manchester City,2023-08-11,True,29,0.0,0.01,0.0,0.0,1,1.0,0.0,0.0,0,0,1.0,0.01,29.0,1.0,Burnley,True,Aston Villa,3.22,0.64
Jacob Bruun Larsen,Burnley,Aston Villa,2023-08-27,True,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,1.0,0.01,19.0,1.0,Burnley,True,Tottenham,-3.78,0.69
Jacob Bruun Larsen,Burnley,Tottenham,2023-09-02,True,22,0.0,0.07,0.0,0.1,1,1.0,2.0,4.2,0,0,1.0,0.03,20.0,0.0,Burnley,False,Nottingham Forest,,-0.55
Jacob Bruun Larsen,Burnley,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0.75,0.02,15.0,1.0,Burnley,True,Manchester United,-0.59,0.38
Jacob Bruun Larsen,Burnley,Manchester United,2023-09-23,True,17,0.0,0.08,0.0,0.0,1,1.0,0.0,3.8,0,0,0.8,0.03,15.4,1.0,Burnley,False,Newcastle United,4.0,-0.41
Jacob Bruun Larsen,Burnley,Newcastle United,2023-09-30,False,32,0.0,0.12,0.0,0.0,1,1.0,0.0,1.3,0,0,0.8,0.05,18.17,6.0,Burnley,False,Luton,,
Jacob Bruun Larsen,Burnley,Luton,2023-10-03,False,15,1.0,0.01,0.0,0.0,6,1.0,0.0,4.0,0,0,1.8,0.06,17.71,1.0,Burnley,True,Chelsea,6.1,-0.25
Jacob Bruun Larsen,Burnley,Chelsea,2023-10-07,True,11,0.0,0.09,0.0,0.0,1,1.0,0.0,0.6,0,0,1.8,0.06,16.88,1.0,Burnley,False,Brentford,4.04,-0.53
Jacob Bruun Larsen,Burnley,Brentford,2023-10-21,False,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,2.0,0.06,16.56,1.0,Burnley,False,Bournemouth,,0.19
Jacob Bruun Larsen,Burnley,Bournemouth,2023-10-28,False,22,0.0,0.0,0.0,0.04,1,0.0,1.0,1.9,0,0,2.0,0.05,17.1,1.0,Burnley,True,Crystal Palace,0.07,0.88
Jacob Bruun Larsen,Burnley,Crystal Palace,2023-11-04,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,2.0,0.02,15.64,1.0,Burnley,False,Arsenal,-1.08,-0.48
Jacob Bruun Larsen,Burnley,Arsenal,2023-11-11,False,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,1.0,0.02,15.17,0.0,Burnley,True,West Ham,-0.48,0.49
Jacob Bruun Larsen,Burnley,West Ham,,True,0,,,,,0,,,0.0,0,0,0.8,0.0,14.0,8.0,Burnley,True,Sheffield,,0.68
Jacob Bruun Larsen,Burnley,Sheffield,2023-12-02,True,64,1.0,0.45,0.0,0.15,8,4.0,3.0,11.9,0,1,2.2,0.09,17.57,2.0,Burnley,False,Wolverhampton,0.24,-0.52
Jacob Bruun Larsen,Burnley,Wolverhampton,2023-12-05,False,69,0.0,0.07,0.0,0.09,2,2.0,2.0,3.5,0,1,2.4,0.1,21.0,0.0,Burnley,False,Brighton,-6.77,-0.6
Jacob Bruun Larsen,Burnley,Brighton,,False,0,,,,,0,,,0.0,0,0,2.2,0.1,19.69,2.0,Burnley,True,Everton,-1.19,0.53
Jacob Bruun Larsen,Burnley,Everton,2023-12-16,True,81,0.0,0.13,0.0,0.2,2,2.0,3.0,6.6,0,1,2.4,0.13,23.29,1.0,Burnley,False,Fulham,,0.86
