name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Cole Palmer,Man City,Burnley,2023-08-11,False,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0.13,1.0,0.0,10.0,0.0,1.0,0.92,0.63,0.05,0.0,Man City,True,Newcastle United,,0.55
Cole Palmer,Man City,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0.19,0.5,0.0,5.0,0.0,1.0,0.92,0.63,0.05,0.0,Man City,False,Sheffield,,-0.61
Cole Palmer,Man City,Sheffield,,False,0,,,,,0,,,0.0,0,0,0.16,0.33,0.0,3.33,0.0,1.0,0.92,0.63,0.05,1.0,Chelsea,True,Nottingham Forest,,1.55
Cole Palmer,Chelsea,Nottingham Forest,2023-09-02,True,28,0.0,0.0,0.0,0.04,1,0.0,1.0,2.7,0,0,0.15,0.5,0.0,9.5,0.0,1.0,0.92,0.63,0.05,1.0,Chelsea,False,Bournemouth,,0.19
Cole Palmer,Chelsea,Bournemouth,2023-09-17,False,27,0.0,0.14,0.0,0.02,1,1.0,1.0,4.1,0,0,0.2,0.6,0.03,13.0,0.0,1.0,0.92,0.63,0.05,1.0,Chelsea,True,Aston Villa,,0.64
Cole Palmer,Chelsea,Aston Villa,2023-09-24,True,22,0.0,0.12,0.0,0.27,1,2.0,2.0,3.6,0,0,0.2,0.6,0.05,14.5,0.0,1.0,0.92,0.63,0.05,5.0,Chelsea,False,Fulham,,0.86
Cole Palmer,Chelsea,Fulham,2023-10-02,False,77,0.0,0.04,0.0,0.45,5,2.0,1.0,3.6,0,1,0.24,1.6,0.06,23.43,0.0,1.0,0.92,0.63,0.05,12.0,Chelsea,False,Burnley,,0.0
Cole Palmer,Chelsea,Burnley,2023-10-07,False,85,1.0,0.83,1.0,0.6,12,3.0,2.0,10.5,2,1,0.59,4.0,0.43,31.12,0.0,1.0,0.92,0.63,0.05,6.0,Chelsea,True,Arsenal,,-0.11
Cole Palmer,Chelsea,Arsenal,2023-10-21,True,83,1.0,1.3,0.0,0.03,6,4.0,1.0,9.1,0,1,0.93,5.0,0.68,36.89,0.0,1.0,0.92,0.63,0.05,2.0,Chelsea,True,Brentford,,0.79
Cole Palmer,Chelsea,Brentford,2023-10-28,True,90,0.0,0.18,0.0,0.66,2,2.0,4.0,9.7,0,1,3.64,5.2,0.69,42.2,0.0,1.0,0.92,0.63,0.05,12.0,Chelsea,False,Tottenham,,-0.36
Cole Palmer,Chelsea,Tottenham,2023-11-06,False,90,1.0,0.83,1.0,0.91,12,2.0,1.0,9.8,2,1,4.24,7.4,1.04,46.55,0.0,1.0,0.92,0.63,0.05,6.0,Chelsea,True,Manchester City,,-0.96
Cole Palmer,Chelsea,Manchester City,2023-11-12,True,90,1.0,1.27,0.0,0.04,6,3.0,1.0,9.5,0,1,5.4,7.6,1.28,50.17,0.0,1.0,0.92,0.63,0.05,2.0,Chelsea,False,Newcastle United,,-0.41
Cole Palmer,Chelsea,Newcastle United,2023-11-25,False,74,0.0,0.0,0.0,0.02,2,0.0,1.0,3.1,0,1,11.24,5.6,0.92,52.0,0.0,1.0,0.92,0.63,0.05,1.0,Chelsea,True,Brighton,,-0.66
Cole Palmer,Chelsea,Brighton,2023-12-03,True,24,0.0,0.01,0.0,0.02,1,1.0,1.0,3.5,0,0,13.05,4.6,0.66,50.0,0.0,1.0,0.92,0.63,0.05,8.0,Chelsea,False,Manchester United,,-0.63
Cole Palmer,Chelsea,Manchester United,2023-12-06,False,90,1.0,0.08,0.0,0.1,8,1.0,2.0,8.4,1,1,13.19,5.8,0.64,52.67,0.0,1.0,0.92,0.63,0.05,1.0,Chelsea,False,Everton,,-0.24
Cole Palmer,Chelsea,Everton,2023-12-10,False,90,0.0,0.23,0.0,0.1,1,5.0,2.0,7.3,0,1,17.54,3.6,0.32,55.0,0.0,1.0,0.92,0.63,0.05,14.0,Chelsea,True,Sheffield,,0.68
Cole Palmer,Chelsea,Sheffield,2023-12-16,True,90,1.0,0.78,1.0,1.51,14,5.0,2.0,16.9,3,1,18.92,5.2,0.42,57.06,0.0,1.0,0.92,0.63,0.05,1.0,Chelsea,False,Wolverhampton,,-0.52
Cole Palmer,Chelsea,Wolverhampton,2023-12-24,False,90,0.0,0.07,0.0,0.13,1,2.0,3.0,6.1,0,1,23.13,5.0,0.43,58.89,0.0,1.0,0.92,0.63,0.05,0.0,Chelsea,True,Crystal Palace,,0.88
