name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Marcus Tavernier,Bournemouth,West Ham,,True,0,,,,,0,,,0.0,0,0,2591,0.0,0.0,0.0,5.0,4.0,3.92,2.69,0.05,0.0,Bournemouth,False,Liverpool,,-1.01
Marcus Tavernier,Bournemouth,Liverpool,,False,0,,,,,0,,,0.0,0,0,1904,0.0,0.0,0.0,5.0,4.0,3.92,2.69,0.05,0.0,Bournemouth,True,Tottenham,,0.69
Marcus Tavernier,Bournemouth,Tottenham,,True,0,,,,,0,,,0.0,0,0,1579,0.0,0.0,0.0,5.0,4.0,3.92,2.69,0.05,4.0,Bournemouth,False,Brentford,,-0.53
Marcus Tavernier,Bournemouth,Brentford,2023-09-02,False,19,0.0,0.0,1.0,0.97,4,0.0,1.0,3.0,0,0,1379,1.0,0.25,4.75,5.0,4.0,3.92,2.69,0.05,3.0,Bournemouth,True,Chelsea,,-0.25
Marcus Tavernier,Bournemouth,Chelsea,2023-09-17,True,72,0.0,0.07,0.0,0.02,3,2.0,1.0,4.0,0,1,1793,1.4,0.21,18.2,5.0,4.0,3.92,2.69,0.05,2.0,Bournemouth,False,Brighton,,-0.6
Marcus Tavernier,Bournemouth,Brighton,2023-09-24,False,62,0.0,0.0,0.0,0.06,2,0.0,1.0,3.3,0,1,1926,1.8,0.21,25.5,5.0,4.0,3.92,2.69,0.05,1.0,Bournemouth,True,Arsenal,,-0.11
Marcus Tavernier,Bournemouth,Arsenal,2023-09-30,True,58,0.0,0.03,0.0,0.09,1,1.0,1.0,2.7,0,1,2526,2.0,0.22,30.14,5.0,4.0,3.92,2.69,0.05,2.0,Bournemouth,False,Everton,,-0.24
Marcus Tavernier,Bournemouth,Everton,2023-10-07,False,90,0.0,0.04,0.0,0.04,2,2.0,1.0,5.3,0,1,4079,2.4,0.23,37.62,5.0,4.0,3.92,2.69,0.05,2.0,Bournemouth,True,Wolverhampton,,0.05
Marcus Tavernier,Bournemouth,Wolverhampton,2023-10-21,True,74,0.0,0.0,0.0,0.05,2,0.0,1.0,2.4,0,1,4073,2.0,0.03,41.67,5.0,4.0,3.92,2.69,0.05,2.0,Bournemouth,True,Burnley,,0.39
Marcus Tavernier,Bournemouth,Burnley,2023-10-28,True,81,0.0,0.52,0.0,0.0,2,3.0,0.0,7.1,0,1,4388,1.8,0.12,45.6,5.0,4.0,3.92,2.69,0.05,2.0,Bournemouth,False,Manchester City,,-1.32
Marcus Tavernier,Bournemouth,Manchester City,2023-11-04,False,71,0.0,0.0,0.0,0.0,2,0.0,0.0,0.4,0,1,3064,1.8,0.12,47.91,5.0,4.0,3.92,2.69,0.05,3.0,Bournemouth,True,Newcastle United,,0.55
