name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Bernardo Veiga de Carvalho e Silva,Man City,Burnley,2023-08-11,False,90,0.0,0.0,0.0,0.0,3,0.0,0.0,1.1,0,1,404104,3.0,0.0,90.0,4.0,5.0,2.25,3.93,0.05,0.0,Man City,True,Newcastle United,,0.55
Bernardo Veiga de Carvalho e Silva,Man City,Newcastle United,,True,0,,,,,0,,,0.0,0,0,339577,1.5,0.0,45.0,4.0,5.0,2.25,3.93,0.05,2.0,Man City,False,Sheffield,,-0.61
Bernardo Veiga de Carvalho e Silva,Man City,Sheffield,2023-08-27,False,90,0.0,0.0,0.0,0.35,2,0.0,4.0,8.9,0,1,205740,1.67,0.0,60.0,4.0,5.0,2.25,3.93,0.05,0.0,Man City,True,Fulham,,-0.13
Bernardo Veiga de Carvalho e Silva,Man City,Fulham,2023-09-02,True,14,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0,196369,1.25,0.0,48.5,4.0,5.0,2.25,3.93,0.05,13.0,Man City,False,West Ham,,-0.22
Bernardo Veiga de Carvalho e Silva,Man City,West Ham,2023-09-16,False,90,1.0,0.46,1.0,0.54,13,1.0,4.0,15.4,3,1,174222,3.6,0.29,56.8,4.0,5.0,2.25,3.93,0.05,0.0,Man City,True,Nottingham Forest,,1.55
Bernardo Veiga de Carvalho e Silva,Man City,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,164523,3.0,0.29,47.33,4.0,5.0,2.25,3.93,0.05,0.0,Man City,False,Wolverhampton,,-0.52
Bernardo Veiga de Carvalho e Silva,Man City,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,126923,3.0,0.29,40.57,4.0,5.0,2.25,3.93,0.05,1.0,Man City,False,Arsenal,,-0.48
Bernardo Veiga de Carvalho e Silva,Man City,Arsenal,2023-10-08,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.6,0,1,126697,2.8,0.29,46.75,4.0,5.0,2.25,3.93,0.05,2.0,Man City,True,Brighton,,-0.66
Bernardo Veiga de Carvalho e Silva,Man City,Brighton,2023-10-21,True,90,0.0,0.0,0.0,0.11,2,0.0,2.0,4.0,0,1,135308,3.2,0.29,51.56,4.0,5.0,2.25,3.93,0.05,7.0,Man City,False,Manchester United,,-0.63
Bernardo Veiga de Carvalho e Silva,Man City,Manchester United,2023-10-29,False,90,0.0,0.05,1.0,1.27,7,1.0,3.0,9.8,1,1,130747,2.0,0.21,55.4,4.0,5.0,2.25,3.93,0.05,14.0,Man City,True,Bournemouth,,1.22
Bernardo Veiga de Carvalho e Silva,Man City,Bournemouth,2023-11-04,True,84,2.0,0.6,0.0,0.09,14,4.0,3.0,17.6,2,1,156260,4.8,0.33,58.0,4.0,5.0,2.25,3.93,0.05,7.0,Man City,False,Chelsea,,-0.85
Bernardo Veiga de Carvalho e Silva,Man City,Chelsea,2023-11-12,False,90,0.0,0.0,1.0,0.72,7,0.0,2.0,6.8,2,1,209989,6.2,0.53,60.67,4.0,5.0,2.25,3.93,0.05,1.0,Man City,True,Liverpool,,0.18
Bernardo Veiga de Carvalho e Silva,Man City,Liverpool,2023-11-25,True,90,0.0,0.05,0.0,0.06,1,1.0,2.0,7.0,0,1,315986,6.2,0.54,62.92,4.0,5.0,2.25,3.93,0.05,2.0,Man City,True,Tottenham,,0.69
Bernardo Veiga de Carvalho e Silva,Man City,Tottenham,2023-12-03,True,90,0.0,0.05,0.0,0.6,2,1.0,3.0,8.1,0,1,324137,6.2,0.55,64.86,4.0,5.0,2.25,3.93,0.05,2.0,Man City,False,Aston Villa,,0.29
Bernardo Veiga de Carvalho e Silva,Man City,Aston Villa,2023-12-06,False,90,0.0,0.0,0.0,0.64,2,0.0,1.0,3.8,0,1,327707,5.2,0.34,66.53,4.0,5.0,2.25,3.93,0.05,9.0,Man City,False,Luton,,
Bernardo Veiga de Carvalho e Silva,Man City,Luton,2023-12-10,False,90,1.0,0.15,0.0,0.3,9,3.0,3.0,11.8,2,1,339179,4.2,0.25,68.0,4.0,5.0,2.25,3.93,0.05,2.0,Man City,True,Crystal Palace,,0.88
Bernardo Veiga de Carvalho e Silva,Man City,Crystal Palace,2023-12-16,True,90,0.0,0.07,0.0,0.02,2,2.0,1.0,8.1,0,1,382652,3.2,0.06,69.29,4.0,5.0,2.25,3.93,0.05,13.0,Man City,False,Everton,,-0.24
Bernardo Veiga de Carvalho e Silva,Man City,Everton,2023-12-27,False,90,1.0,0.29,1.0,0.04,13,2.0,2.0,11.6,3,1,342399,5.6,0.31,70.44,4.0,5.0,2.25,3.93,0.05,3.0,Man City,True,Sheffield,,0.68
Bernardo Veiga de Carvalho e Silva,Man City,Sheffield,2023-12-30,True,90,0.0,0.33,0.0,0.24,3,1.0,3.0,8.4,0,1,535465,5.8,0.37,71.47,4.0,5.0,2.25,3.93,0.05,8.0,Man City,False,Newcastle United,,-0.41
Bernardo Veiga de Carvalho e Silva,Man City,Newcastle United,2024-01-13,False,68,1.0,0.34,0.0,0.0,8,3.0,0.0,9.0,2,1,554634,7.0,0.44,71.3,4.0,5.0,2.25,3.93,0.05,0.0,Man City,True,Burnley,,0.39
Bernardo Veiga de Carvalho e Silva,Man City,Burnley,,True,0,,,,,0,,,0.0,0,0,606781,5.2,0.41,67.9,4.0,5.0,2.25,3.93,0.05,2.0,Man City,False,Brentford,,-0.53
