name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Matheus Luiz Nunes,Wolves,Manchester United,2023-08-14,False,90,0.0,0.0,0.0,0.03,2,0.0,2.0,5.2,0,1,18442,2.0,0.0,90.0,1.0,1.0,2.4,2.05,0.03,-1.0,Wolves,True,Brighton,,-0.66
Matheus Luiz Nunes,Wolves,Brighton,2023-08-19,True,90,0.0,0.11,0.0,0.08,-1,1.0,1.0,3.5,0,1,23879,0.5,0.05,90.0,1.0,1.0,2.4,2.05,0.03,0.0,Wolves,False,Everton,,-0.24
Matheus Luiz Nunes,Wolves,Everton,,False,0,,,,,0,,,0.0,0,0,15133,0.33,0.04,60.0,1.0,1.0,2.4,2.05,0.03,0.0,Man City,True,Fulham,,-0.13
Matheus Luiz Nunes,Man City,Fulham,,True,0,,,,,0,,,0.0,0,0,14941,0.25,0.03,45.0,1.0,1.0,2.4,2.05,0.03,1.0,Man City,False,West Ham,,-0.22
Matheus Luiz Nunes,Man City,West Ham,2023-09-16,False,23,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,13685,0.4,0.02,40.6,1.0,1.0,2.4,2.05,0.03,6.0,Man City,True,Nottingham Forest,,1.55
Matheus Luiz Nunes,Man City,Nottingham Forest,2023-09-23,True,90,0.0,0.0,1.0,0.36,6,0.0,1.0,6.1,0,1,13205,1.2,0.22,48.83,1.0,1.0,2.4,2.05,0.03,1.0,Man City,False,Wolverhampton,,-0.52
Matheus Luiz Nunes,Man City,Wolverhampton,2023-09-30,False,45,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,1,20085,1.6,0.2,48.29,1.0,1.0,2.4,2.05,0.03,1.0,Man City,False,Arsenal,,-0.48
Matheus Luiz Nunes,Man City,Arsenal,2023-10-08,False,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,18958,1.8,0.2,45.0,1.0,1.0,2.4,2.05,0.03,0.0,Man City,True,Brighton,,-0.66
Matheus Luiz Nunes,Man City,Brighton,,True,0,,,,,0,,,0.0,0,0,17661,1.8,0.2,40.0,1.0,1.0,2.4,2.05,0.03,0.0,Man City,False,Manchester United,,-0.63
Matheus Luiz Nunes,Man City,Manchester United,,False,0,,,,,0,,,0.0,0,0,14980,1.6,0.2,36.0,1.0,1.0,2.4,2.05,0.03,1.0,Man City,True,Bournemouth,,1.22
Matheus Luiz Nunes,Man City,Bournemouth,2023-11-04,True,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,13722,0.6,0.0,34.45,1.0,1.0,2.4,2.05,0.03,0.0,Man City,False,Chelsea,,-0.85
Matheus Luiz Nunes,Man City,Chelsea,,False,0,,,,,0,,,0.0,0,0,12616,0.4,0.0,31.58,1.0,1.0,2.4,2.05,0.03,0.0,Man City,True,Liverpool,,0.18
Matheus Luiz Nunes,Man City,Liverpool,,True,0,,,,,0,,,0.0,0,0,11502,0.2,0.0,29.15,1.0,1.0,2.4,2.05,0.03,0.0,Man City,True,Tottenham,,0.69
Matheus Luiz Nunes,Man City,Tottenham,,True,0,,,,,0,,,0.0,0,0,10866,0.2,0.0,27.07,1.0,1.0,2.4,2.05,0.03,1.0,Man City,False,Aston Villa,,0.29
Matheus Luiz Nunes,Man City,Aston Villa,2023-12-06,False,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,10487,0.4,0.0,26.73,1.0,1.0,2.4,2.05,0.03,1.0,Man City,False,Luton,,
Matheus Luiz Nunes,Man City,Luton,2023-12-10,False,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,10296,0.4,0.0,25.5,1.0,1.0,2.4,2.05,0.03,0.0,Man City,True,Crystal Palace,,0.88
Matheus Luiz Nunes,Man City,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,10144,0.4,0.0,24.0,1.0,1.0,2.4,2.05,0.03,2.0,Man City,False,Everton,,-0.24
Matheus Luiz Nunes,Man City,Everton,2023-12-27,False,64,0.0,0.08,0.0,0.0,2,1.0,0.0,3.2,0,1,10044,0.8,0.02,26.22,1.0,1.0,2.4,2.05,0.03,0.0,Man City,True,Sheffield,,0.68
Matheus Luiz Nunes,Man City,Sheffield,,True,0,,,,,0,,,0.0,0,0,10058,0.8,0.02,24.84,1.0,1.0,2.4,2.05,0.03,0.0,Man City,False,Newcastle United,,-0.41
Matheus Luiz Nunes,Man City,Newcastle United,,False,0,,,,,0,,,0.0,0,0,9702,0.6,0.02,23.6,1.0,1.0,2.4,2.05,0.03,6.0,Man City,True,Burnley,,0.39
Matheus Luiz Nunes,Man City,Burnley,2024-01-31,True,90,0.0,0.13,1.0,0.81,6,2.0,4.0,11.2,1,1,9534,1.6,0.24,26.76,1.0,1.0,2.4,2.05,0.03,0.0,Man City,False,Brentford,,-0.53
Matheus Luiz Nunes,Man City,Brentford,,False,0,,,,,0,,,0.0,0,0,9698,1.6,0.24,25.55,1.0,1.0,2.4,2.05,0.03,1.0,Man City,True,Everton,,0.53
Matheus Luiz Nunes,Man City,Everton,2024-02-10,True,56,0.0,0.0,0.0,0.03,1,0.0,1.0,2.9,0,1,9581,1.4,0.23,26.87,1.0,1.0,2.4,2.05,0.03,0.0,Man City,True,Chelsea,,-0.25
Matheus Luiz Nunes,Man City,Chelsea,,True,0,,,,,0,,,0.0,0,0,9652,1.4,0.23,25.75,1.0,1.0,2.4,2.05,0.03,0.0,Man City,True,Brentford,,0.79
Matheus Luiz Nunes,Man City,Brentford,,True,0,,,,,0,,,0.0,0,0,9652,1.4,0.23,24.72,1.0,1.0,2.4,2.05,0.03,3.0,Man City,False,Bournemouth,,0.19
Matheus Luiz Nunes,Man City,Bournemouth,2024-02-24,False,62,0.0,0.0,0.0,0.04,3,0.0,1.0,4.5,0,1,9482,0.8,0.0,26.15,1.0,1.0,2.4,2.05,0.03,0.0,Man City,True,Manchester United,,0.38
