name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Andros Townsend,Luton,Nottingham Forest,2023-10-21,False,18,0.0,0.0,0.0,0.0,4,0.0,0.0,0.2,0,0,0.0,4.0,0.0,18.0,5.0,6.0,4.8,2.27,0,1.0,Luton,False,Aston Villa,,0.29
Andros Townsend,Luton,Aston Villa,2023-10-29,False,33,0.0,0.0,0.0,0.19,1,0.0,2.0,5.3,0,0,0.0,2.5,0.0,25.5,5.0,6.0,4.8,2.27,0,3.0,Luton,True,Liverpool,,0.18
Andros Townsend,Luton,Liverpool,2023-11-05,True,60,0.0,0.0,0.0,0.0,3,0.0,0.0,0.7,0,1,0.01,2.67,0.0,37.0,5.0,6.0,4.8,2.27,0,2.0,Luton,False,Manchester United,,-0.63
Andros Townsend,Luton,Manchester United,2023-11-11,False,60,0.0,0.1,0.0,0.0,2,3.0,0.0,2.6,0,1,0.01,2.5,0.02,42.75,5.0,6.0,4.8,2.27,0,3.0,Luton,True,Crystal Palace,,0.88
Andros Townsend,Luton,Crystal Palace,2023-11-25,True,60,0.0,0.0,0.0,0.0,3,0.0,0.0,0.1,0,1,0.01,2.6,0.02,46.2,5.0,6.0,4.8,2.27,0,1.0,Luton,False,Brentford,,-0.53
Andros Townsend,Luton,Brentford,2023-12-02,False,30,0.0,0.0,0.0,0.02,1,0.0,1.0,1.5,0,0,0.02,2.0,0.02,43.5,5.0,6.0,4.8,2.27,0,5.0,Luton,True,Arsenal,,-0.11
Andros Townsend,Luton,Arsenal,2023-12-05,True,61,0.0,0.03,1.0,0.06,5,1.0,1.0,3.2,0,1,0.02,2.8,0.23,46.0,5.0,6.0,4.8,2.27,0,5.0,Luton,True,Manchester City,,-0.96
Andros Townsend,Luton,Manchester City,2023-12-10,True,71,0.0,0.02,1.0,0.59,5,1.0,1.0,4.7,0,1,0.02,3.2,0.43,49.12,5.0,6.0,4.8,2.27,0,11.0,Luton,True,Newcastle United,,0.55
Andros Townsend,Luton,Newcastle United,2023-12-23,True,80,1.0,0.76,0.0,0.03,11,3.0,1.0,10.7,3,1,0.02,5.0,0.56,52.56,5.0,6.0,4.8,2.27,0,2.0,Luton,False,Sheffield,,-0.61
Andros Townsend,Luton,Sheffield,2023-12-26,False,83,0.0,0.21,0.0,0.1,2,3.0,2.0,5.5,0,1,0.25,4.8,0.61,55.6,5.0,6.0,4.8,2.27,0,2.0,Luton,True,Chelsea,,-0.25
Andros Townsend,Luton,Chelsea,2023-12-30,True,61,0.0,0.0,0.0,0.12,2,0.0,1.0,2.3,0,1,0.24,5.0,0.61,56.09,5.0,6.0,4.8,2.27,0,2.0,Luton,False,Burnley,,0.0
Andros Townsend,Luton,Burnley,2024-01-12,False,63,0.0,0.0,0.0,0.05,2,0.0,1.0,2.9,0,1,0.22,4.4,0.4,56.67,5.0,6.0,4.8,2.27,0,1.0,Luton,True,Brighton,,-0.66
Andros Townsend,Luton,Brighton,2024-01-30,True,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0.17,3.6,0.2,54.0,5.0,6.0,4.8,2.27,0,0.0,Luton,False,Newcastle United,,-0.41
Andros Townsend,Luton,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.14,1.4,0.04,50.14,5.0,6.0,4.8,2.27,0,1.0,Luton,True,Sheffield,,0.68
Andros Townsend,Luton,Sheffield,2024-02-10,True,22,0.0,0.02,0.0,0.0,1,1.0,0.0,2.7,0,0,0.12,1.2,0.0,48.27,5.0,6.0,4.8,2.27,0,0.0,Luton,True,Manchester United,,0.38
Andros Townsend,Luton,Manchester United,2024-02-18,True,22,0.0,0.02,0.0,0.05,0,1.0,2.0,3.0,0,0,0.12,0.8,0.01,46.62,5.0,6.0,4.8,2.27,0,1.0,Luton,False,Liverpool,,-1.01
Andros Townsend,Luton,Liverpool,2024-02-21,False,32,0.0,0.11,0.0,0.0,1,3.0,0.0,1.0,0,0,0.12,0.6,0.03,45.76,5.0,6.0,4.8,2.27,0,1.0,Luton,True,Aston Villa,,0.64
Andros Townsend,Luton,Aston Villa,2024-03-02,True,52,0.0,0.05,0.0,0.0,1,1.0,0.0,0.2,0,1,0.08,0.6,0.04,46.11,5.0,6.0,4.8,2.27,0,4.0,Luton,False,Crystal Palace,,0.38
Andros Townsend,Luton,Crystal Palace,2024-03-09,False,3,0.0,0.0,1.0,0.07,4,0.0,1.0,3.3,0,0,0.09,1.4,0.24,43.84,5.0,6.0,4.8,2.27,0,1.0,Luton,False,Bournemouth,,0.19
Andros Townsend,Luton,Bournemouth,2024-03-13,False,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0.09,1.4,0.24,41.75,5.0,6.0,4.8,2.27,0,1.0,Luton,True,Nottingham Forest,,1.55
Andros Townsend,Luton,Nottingham Forest,2024-03-16,True,30,0.0,0.04,0.0,0.0,1,1.0,0.0,2.5,0,0,0.13,1.6,0.24,41.19,5.0,6.0,4.8,2.27,0,2.0,Luton,False,Tottenham,,-0.36
Andros Townsend,Luton,Tottenham,2024-03-30,False,90,0.0,0.03,0.0,0.06,2,1.0,1.0,3.5,0,1,0.08,1.8,0.23,43.41,5.0,6.0,4.8,2.27,0,2.0,Luton,False,Arsenal,,-0.48
Andros Townsend,Luton,Arsenal,2024-04-03,False,80,0.0,0.0,0.0,0.03,2,0.0,1.0,2.9,0,1,0.08,2.0,0.22,45.0,5.0,6.0,4.8,2.27,0,2.0,Luton,True,Bournemouth,,1.22
Andros Townsend,Luton,Bournemouth,2024-04-06,True,61,0.0,0.0,0.0,0.09,2,0.0,3.0,5.0,0,1,0.07,1.6,0.02,45.67,5.0,6.0,4.8,2.27,0,1.0,Luton,False,Manchester City,,-1.32
Andros Townsend,Luton,Manchester City,2024-04-13,False,58,0.0,0.0,0.0,0.0,1,0.0,0.0,1.1,0,1,0.07,1.6,0.02,46.16,5.0,6.0,4.8,2.27,0,1.0,Luton,True,Brentford,,0.79
