name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,goal_stat,assist_stat,goals_3g_avg,goals_5g_avg,goals_ema,goals_momentum_3g,goals_momentum_5g,assists_3g_avg,assists_5g_avg,assists_ema,assists_momentum_3g,assists_momentum_5g,form_3g_avg,form_5g_avg,form_ema,form_momentum_3g,form_momentum_5g,xG_3g_avg,xG_5g_avg,xG_ema,xG_momentum_3g,xG_momentum_5g,xA_3g_avg,xA_5g_avg,xA_ema,xA_momentum_3g,xA_momentum_5g,ict_index_3g_avg,ict_index_5g_avg,ict_index_ema,ict_index_momentum_3g,ict_index_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,shots_3g_avg,shots_5g_avg,shots_ema,shots_momentum_3g,shots_momentum_5g,next_week_specific_fixture_difficulty_3g_avg,next_week_specific_fixture_difficulty_5g_avg,next_week_specific_fixture_difficulty_ema,next_week_specific_fixture_difficulty_momentum_3g,next_week_specific_fixture_difficulty_momentum_5g,next_week_holistic_fixture_difficulty_3g_avg,next_week_holistic_fixture_difficulty_5g_avg,next_week_holistic_fixture_difficulty_ema,next_week_holistic_fixture_difficulty_momentum_3g,next_week_holistic_fixture_difficulty_momentum_5g,goals_ict_index_3g,goals_ict_index_5g,form_difficulty_3g,form_consistency,goal_contribution,assist_contribution,points_per_minute_delta,goals_per_90,assists_per_90,xG_per_90,xA_per_90,ict_index_per_90
Youssef Ramalho Chermiti,Everton,Brighton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,1528.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.08,0.0,Everton,False,Tottenham,,-0.3,0.0,0.0,,0.61,0.43,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,-0.3,-0.3,-0.3,0.0,0.0,0.0,0.0,,,,,-0.08,0.0,0.0,0.0,0.0,0.0
Youssef Ramalho Chermiti,Everton,Tottenham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.08,0.0,Everton,True,Bournemouth,,0.84,0.0,0.0,,0.61,0.43,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.27,0.27,0.07999999999999996,0.57,0.57,0.0,0.0,,0.0,,,-0.08,0.0,0.0,0.0,0.0,0.0
Youssef Ramalho Chermiti,Everton,Bournemouth,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,1182.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.08,0.0,Everton,False,Aston Villa,,0.11,0.0,0.0,,0.61,0.43,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.21666666666666665,0.21666666666666665,0.08999999999999998,-0.10666666666666665,-0.10666666666666665,0.0,0.0,,0.0,,,-0.08,0.0,0.0,0.0,0.0,0.0
Youssef Ramalho Chermiti,Everton,Aston Villa,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.08,0.0,Everton,False,Leicester City,,-0.22,0.0,0.0,,0.61,0.43,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.24333333333333332,0.10749999999999998,-0.013333333333333336,-0.4633333333333333,-0.3275,0.0,0.0,,0.0,,,-0.08,0.0,0.0,0.0,0.0,0.0
Youssef Ramalho Chermiti,Everton,Leicester City,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,1097.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.08,0.0,Everton,True,Crystal Palace,,0.88,0.0,0.0,,0.61,0.43,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.25666666666666665,0.262,0.28444444444444444,0.6233333333333333,0.618,0.0,0.0,,0.0,,,-0.08,0.0,0.0,0.0,0.0,0.0
Youssef Ramalho Chermiti,Everton,Crystal Palace,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.08,0.0,Everton,True,Newcastle United,,0.67,0.0,0.0,,0.61,0.43,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.44333333333333336,0.45600000000000007,0.412962962962963,0.22666666666666668,0.21399999999999997,0.0,0.0,,0.0,,,-0.08,0.0,0.0,0.0,0.0,0.0
Youssef Ramalho Chermiti,Everton,Newcastle United,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.08,0.0,Everton,False,Ipswich Town,,,0.0,0.0,,0.61,0.43,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.5166666666666666,0.288,0.412962962962963,,,0.0,0.0,,0.0,,,-0.08,0.0,0.0,0.0,0.0,0.0
Youssef Ramalho Chermiti,Everton,Ipswich Town,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,1306.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.08,0.0,Everton,True,Fulham,,0.27,0.0,0.0,,0.61,0.43,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.3133333333333333,0.31999999999999995,0.3516931216931216,-0.04333333333333328,-0.04999999999999993,0.0,0.0,,0.0,,,-0.08,0.0,0.0,0.0,0.0,0.0
Youssef Ramalho Chermiti,Everton,Fulham,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,1236.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.08,0.0,Everton,False,Southampton,,-0.31,0.0,0.0,,0.61,0.43,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,-0.013333333333333364,0.30199999999999994,0.13112874779541445,-0.29666666666666663,-0.6119999999999999,0.0,0.0,,0.0,,,-0.08,0.0,0.0,0.0,0.0,0.0
Youssef Ramalho Chermiti,Everton,Southampton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,1214.0,0.0,0.0,0.0,0.0,0.0,0.61,0.43,0.08,0.0,Everton,False,West Ham,,-0.34,0.0,0.0,,0.61,0.43,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,-0.1266666666666667,0.05799999999999998,-0.025914168136390373,-0.21333333333333332,-0.398,0.0,0.0,,0.0,,,-0.08,0.0,0.0,0.0,0.0,0.0
