name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,goal_stat,assist_stat,goals_3g_avg,goals_5g_avg,goals_ema,goals_momentum_3g,goals_momentum_5g,assists_3g_avg,assists_5g_avg,assists_ema,assists_momentum_3g,assists_momentum_5g,form_3g_avg,form_5g_avg,form_ema,form_momentum_3g,form_momentum_5g,xG_3g_avg,xG_5g_avg,xG_ema,xG_momentum_3g,xG_momentum_5g,xA_3g_avg,xA_5g_avg,xA_ema,xA_momentum_3g,xA_momentum_5g,ict_index_3g_avg,ict_index_5g_avg,ict_index_ema,ict_index_momentum_3g,ict_index_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,shots_3g_avg,shots_5g_avg,shots_ema,shots_momentum_3g,shots_momentum_5g,next_week_specific_fixture_difficulty_3g_avg,next_week_specific_fixture_difficulty_5g_avg,next_week_specific_fixture_difficulty_ema,next_week_specific_fixture_difficulty_momentum_3g,next_week_specific_fixture_difficulty_momentum_5g,next_week_holistic_fixture_difficulty_3g_avg,next_week_holistic_fixture_difficulty_5g_avg,next_week_holistic_fixture_difficulty_ema,next_week_holistic_fixture_difficulty_momentum_3g,next_week_holistic_fixture_difficulty_momentum_5g,goals_ict_index_3g,goals_ict_index_5g,form_difficulty_3g,form_consistency,goal_contribution,assist_contribution,points_per_minute_delta,goals_per_90,assists_per_90,xG_per_90,xA_per_90,ict_index_per_90
Jean-Philippe Mateta,Crystal Palace,Brentford,2024-08-18,False,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,1.0,542468.0,1.0,0.0,45.0,16.0,5.0,12.26,3.52,0.07,2.0,Crystal Palace,True,West Ham,,0.48,45.0,45.0,,28.259999999999998,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.48,0.48,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,-0.04777777777777778,0.0,0.0,0.0,0.0,1.4
Jean-Philippe Mateta,Crystal Palace,West Ham,2024-08-24,True,90.0,0.0,0.32,0.0,0.26,2.0,1.0,2.0,3.8,0.0,1.0,593804.0,1.5,0.16,67.5,16.0,5.0,12.26,3.52,0.07,2.0,Crystal Palace,False,Chelsea,,-0.9,135.0,135.0,,28.259999999999998,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,1.1666666666666667,0.25,0.25,0.16,0.16,0.10666666666666666,0.16,0.16,0.13,0.13,0.08666666666666667,0.13,0.13,2.25,2.25,1.7333333333333334,1.5499999999999998,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.0,0.0,,,,-0.21000000000000002,-0.21000000000000002,0.020000000000000018,-0.69,-0.69,0.0,0.0,,0.3535533905932738,0.0,0.0,-0.04777777777777778,0.0,0.0,0.21333333333333335,0.17333333333333334,3.0
Jean-Philippe Mateta,Crystal Palace,Chelsea,2024-09-01,False,68.0,0.0,0.04,0.0,0.0,2.0,1.0,0.0,0.2,0.0,1.0,470610.0,1.67,0.12,67.67,16.0,5.0,12.26,3.52,0.07,13.0,Crystal Palace,True,Leicester City,,0.47,203.0,203.0,,28.259999999999998,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.39,1.3344444444444445,0.28,0.28,0.12,0.12,0.08444444444444445,-0.07999999999999999,-0.07999999999999999,0.08666666666666667,0.08666666666666667,0.05777777777777779,-0.08666666666666667,-0.08666666666666667,1.5666666666666667,1.5666666666666667,1.2222222222222223,-1.3666666666666667,-1.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.33333333333333337,0.33333333333333337,0.0,0.0,,,,0.016666666666666646,0.016666666666666646,0.16999999999999998,0.4533333333333333,0.4533333333333333,0.0,0.0,,0.34828149534535996,0.0,0.0,-0.040588235294117654,0.0,0.0,0.15960591133004925,0.11527093596059114,2.083743842364532
Jean-Philippe Mateta,Crystal Palace,Leicester City,2024-09-14,True,90.0,2.0,1.46,0.0,0.0,13.0,4.0,0.0,12.6,3.0,1.0,409392.0,4.5,0.45,73.25,16.0,5.0,12.26,3.52,0.07,1.0,Crystal Palace,True,Manchester United,,0.39,248.0,293.0,,28.259999999999998,8.52,0.6666666666666666,0.5,0.6666666666666666,1.3333333333333335,1.5,0.0,0.0,0.0,0.0,0.0,2.5566666666666666,2.1675,2.3896296296296295,1.9433333333333334,2.3325,0.6066666666666666,0.45499999999999996,0.542962962962963,0.8533333333333334,1.005,0.08666666666666667,0.065,0.03851851851851853,-0.08666666666666667,-0.065,5.533333333333334,4.325,5.014814814814814,7.0666666666666655,8.274999999999999,1.0,0.75,1.0,2.0,2.25,2.0,1.5,1.7037037037037037,2.0,2.5,0.0,0.0,,,,-0.013333333333333345,0.10999999999999999,0.24333333333333335,0.4033333333333334,0.28,3.688888888888889,2.1625,,1.580788305456068,0.14285714285714285,0.0,0.07444444444444442,0.6143344709897611,0.0,0.5590443686006825,0.07986348122866894,5.313993174061434
Jean-Philippe Mateta,Crystal Palace,Manchester United,2024-09-21,True,45.0,0.0,0.0,0.0,0.01,1.0,0.0,1.0,1.4,0.0,1.0,495230.0,3.8,0.36,67.6,16.0,5.0,12.26,3.52,0.07,2.0,Crystal Palace,False,Everton,,-0.39,203.0,338.0,,28.259999999999998,8.52,0.6666666666666666,0.4,0.4444444444444445,-0.6666666666666666,-0.4,0.0,0.0,0.0,0.0,0.0,3.323333333333333,2.4939999999999998,2.859753086419753,0.476666666666667,1.306,0.49999999999999994,0.364,0.36197530864197536,-0.49999999999999994,-0.364,0.0033333333333333335,0.054000000000000006,0.029012345679012355,0.006666666666666666,-0.044000000000000004,4.733333333333333,3.7399999999999998,3.8098765432098767,-3.3333333333333335,-2.34,1.0,0.6,0.6666666666666667,-1.0,-0.6,1.6666666666666667,1.2,1.1358024691358026,-1.6666666666666667,-1.2,0.0,0.0,,,,0.15666666666666665,0.009999999999999986,0.032222222222222235,-0.5466666666666666,-0.4,3.1555555555555554,1.496,,1.5515089429326536,0.0,0.0,-0.04777777777777778,0.5325443786982249,0.0,0.48461538461538456,0.07189349112426036,4.979289940828402
Jean-Philippe Mateta,Crystal Palace,Everton,2024-09-28,False,90.0,0.0,0.01,0.0,0.02,2.0,1.0,1.0,2.1,0.0,1.0,455375.0,4.0,0.36,71.33,16.0,5.0,12.26,3.52,0.07,1.0,Crystal Palace,True,Liverpool,,0.24,225.0,383.0,,28.259999999999998,8.52,0.6666666666666666,0.4,0.29629629629629634,-0.6666666666666666,-0.4,0.0,0.0,0.0,0.0,0.0,4.1000000000000005,3.094,3.239835390946502,-0.10000000000000053,0.9060000000000001,0.48999999999999994,0.366,0.24465020576131694,-0.4799999999999999,-0.356,0.01,0.05800000000000001,0.026008230452674905,0.01,-0.038000000000000006,5.366666666666667,4.0200000000000005,3.2399176954732516,-3.266666666666667,-1.9200000000000004,1.0,0.6,0.44444444444444453,-1.0,-0.6,1.6666666666666667,1.4,1.0905349794238686,-0.6666666666666667,-0.3999999999999999,0.0,0.0,,,,0.08,-0.03800000000000001,0.10148148148148148,0.15999999999999998,0.278,3.577777777777778,1.6080000000000003,,1.40220540578048,0.0,0.0,-0.04777777777777778,0.4205607476635514,0.0,0.3848130841121495,0.06098130841121496,4.373831775700934
Jean-Philippe Mateta,Crystal Palace,Liverpool,2024-10-05,True,30.0,0.0,0.0,0.0,0.21,1.0,0.0,3.0,4.0,0.0,0.0,386290.0,3.8,0.3,65.43,16.0,5.0,12.26,3.52,0.07,1.0,Crystal Palace,False,Nottingham Forest,,-0.54,165.0,323.0,,28.259999999999998,8.52,0.0,0.4,0.1975308641975309,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,3.8666666666666667,3.554,3.426556927297668,-0.06666666666666687,0.246,0.0033333333333332594,0.30199999999999994,0.16310013717421132,-0.0033333333333332594,-0.30199999999999994,0.08,0.048,0.08733882030178326,0.13,0.16199999999999998,2.5,4.06,3.493278463648835,1.5,-0.05999999999999961,0.0,0.6,0.2962962962962964,0.0,-0.6,0.3333333333333333,1.2,0.7270233196159125,-0.3333333333333333,-1.2,0.0,0.0,,,,-0.23,0.03399999999999999,-0.11234567901234567,-0.31000000000000005,-0.5740000000000001,0.0,1.6239999999999999,,1.0913661163880801,0.0,0.0,-0.036666666666666674,0.39301310043668125,0.0,0.35960698689956333,0.09825327510917031,4.8733624454148465
Jean-Philippe Mateta,Crystal Palace,Nottingham Forest,2024-10-21,False,24.0,0.0,0.1,0.0,0.0,1.0,2.0,0.0,2.8,0.0,0.0,358136.0,3.6,0.31,60.25,16.0,5.0,12.26,3.52,0.07,8.0,Crystal Palace,True,Tottenham,,0.74,144.0,279.0,,28.259999999999998,8.52,0.0,0.4,0.13168724279835395,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,3.9400000000000004,3.4843712848651123,-0.20000000000000018,-0.3400000000000003,0.03666666666666659,0.31399999999999995,0.1420667581161409,0.06333333333333341,-0.21399999999999994,0.07666666666666666,0.048,0.05822588020118885,-0.07666666666666666,-0.048,2.9666666666666663,4.58,3.2621856424325566,-0.16666666666666652,-1.7800000000000002,0.0,0.6,0.19753086419753094,0.0,-0.6,1.0,1.4,1.1513488797439417,1.0,0.6000000000000001,0.0,0.0,,,,0.14666666666666664,0.088,0.17176954732510286,0.5933333333333334,0.652,0.0,1.832,,0.34351128074635434,0.0,0.0,-0.028333333333333342,0.37344398340248963,0.0,0.3603734439834025,0.09336099585062241,5.153526970954357
Jean-Philippe Mateta,Crystal Palace,Tottenham,2024-10-27,True,90.0,1.0,0.46,0.0,0.0,8.0,1.0,0.0,5.6,3.0,1.0,318869.0,2.6,0.12,63.56,16.0,5.0,12.26,3.52,0.07,2.0,Crystal Palace,False,Wolverhampton,,-0.53,144.0,279.0,,28.259999999999998,8.52,0.3333333333333333,0.2,0.421124828532236,0.6666666666666667,0.8,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.56,3.189580856576742,-0.7333333333333334,-0.96,0.18666666666666662,0.11399999999999996,0.2480445054107606,0.27333333333333343,0.3460000000000001,0.06999999999999999,0.048,0.03881725346745924,-0.06999999999999999,-0.048,4.133333333333333,3.1799999999999997,4.041457094955038,1.4666666666666668,2.42,1.0,0.6,1.131687242798354,2.0,2.4,1.0,0.8,1.1008992531626278,0.0,0.19999999999999996,0.0,0.0,,,,-0.11000000000000003,-0.09600000000000002,-0.06215363511659808,-0.42,-0.434,1.3777777777777775,0.636,,0.5549774770204645,0.1111111111111111,0.0,0.018888888888888886,0.47202797202797203,0.0,0.37604895104895103,0.07867132867132867,5.223776223776223
Jean-Philippe Mateta,Crystal Palace,Wolverhampton,2024-11-02,False,90.0,0.0,0.49,0.0,0.13,2.0,4.0,2.0,4.7,0.0,1.0,337002.0,2.8,0.21,66.2,16.0,5.0,12.26,3.52,0.07,2.0,Crystal Palace,True,Fulham,,0.27,204.0,324.0,,28.259999999999998,8.52,0.3333333333333333,0.2,0.28074988568815734,-0.3333333333333333,-0.2,0.0,0.0,0.0,0.0,0.0,3.0,3.3599999999999994,3.0597205710511615,-0.20000000000000018,-0.5599999999999996,0.3499999999999999,0.21199999999999997,0.32869633694050704,0.14000000000000007,0.278,0.043333333333333335,0.072,0.0692115023116395,0.08666666666666667,0.05800000000000001,4.366666666666666,3.84,4.260971396636692,0.3333333333333339,0.8600000000000003,1.0,0.6,0.7544581618655694,-1.0,-0.6,2.3333333333333335,1.6,2.067266168775085,1.6666666666666665,2.4,0.0,0.0,,,,0.16,0.03599999999999999,0.048564243255601276,0.11000000000000001,0.23400000000000004,1.4555555555555553,0.768,,0.6228964600958976,0.0,0.0,-0.04777777777777778,0.40785498489425986,0.0,0.3915407854984894,0.08564954682779456,5.152567975830816
