name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,goal_stat,assist_stat,goals_3g_avg,goals_5g_avg,goals_ema,goals_momentum_3g,goals_momentum_5g,assists_3g_avg,assists_5g_avg,assists_ema,assists_momentum_3g,assists_momentum_5g,form_3g_avg,form_5g_avg,form_ema,form_momentum_3g,form_momentum_5g,xG_3g_avg,xG_5g_avg,xG_ema,xG_momentum_3g,xG_momentum_5g,xA_3g_avg,xA_5g_avg,xA_ema,xA_momentum_3g,xA_momentum_5g,ict_index_3g_avg,ict_index_5g_avg,ict_index_ema,ict_index_momentum_3g,ict_index_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,shots_3g_avg,shots_5g_avg,shots_ema,shots_momentum_3g,shots_momentum_5g,next_week_specific_fixture_difficulty_3g_avg,next_week_specific_fixture_difficulty_5g_avg,next_week_specific_fixture_difficulty_ema,next_week_specific_fixture_difficulty_momentum_3g,next_week_specific_fixture_difficulty_momentum_5g,next_week_holistic_fixture_difficulty_3g_avg,next_week_holistic_fixture_difficulty_5g_avg,next_week_holistic_fixture_difficulty_ema,next_week_holistic_fixture_difficulty_momentum_3g,next_week_holistic_fixture_difficulty_momentum_5g,goals_ict_index_3g,goals_ict_index_5g,form_difficulty_3g,form_consistency,goal_contribution,assist_contribution,points_per_minute_delta,goals_per_90,assists_per_90,xG_per_90,xA_per_90,ict_index_per_90
Rasmus Højlund,Man Utd,Fulham,,True,0,,,,,0,,,0.0,0,0,63276,0.0,0.0,0.0,10.0,2.0,9.34,1.78,0.05,0.0,Man Utd,False,Brighton,,-0.61,0.0,0.0,,19.34,3.7800000000000002,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,-0.61,-0.61,-0.61,0.0,0.0,0.0,0.0,,,,,-0.05,0.0,0.0,0.0,0.0,0.0
Rasmus Højlund,Man Utd,Brighton,,False,0,,,,,0,,,0.0,0,0,44364,0.0,0.0,0.0,10.0,2.0,9.34,1.78,0.05,0.0,Man Utd,True,Liverpool,,0.24,0.0,0.0,,19.34,3.7800000000000002,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,-0.185,-0.185,-0.32666666666666666,0.425,0.425,0.0,0.0,,0.0,,,-0.05,0.0,0.0,0.0,0.0,0.0
Rasmus Højlund,Man Utd,Liverpool,,True,0,,,,,0,,,0.0,0,0,37780,0.0,0.0,0.0,10.0,2.0,9.34,1.78,0.05,0.0,Man Utd,False,Southampton,,-0.31,0.0,0.0,,19.34,3.7800000000000002,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,-0.22666666666666666,-0.22666666666666666,-0.3211111111111111,-0.08333333333333334,-0.08333333333333334,0.0,0.0,,0.0,,,-0.05,0.0,0.0,0.0,0.0,0.0
Rasmus Højlund,Man Utd,Southampton,,False,0,,,,,0,,,0.0,0,0,35651,0.0,0.0,0.0,10.0,2.0,9.34,1.78,0.05,1.0,Man Utd,False,Crystal Palace,,0.2,0.0,0.0,,19.34,3.7800000000000002,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.043333333333333335,-0.12,-0.14740740740740743,0.15666666666666668,0.32,0.0,0.0,,0.0,,,-0.05,0.0,0.0,0.0,0.0,0.0
Rasmus Højlund,Man Utd,Crystal Palace,2024-09-21,False,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,35760,0.2,0.0,2.8,10.0,2.0,9.34,1.78,0.05,1.0,Man Utd,True,Tottenham,,0.74,14.0,14.0,,19.34,3.7800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.04,0.06666666666666667,0.13333333333333336,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1,0.16666666666666666,0.33333333333333337,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21,0.052000000000000005,0.148395061728395,0.53,0.688,0.0,0.0,,0.08944271909999159,0.0,0.0,0.021428571428571422,0.0,0.0,0.0,0.0,3.2142857142857144
Rasmus Højlund,Man Utd,Tottenham,2024-09-29,True,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,45291,0.4,0.0,5.17,10.0,2.0,9.34,1.78,0.05,2.0,Man Utd,False,Aston Villa,,0.11,31.0,31.0,,19.34,3.7800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000004,0.12000000000000002,0.17777777777777778,0.19999999999999998,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1,0.11111111111111112,-0.16666666666666666,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35000000000000003,0.196,0.13559670781893002,-0.24000000000000005,-0.08600000000000001,0.0,0.0,,0.17888543819998318,0.0,0.0,0.008823529411764702,0.0,0.0,0.0,0.0,1.4516129032258065
Rasmus Højlund,Man Utd,Aston Villa,2024-10-06,False,63,0.0,0.0,0.0,0.0,2,0.0,0.0,0.1,0,1,59357,0.8,0.0,13.43,10.0,2.0,9.34,1.78,0.05,8.0,Man Utd,True,Brentford,,0.54,94.0,94.0,,19.34,3.7800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46666666666666673,0.28,0.3851851851851852,0.3333333333333333,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.12,0.10740740740740742,-0.09999999999999998,-0.01999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4633333333333334,0.256,0.27039780521262,0.07666666666666666,0.28400000000000003,0.0,0.0,,0.3346640106136302,0.0,0.0,-0.01825396825396826,0.0,0.0,0.0,0.0,0.5744680851063829
Rasmus Højlund,Man Utd,Brentford,2024-10-19,True,73,1.0,0.35,0.0,0.03,8,2.0,1.0,7.7,2,1,79484,2.4,0.07,20.88,10.0,2.0,9.34,1.78,0.05,2.0,Man Utd,False,West Ham,,-0.34,153.0,167.0,,19.34,3.7800000000000002,0.3333333333333333,0.2,0.3333333333333333,0.6666666666666667,0.8,0.0,0.0,0.0,0.0,0.0,1.2,0.76,1.05679012345679,1.2,1.64,0.11666666666666665,0.06999999999999999,0.11666666666666665,0.23333333333333334,0.27999999999999997,0.01,0.006,0.009999999999999998,0.019999999999999997,0.024,2.6,1.6600000000000001,2.6382716049382715,5.1,6.04,0.6666666666666666,0.4,0.6666666666666666,1.3333333333333335,1.6,0.6666666666666666,0.4,0.6666666666666666,1.3333333333333335,1.6,0.0,0.0,,,,0.10333333333333333,0.25,0.0669318701417467,-0.44333333333333336,-0.5900000000000001,0.8666666666666667,0.3320000000000001,,0.9633275663033836,0.1111111111111111,0.0,0.0595890410958904,0.5389221556886228,0.0,0.18862275449101795,0.016167664670658683,4.473053892215569
Rasmus Højlund,Man Utd,West Ham,2024-10-27,False,90,0.0,0.55,0.0,0.02,2,2.0,1.0,5.5,0,1,120217,2.8,0.18,28.56,10.0,2.0,9.34,1.78,0.05,5.0,Man Utd,True,Chelsea,,0.0,226.0,257.0,,19.34,3.7800000000000002,0.3333333333333333,0.2,0.22222222222222224,-0.3333333333333333,-0.2,0.0,0.0,0.0,0.0,0.0,2.0,1.3199999999999998,1.6378600823045266,0.7999999999999998,1.48,0.3,0.18,0.2611111111111111,0.25000000000000006,0.37000000000000005,0.016666666666666666,0.01,0.013333333333333332,0.003333333333333334,0.01,4.433333333333334,2.7600000000000002,3.5921810699588477,1.0666666666666664,2.7399999999999998,0.6666666666666666,0.4,0.4444444444444445,-0.6666666666666666,-0.4,1.3333333333333333,0.8,1.1111111111111112,0.6666666666666667,1.2,0.0,0.0,,,,0.06666666666666667,0.20999999999999996,0.044621246761164475,-0.06666666666666667,-0.20999999999999996,1.4777777777777779,0.552,,1.1966620241321273,0.0,0.0,-0.02777777777777778,0.35019455252918286,0.0,0.3151750972762646,0.017509727626459144,4.832684824902723
Rasmus Højlund,Man Utd,Chelsea,2024-11-03,True,83,0.0,0.0,0.0,0.1,5,0.0,2.0,3.7,0,1,125418,3.6,0.18,34.0,10.0,2.0,9.34,1.78,0.05,2.0,Man Utd,True,Leicester City,,0.47,246.0,326.0,,19.34,3.7800000000000002,0.3333333333333333,0.2,0.14814814814814817,-0.3333333333333333,-0.2,0.0,0.0,0.0,0.0,0.0,2.933333333333333,2.0,2.291906721536351,0.666666666666667,1.6,0.3,0.18,0.1740740740740741,-0.3,-0.18,0.05000000000000001,0.030000000000000006,0.042222222222222223,0.049999999999999996,0.07,5.633333333333333,3.4,3.628120713305899,-1.9333333333333327,0.30000000000000027,0.6666666666666666,0.4,0.29629629629629634,-0.6666666666666666,-0.4,1.3333333333333333,0.8,0.7407407407407408,-1.3333333333333333,-0.8,0.0,0.0,,,,0.043333333333333314,0.156,0.18641416450744297,0.42666666666666664,0.31399999999999995,1.8777777777777775,0.68,,1.3564659966250536,0.0,0.0,0.010240963855421684,0.2647058823529412,0.0,0.23823529411764707,0.03970588235294118,4.632352941176471
