name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,goal_stat,assist_stat,goals_3g_avg,goals_5g_avg,goals_ema,goals_momentum_3g,goals_momentum_5g,assists_3g_avg,assists_5g_avg,assists_ema,assists_momentum_3g,assists_momentum_5g,form_3g_avg,form_5g_avg,form_ema,form_momentum_3g,form_momentum_5g,xG_3g_avg,xG_5g_avg,xG_ema,xG_momentum_3g,xG_momentum_5g,xA_3g_avg,xA_5g_avg,xA_ema,xA_momentum_3g,xA_momentum_5g,ict_index_3g_avg,ict_index_5g_avg,ict_index_ema,ict_index_momentum_3g,ict_index_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,shots_3g_avg,shots_5g_avg,shots_ema,shots_momentum_3g,shots_momentum_5g,next_week_specific_fixture_difficulty_3g_avg,next_week_specific_fixture_difficulty_5g_avg,next_week_specific_fixture_difficulty_ema,next_week_specific_fixture_difficulty_momentum_3g,next_week_specific_fixture_difficulty_momentum_5g,next_week_holistic_fixture_difficulty_3g_avg,next_week_holistic_fixture_difficulty_5g_avg,next_week_holistic_fixture_difficulty_ema,next_week_holistic_fixture_difficulty_momentum_3g,next_week_holistic_fixture_difficulty_momentum_5g,goals_ict_index_3g,goals_ict_index_5g,form_difficulty_3g,form_consistency,goal_contribution,assist_contribution,points_per_minute_delta,goals_per_90,assists_per_90,xG_per_90,xA_per_90,ict_index_per_90
Cody Gakpo,Liverpool,Ipswich Town,2024-08-17,False,11.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.8,0.0,0.0,367195.0,0.0,0.0,11.0,8.0,5.0,8.78,4.21,0.06,1.0,Liverpool,True,Brentford,,0.54,11.0,11.0,,16.78,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.54,0.54,0.54,0.0,0.0,0.0,0.0,,,0.0,0.0,-0.06,0.0,0.0,0.0,1.0636363636363637,6.545454545454546
Cody Gakpo,Liverpool,Brentford,2024-08-25,True,18.0,0.0,0.03,0.0,0.0,1.0,1.0,0.0,0.7,0.0,0.0,309876.0,0.5,0.02,14.5,8.0,5.0,8.78,4.21,0.06,1.0,Liverpool,False,Manchester United,,-0.41,29.0,29.0,,16.78,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.16666666666666666,0.25,0.25,0.015,0.015,0.009999999999999998,0.015,0.015,0.065,0.065,0.08666666666666668,-0.065,-0.065,0.75,0.75,0.7666666666666667,-0.050000000000000044,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.0,0.0,,,,0.06500000000000003,0.06500000000000003,0.22333333333333338,-0.475,-0.475,0.0,0.0,,0.3535533905932738,0.0,0.0,-0.004444444444444445,0.0,0.0,0.09310344827586206,0.40344827586206894,4.655172413793103
Cody Gakpo,Liverpool,Manchester United,2024-09-01,False,24.0,0.0,0.51,0.0,0.0,1.0,2.0,0.0,1.2,0.0,0.0,247819.0,0.67,0.18,17.67,8.0,5.0,8.78,4.21,0.06,1.0,Liverpool,True,Nottingham Forest,,1.2,53.0,53.0,,16.78,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38999999999999996,0.38999999999999996,0.33444444444444443,0.2800000000000001,0.2800000000000001,0.18000000000000002,0.18000000000000002,0.17666666666666664,0.32999999999999996,0.32999999999999996,0.043333333333333335,0.043333333333333335,0.057777777777777796,-0.043333333333333335,-0.043333333333333335,0.9,0.9,0.9111111111111112,0.29999999999999993,0.29999999999999993,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.0,0.0,,,,0.44333333333333336,0.44333333333333336,0.5488888888888889,0.7566666666666666,0.7566666666666666,0.0,0.0,,0.34828149534536,0.0,0.0,-0.018333333333333333,0.0,0.0,0.9169811320754717,0.22075471698113208,4.584905660377359
Cody Gakpo,Liverpool,Nottingham Forest,2024-09-14,True,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,207627.0,0.75,0.14,20.5,8.0,5.0,8.78,4.21,0.06,1.0,Liverpool,True,Bournemouth,,0.84,71.0,82.0,,16.78,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.48,0.472962962962963,0.10999999999999999,0.27,0.18000000000000002,0.135,0.11777777777777777,-0.18000000000000002,-0.135,0.0,0.0325,0.038518518518518535,0.0,-0.0325,0.7333333333333333,0.75,0.7074074074074075,-0.4333333333333333,-0.45,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5925925925925927,-1.0,-0.75,0.0,0.0,,,,0.5433333333333333,0.5425,0.6459259259259259,0.29666666666666663,0.2975,0.0,0.0,,0.33655113529249414,0.0,0.0,-0.025517241379310343,0.0,0.0,0.5926829268292684,0.1426829268292683,3.2926829268292686
Cody Gakpo,Liverpool,Bournemouth,2024-09-21,True,18.0,0.0,0.08,0.0,0.54,1.0,1.0,3.0,4.4,0.0,0.0,203266.0,0.8,0.12,20.0,8.0,5.0,8.78,4.21,0.06,1.0,Liverpool,False,Wolverhampton,,-0.53,71.0,100.0,,16.78,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7400000000000001,0.544,0.5819753086419753,0.05999999999999994,0.256,0.19666666666666666,0.124,0.10518518518518519,-0.11666666666666665,-0.044,0.18000000000000002,0.134,0.205679012345679,0.36,0.406,1.9666666666666668,1.48,1.9382716049382718,2.4333333333333336,2.9200000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.7283950617283952,0.0,0.19999999999999996,0.0,0.0,,,,0.5033333333333334,0.328,0.25395061728395063,-1.0333333333333334,-0.8580000000000001,0.0,0.0,,0.3246998614105033,0.0,0.0,-0.004444444444444445,0.0,0.0,0.5579999999999999,0.603,6.66
Cody Gakpo,Liverpool,Wolverhampton,2024-09-28,False,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,188387.0,1.0,0.12,19.5,8.0,5.0,8.78,4.21,0.06,4.0,Liverpool,False,Crystal Palace,,0.2,64.0,106.0,,16.78,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,0.744,0.7213168724279836,0.1499999999999999,0.256,0.02666666666666667,0.124,0.07012345679012347,-0.02666666666666667,-0.124,0.18000000000000002,0.10800000000000001,0.13711934156378602,-0.18000000000000002,-0.10800000000000001,1.7666666666666666,1.44,1.492181069958848,-1.1666666666666665,-0.84,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,0.48559670781893016,-0.3333333333333333,-0.8,0.0,0.0,,,,0.17,0.26,0.23596707818930046,0.03,-0.06,0.0,0.0,,0.1828387267512001,0.0,0.0,-0.0011764705882352927,0.0,0.0,0.4769230769230769,0.5153846153846154,6.153846153846153
Cody Gakpo,Liverpool,Crystal Palace,2024-10-05,False,90.0,0.0,0.08,1.0,0.63,4.0,2.0,5.0,10.4,0.0,1.0,184193.0,1.6,0.33,29.57,8.0,5.0,8.78,4.21,0.06,2.0,Liverpool,True,Chelsea,,0.0,125.0,178.0,,16.78,9.21,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.3333333333333333,0.6666666666666667,0.8,1.1333333333333335,0.9640000000000001,1.0142112482853225,0.46666666666666656,0.636,0.05333333333333334,0.134,0.07341563786008232,0.026666666666666665,-0.054000000000000006,0.38999999999999996,0.23399999999999999,0.30141289437585733,0.24000000000000005,0.396,5.133333333333334,3.38,4.461454046639233,5.266666666666667,7.0200000000000005,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9903978052126201,1.0,1.0,0.0,0.0,,,,-0.11,0.34199999999999997,0.15731138545953366,0.11,-0.34199999999999997,0.0,0.0,,0.3758058009131845,0.0,0.2,-0.015555555555555552,0.0,0.4347826086956522,0.3043478260869566,0.5652173913043479,8.0
Cody Gakpo,Liverpool,Chelsea,2024-10-20,True,65.0,0.0,0.05,0.0,0.15,2.0,1.0,1.0,2.2,0.0,1.0,187727.0,1.8,0.24,34.0,8.0,5.0,8.78,4.21,0.06,1.0,Liverpool,False,Arsenal,,-0.56,172.0,219.0,,16.78,9.21,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.22222222222222224,-0.3333333333333333,-0.2,1.4666666666666668,1.19,1.276140832190215,0.33333333333333326,0.6100000000000001,0.043333333333333335,0.042,0.06561042524005488,0.006666666666666668,0.008,0.26,0.264,0.25094192958390493,-0.11000000000000001,-0.11400000000000002,4.3999999999999995,3.5800000000000005,3.707636031092822,-2.1999999999999993,-1.3800000000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.9935985368084135,0.0,0.19999999999999996,0.0,0.0,,,,-0.12000000000000001,-0.010000000000000009,-0.08179240969364422,-0.44000000000000006,-0.55,0.0,0.0,,0.4801041553663123,0.0,0.0,-0.029230769230769227,0.0,0.33088235294117646,0.24816176470588236,0.4797794117647059,6.8161764705882355
Cody Gakpo,Liverpool,Arsenal,2024-10-27,False,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,186802.0,1.8,0.24,33.22,8.0,5.0,8.78,4.21,0.06,9.0,Liverpool,True,Brighton,,-0.42,182.0,217.0,,16.78,9.21,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.14814814814814817,-0.3333333333333333,-0.2,1.7333333333333334,1.4,1.4507605547934768,0.06666666666666665,0.40000000000000013,0.043333333333333335,0.042,0.043740283493369926,-0.043333333333333335,-0.042,0.26,0.264,0.16729461972260332,-0.26,-0.264,4.333333333333333,3.6,2.605090687395215,-3.933333333333333,-3.2,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.6623990245389424,-1.0,-0.8,0.0,0.0,,,,-0.32666666666666666,-0.262,-0.19452827312909615,-0.09333333333333332,-0.15799999999999997,0.0,0.0,,0.4690415759823432,0.0,0.0,-0.022962962962962963,0.0,0.3010033444816053,0.225752508361204,0.43645484949832775,6.321070234113712
Cody Gakpo,Liverpool,Brighton,2024-11-02,True,90.0,1.0,0.11,0.0,0.06,9.0,3.0,1.0,7.4,3.0,1.0,195124.0,3.4,0.25,38.9,8.0,5.0,8.78,4.21,0.06,1.0,Liverpool,True,Aston Villa,,0.66,182.0,289.0,,16.78,9.21,0.3333333333333333,0.2,0.3333333333333333,0.6666666666666667,0.8,0.0,0.2,0.09876543209876545,0.0,-0.2,2.3333333333333335,1.9200000000000004,2.1005070365289846,1.0666666666666664,1.4799999999999995,0.05333333333333334,0.048,0.06582685566224662,0.056666666666666664,0.062,0.06999999999999999,0.16799999999999998,0.13152974648173554,-0.009999999999999995,-0.10799999999999998,3.3333333333333335,4.2,4.2033937915968105,4.066666666666666,3.2,1.0,0.6,1.0,2.0,2.4,1.3333333333333333,1.2,1.4415993496926283,1.6666666666666667,1.8,0.0,0.0,,,,-0.10666666666666669,-0.023999999999999976,0.09031448458060254,0.7666666666666667,0.684,1.1111111111111112,0.8400000000000001,,0.8899438184514797,0.1,0.0,0.04000000000000001,0.23136246786632392,0.23136246786632392,0.1989717223650386,0.3493573264781491,6.5706940874035995
