name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Lukasz Fabianski,West Ham,Manchester City,2022-08-07,True,28,0,0.0,0,0,1,0,0,0.0,0,1.0,0,28.0,0.0,0.0,0.22,114,0,3.0,West Ham,False,Nottingham Forest,,
Lukasz Fabianski,West Ham,Nottingham Forest,2022-08-14,False,90,1,0.0,5,0,3,0,0,0.0,0,2.0,0,59.0,0.0,2.5,0.22,114,0,1.0,West Ham,True,Brighton,-0.14,-0.71
Lukasz Fabianski,West Ham,Brighton,2022-08-21,True,90,2,0.0,0,0,1,0,0,0.0,0,1.67,0,69.33,0.0,1.67,0.22,114,0,8.0,West Ham,False,Aston Villa,-3.76,0.59
Lukasz Fabianski,West Ham,Aston Villa,2022-08-28,False,90,0,0.0,3,0,8,1,1,0.0,0,3.25,0,74.5,0.25,2.0,0.22,114,0,4.0,West Ham,True,Tottenham,-2.12,1.07
Lukasz Fabianski,West Ham,Tottenham,2022-08-31,True,90,1,0.0,4,0,4,1,0,0.0,0,3.4,0,77.6,0.2,2.4,0.22,114,0,1.0,West Ham,False,Chelsea,2.29,-0.72
Lukasz Fabianski,West Ham,Chelsea,2022-09-03,False,90,2,0.0,1,0,1,0,0,0.0,0,3.4,0,79.67,0.17,2.17,0.22,114,0,2.0,West Ham,False,Everton,-1.23,-0.63
Lukasz Fabianski,West Ham,Everton,2022-09-18,False,90,1,0.0,1,0,2,0,0,0.0,0,3.2,0,81.14,0.14,2.0,0.22,114,0,7.0,West Ham,True,Wolverhampton,0.78,-0.48
Lukasz Fabianski,West Ham,Wolverhampton,2022-10-01,True,90,0,0.0,4,0,7,0,1,0.0,0,4.4,0,82.25,0.25,2.25,0.22,114,0,2.0,West Ham,True,Fulham,,-0.3
Lukasz Fabianski,West Ham,Fulham,2022-10-09,True,90,1,0.0,1,0,2,0,0,0.0,0,3.2,0,83.11,0.22,2.11,0.22,114,0,6.0,West Ham,False,Southampton,0.96,-1.07
Lukasz Fabianski,West Ham,Southampton,2022-10-16,False,90,1,0.0,7,0,6,2,0,0.0,0,3.6,0,83.8,0.2,2.6,0.22,114,0,4.0,West Ham,False,Liverpool,0.66,-1.33
Lukasz Fabianski,West Ham,Liverpool,2022-10-19,False,90,1,0.0,6,0,4,0,0,0.0,0,4.2,0,84.36,0.18,2.91,0.22,114,0,8.0,West Ham,True,Bournemouth,,1.46
Lukasz Fabianski,West Ham,Bournemouth,2022-10-24,True,90,0,0.0,3,0,8,1,1,0.0,0,5.4,0,84.83,0.25,2.92,0.22,114,0,1.0,West Ham,False,Manchester United,2.8,-0.1
Lukasz Fabianski,West Ham,Manchester United,2022-10-30,False,45,1,0.0,2,0,1,0,0,0.0,0,4.2,0,81.77,0.23,2.85,0.22,114,0,2.0,West Ham,True,Crystal Palace,2.25,0.81
Lukasz Fabianski,West Ham,Crystal Palace,2022-11-06,True,90,2,0.0,5,0,2,0,0,0.0,0,4.2,0,82.36,0.21,3.0,0.22,114,0,9.0,West Ham,True,Leeds United,-5.24,-0.79
Lukasz Fabianski,West Ham,Leeds United,2022-11-12,True,90,2,1.78,4,1,9,2,0,0.0,1,4.8,0,82.87,0.2,3.07,0.22,114,0,1.0,West Ham,False,Arsenal,4.81,-0.0
Lukasz Fabianski,West Ham,Arsenal,2022-12-26,False,90,3,2.1,2,0,1,0,0,0.0,1,4.2,0,83.31,0.19,3.0,0.22,114,0,2.0,West Ham,True,Brentford,3.83,0.69
Lukasz Fabianski,West Ham,Brentford,2022-12-30,True,90,2,1.63,4,0,2,0,0,0.0,1,3.0,0,83.71,0.18,3.06,0.22,114,0,2.0,West Ham,False,Leicester City,-1.82,-0.05
Lukasz Fabianski,West Ham,Leicester City,2023-01-04,False,90,2,1.48,3,0,2,0,0,0.0,1,3.2,0,84.06,0.17,3.06,0.22,114,0,3.0,West Ham,False,Wolverhampton,4.02,-0.46
Lukasz Fabianski,West Ham,Wolverhampton,2023-01-14,False,90,1,0.84,3,0,3,0,0,0.0,1,3.4,0,84.37,0.16,3.05,0.22,114,0,6.0,West Ham,True,Everton,-1.75,0.34
Lukasz Fabianski,West Ham,Everton,2023-01-21,True,90,0,0.67,2,0,6,0,1,0.0,1,2.8,0,84.65,0.2,3.0,0.22,114,0,2.0,West Ham,False,Newcastle United,-0.75,-0.34
Lukasz Fabianski,West Ham,Newcastle United,2023-02-04,False,90,1,0.82,1,0,2,0,0,0.0,1,3.0,0,84.9,0.19,2.9,0.22,114,0,3.0,West Ham,True,Chelsea,-1.67,-0.25
Lukasz Fabianski,West Ham,Chelsea,2023-02-11,True,90,1,1.15,3,0,3,0,0,0.0,1,3.2,0,85.14,0.18,2.91,0.22,114,0,2.0,West Ham,False,Tottenham,,-0.03
Lukasz Fabianski,West Ham,Tottenham,2023-02-19,False,90,2,1.48,4,0,2,0,0,0.0,1,3.2,0,85.35,0.17,2.96,0.22,114,0,6.0,West Ham,True,Nottingham Forest,,
Lukasz Fabianski,West Ham,Nottingham Forest,2023-02-25,True,68,0,0.23,2,0,6,0,1,0.0,1,3.8,0,84.62,0.21,2.92,0.22,114,0,0.0,West Ham,False,Brighton,,-0.39
Lukasz Fabianski,West Ham,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,2.6,0,81.24,0.21,2.92,0.22,114,0,0.0,West Ham,True,Aston Villa,,0.55
Lukasz Fabianski,West Ham,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,2.2,0,78.12,0.21,2.92,0.22,114,0,8.0,West Ham,True,Southampton,3.84,-0.38
Lukasz Fabianski,West Ham,Southampton,2023-04-02,True,90,0,0.39,3,0,8,1,1,0.0,1,3.2,0,78.56,0.24,2.92,0.22,114,0,0.0,West Ham,True,Newcastle United,,0.73
Lukasz Fabianski,West Ham,Newcastle United,2023-04-05,True,90,5,3.12,2,0,0,0,0,0.0,1,2.8,0,78.96,0.23,2.88,0.22,114,0,8.0,West Ham,False,Fulham,,1.37
Lukasz Fabianski,West Ham,Fulham,2023-04-08,False,90,0,0.68,3,0,8,1,1,0.0,1,3.2,0,79.34,0.26,2.89,0.22,114,0,2.0,West Ham,True,Arsenal,,0.36
Lukasz Fabianski,West Ham,Arsenal,2023-04-16,True,90,2,2.82,3,0,2,0,0,0.0,1,3.6,0,79.7,0.25,2.89,0.22,114,0,6.0,West Ham,False,Bournemouth,,0.19
