name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points
Alisson Ramses Becker,Liverpool,Fulham,2022-08-06,False,90,2,0.0,1,0,1,0,0,0.0,0,1.0,0,90.0,0.0,1.0,0.56,75,0,2.0
Alisson Ramses Becker,Liverpool,Crystal Palace,2022-08-15,True,90,1,0.0,2,0,2,0,0,0.0,0,1.5,0,90.0,0.0,1.5,0.56,75,0,1.0
Alisson Ramses Becker,Liverpool,Manchester United,2022-08-22,False,90,2,0.0,2,0,1,0,0,0.0,0,1.33,0,90.0,0.0,1.67,0.56,75,0,6.0
Alisson Ramses Becker,Liverpool,Bournemouth,2022-08-27,True,90,0,0.0,2,0,6,0,1,0.0,0,2.5,0,90.0,0.25,1.75,0.56,75,0,2.0
Alisson Ramses Becker,Liverpool,Newcastle United,2022-08-31,True,90,1,0.0,1,0,2,0,0,0.0,0,2.4,0,90.0,0.2,1.6,0.56,75,0,8.0
Alisson Ramses Becker,Liverpool,Everton,2022-09-03,False,90,0,0.0,4,0,8,1,1,0.0,0,3.8,0,90.0,0.33,2.0,0.56,75,0,2.0
Alisson Ramses Becker,Liverpool,Brighton,2022-10-01,True,90,3,0.0,3,0,2,0,0,0.0,0,3.8,0,90.0,0.29,2.14,0.56,75,0,2.0
Alisson Ramses Becker,Liverpool,Arsenal,2022-10-09,False,90,3,0.0,4,0,2,0,0,0.0,0,4.0,0,90.0,0.25,2.38,0.56,75,0,14.0
Alisson Ramses Becker,Liverpool,Manchester City,2022-10-16,True,90,0,0.0,6,0,14,3,1,0.17,0,5.6,0,90.0,0.33,2.78,0.56,75,0,15.0
Alisson Ramses Becker,Liverpool,West Ham,2022-10-19,True,90,0,0.0,3,1,15,3,1,0.0,0,8.2,0,90.0,0.4,2.8,0.56,75,0,4.0
Alisson Ramses Becker,Liverpool,Nottingham Forest,2022-10-22,False,90,1,0.0,6,0,4,0,0,0.0,0,7.4,0,90.0,0.36,3.09,0.56,75,0,2.0
Alisson Ramses Becker,Liverpool,Leicester City,2022-10-29,True,90,2,0.0,4,0,2,0,0,0.0,0,7.4,0,90.0,0.33,3.17,0.56,75,0,3.0
Alisson Ramses Becker,Liverpool,Tottenham,2022-11-06,False,90,1,0.0,4,0,3,0,0,0.0,0,7.6,0,90.0,0.31,3.23,0.56,75,0,3.0
Alisson Ramses Becker,Liverpool,Southampton,2022-11-12,True,90,1,1.05,4,0,3,0,0,0.0,1,5.4,0,90.0,0.29,3.29,0.56,75,0,3.0
Alisson Ramses Becker,Liverpool,Aston Villa,2022-12-26,False,90,1,1.3,5,0,3,0,0,0.0,1,3.0,0,90.0,0.27,3.4,0.56,75,0,2.0
Alisson Ramses Becker,Liverpool,Leeds United,2022-12-30,True,90,1,0.99,1,0,2,0,0,0.0,1,2.6,0,90.0,0.25,3.25,0.56,75,0,2.0
Alisson Ramses Becker,Liverpool,Brentford,2023-01-02,False,90,3,1.97,5,0,2,0,0,0.0,1,2.6,0,90.0,0.24,3.35,0.56,75,0,2.0
Alisson Ramses Becker,Liverpool,Brighton,2023-01-14,False,90,3,2.24,5,0,2,0,0,0.0,1,2.4,0,90.0,0.22,3.44,0.56,75,0,9.0
Alisson Ramses Becker,Liverpool,Chelsea,2023-01-21,True,90,0,1.59,2,0,9,3,1,0.0,1,3.6,0,90.0,0.26,3.37,0.56,75,0,2.0
Alisson Ramses Becker,Liverpool,Wolverhampton,2023-02-04,False,90,3,2.09,3,0,2,0,0,0.0,1,3.4,0,90.0,0.25,3.35,0.56,75,0,6.0
Alisson Ramses Becker,Liverpool,Everton,2023-02-13,True,90,0,0.28,1,0,6,0,1,0.0,1,4.2,0,90.0,0.29,3.24,0.56,75,0,7.0
Alisson Ramses Becker,Liverpool,Newcastle United,2023-02-18,False,90,0,2.05,4,0,7,0,1,0.0,1,5.2,0,90.0,0.32,3.27,0.56,75,0,6.0
