name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Fraser Forster,Spurs,Southampton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Spurs,False,Brighton,-2.68,-0.39
Fraser Forster,Spurs,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Spurs,True,Everton,-5.21,0.34
Fraser Forster,Spurs,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Spurs,False,Manchester United,4.8,-0.1
Fraser Forster,Spurs,Manchester United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Spurs,True,Newcastle United,-3.79,0.73
Fraser Forster,Spurs,Newcastle United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Spurs,False,Bournemouth,,0.19
Fraser Forster,Spurs,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Spurs,True,Liverpool,0.32,-0.53
Fraser Forster,Spurs,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Spurs,True,Leicester City,-0.2,0.83
Fraser Forster,Spurs,Leicester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,2,Spurs,False,Brentford,1.4,-0.55
Fraser Forster,Spurs,Brentford,2022-12-26,False,90,2,2.15,3,0,2,0,False,0.0,True,0.0,0.0,0.33,0,0,0,0,0,Spurs,True,Aston Villa,-0.44,0.55
Fraser Forster,Spurs,Aston Villa,,True,0,0,0.0,0,0,0,0,False,,False,0.4,0.0,0.3,0,0,0,0,0,Spurs,False,Crystal Palace,7.24,0.13
Fraser Forster,Spurs,Crystal Palace,,False,0,0,0.0,0,0,0,0,False,,False,0.4,0.0,0.27,0,0,0,0,0,Spurs,False,Chelsea,3.74,-0.72
Fraser Forster,Spurs,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,0.4,0.0,0.25,0,0,0,0,0,Spurs,True,Arsenal,-2.81,0.36
Fraser Forster,Spurs,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.4,0.0,0.23,0,0,0,0,0,Spurs,False,Manchester City,-2.29,-1.26
Fraser Forster,Spurs,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.4,0.0,0.21,0,0,0,0,0,Spurs,False,Fulham,,1.37
Fraser Forster,Spurs,Fulham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.2,0,0,0,0,0,Spurs,True,Manchester City,-0.19,-1.17
Fraser Forster,Spurs,Manchester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.19,0,0,0,0,0,Spurs,False,Leeds United,1.08,-0.8
Fraser Forster,Spurs,Leeds United,2023-02-11,False,90,4,1.54,2,0,0,0,False,0.0,True,0.0,0.0,0.29,0,0,0,0,6,Spurs,True,West Ham,-1.58,0.63
Fraser Forster,Spurs,West Ham,2023-02-19,True,90,0,0.48,1,0,6,0,True,0.0,True,0.0,0.33,0.33,0,0,0,0,6,Spurs,True,Chelsea,5.76,-0.25
Fraser Forster,Spurs,Chelsea,2023-02-26,True,90,0,0.41,2,0,6,0,True,0.0,True,1.2,0.5,0.42,0,0,0,0,3,Spurs,False,Wolverhampton,-1.1,-0.46
Fraser Forster,Spurs,Wolverhampton,2023-03-04,False,90,1,0.44,4,0,3,0,False,0.0,True,2.4,0.4,0.6,0,0,0,0,9,Spurs,True,Nottingham Forest,,
Fraser Forster,Spurs,Nottingham Forest,2023-03-11,True,90,1,1.57,4,1,9,1,False,0.0,True,3.0,0.33,0.76,0,0,0,0,2,Spurs,False,Southampton,-0.01,-1.07
Fraser Forster,Spurs,Southampton,2023-03-18,False,90,3,2.4,4,0,2,0,False,0.0,True,4.8,0.29,0.91,0,0,0,0,0,Spurs,False,Everton,-0.37,-0.63
Fraser Forster,Spurs,Everton,,False,0,0,0.0,0,0,0,0,False,,False,5.2,0.29,0.87,0,0,0,0,0,Spurs,True,Wolverhampton,-0.85,-0.48
Fraser Forster,Spurs,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,4.0,0.29,0.83,0,0,0,0,0,Spurs,True,Brighton,,-0.71
Fraser Forster,Spurs,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,2.8,0.29,0.8,0,0,0,0,0,Spurs,True,Bournemouth,,1.46
Fraser Forster,Spurs,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,2.2,0.29,0.77,0,0,0,0,1,Spurs,False,Newcastle United,0.79,-0.34
Fraser Forster,Spurs,Newcastle United,2023-04-23,False,45,1,1.42,1,0,1,0,False,0.0,False,0.4,0.29,0.78,0,0,0,0,2,Spurs,True,Manchester United,5.3,0.38
Fraser Forster,Spurs,Manchester United,2023-04-27,True,90,2,2.13,5,0,2,0,False,0.0,True,0.2,0.25,0.93,0,0,0,0,0,Spurs,False,Liverpool,,-1.33
Fraser Forster,Spurs,Liverpool,2023-04-30,False,90,4,2.33,0,0,0,0,False,0.0,True,0.6,0.22,0.9,0,0,0,0,5,Spurs,True,Crystal Palace,-3.09,0.81
