name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points
Dean Henderson,Nott'm Forest,Newcastle United,2022-08-06,False,90,2,0.0,7,0,3,0,0,0.0,0,3.0,0,90.0,0.0,7.0,0,0,0,14.0
Dean Henderson,Nott'm Forest,West Ham,2022-08-14,True,90,0,0.0,4,1,14,3,1,0.0,0,8.5,0,90.0,0.5,5.5,0,0,0,4.0
Dean Henderson,Nott'm Forest,Everton,2022-08-20,False,90,1,0.0,7,0,4,0,0,0.0,0,7.0,0,90.0,0.33,6.0,0,0,0,9.0
Dean Henderson,Nott'm Forest,Tottenham,2022-08-28,True,90,2,0.0,4,1,9,2,0,0.0,0,7.5,0,90.0,0.25,5.5,0,0,0,0.0
Dean Henderson,Nott'm Forest,Manchester City,2022-08-31,False,90,6,0.0,3,0,0,0,0,0.0,0,6.0,0,90.0,0.2,5.0,0,0,0,1.0
Dean Henderson,Nott'm Forest,Bournemouth,2022-09-03,True,90,3,0.0,0,0,1,0,0,0.0,0,5.6,0,90.0,0.17,4.17,0,0,0,2.0
Dean Henderson,Nott'm Forest,Fulham,2022-09-16,True,90,3,0.0,3,0,2,0,0,0.0,0,3.2,0,90.0,0.14,4.0,0,0,0,1.0
Dean Henderson,Nott'm Forest,Leeds United,2022-10-03,False,90,4,0.0,4,0,1,0,0,0.0,0,2.6,0,90.0,0.12,4.0,0,0,0,2.0
Dean Henderson,Nott'm Forest,Aston Villa,2022-10-10,True,90,1,0.0,1,0,2,0,0,0.0,0,1.2,0,90.0,0.11,3.67,0,0,0,2.0
Dean Henderson,Nott'm Forest,Wolverhampton,2022-10-15,False,90,1,0.0,1,0,2,0,0,0.0,0,1.6,0,90.0,0.1,3.4,0,0,0,11.0
Dean Henderson,Nott'm Forest,Brighton,2022-10-18,False,90,0,0.0,7,0,11,3,1,0.0,0,3.6,0,90.0,0.18,3.73,0,0,0,11.0
Dean Henderson,Nott'm Forest,Liverpool,2022-10-22,True,90,0,0.0,7,0,11,3,1,0.0,0,5.4,0,90.0,0.25,4.0,0,0,0,1.0
Dean Henderson,Nott'm Forest,Arsenal,2022-10-30,False,90,5,0.0,4,0,1,0,0,0.0,0,5.4,0,90.0,0.23,4.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Brentford,2022-11-05,True,90,2,0.0,0,0,0,0,0,0.0,0,5.0,0,90.0,0.21,3.71,0,0,0,6.0
Dean Henderson,Nott'm Forest,Crystal Palace,2022-11-12,True,90,0,1.22,0,0,6,0,1,0.0,1,5.8,0,90.0,0.27,3.47,0,0,0,0.0
Dean Henderson,Nott'm Forest,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,3.6,0,84.38,0.27,3.47,0,0,0,2.0
Dean Henderson,Nott'm Forest,Chelsea,2023-01-01,True,90,1,0.94,1,0,2,0,0,0.0,1,1.8,0,84.71,0.25,3.31,0,0,0,7.0
Dean Henderson,Nott'm Forest,Southampton,2023-01-04,False,90,0,0.39,0,0,7,1,1,0.0,1,3.0,0,85.0,0.29,3.12,0,0,0,6.0
Dean Henderson,Nott'm Forest,Leeds United,2023-01-14,True,90,0,1.02,1,0,6,0,1,0.0,1,4.2,0,85.26,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,3.0,0,81.0,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Leicester City,,True,0,0,0.0,0,0,0,0,0,,0,3.0,0,77.14,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,2.6,0,73.64,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,1.2,0,70.43,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,67.5,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Everton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,64.8,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,62.31,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,60.0,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,57.86,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Leicester City,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,55.86,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,54.0,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,52.26,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,50.62,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,49.09,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,47.65,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Southampton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,46.29,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,45.0,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,43.78,0.33,3.0,0,0,0,0.0
Dean Henderson,Nott'm Forest,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,42.63,0.33,3.0,0,0,0,
