name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points
Marcus Bettinelli,Chelsea,Crystal Palace,2022-10-01,False,0,0,0.0,0,0,0,0,0,0.41,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Aston Villa,2022-10-16,False,0,0,0.0,0,0,0,0,0,0.02,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Arsenal,2022-11-06,True,0,0,0.0,0,0,0,0,0,0.3,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Newcastle United,2022-11-12,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Crystal Palace,2023-01-15,True,0,0,0.0,0,0,0,0,0,1.12,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,West Ham,2023-02-11,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Southampton,2023-02-18,True,0,0,0.0,0,0,0,0,0,0.03,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Leicester City,2023-03-04,True,0,0,0.0,0,0,0,0,0,0.17,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Leeds United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Everton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Aston Villa,2023-04-01,True,0,0,0.0,0,0,0,0,0,0.77,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Brentford,2023-04-26,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Arsenal,2023-05-02,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0
Marcus Bettinelli,Chelsea,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,
