name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Vicente Guaita,Crystal Palace,Arsenal,2022-08-05,True,90,2,0.0,1,0,1,0,False,0.0,False,0.0,0.0,1.0,0,0,0,0,3,Crystal Palace,True,Leicester City,-0.38,0.83
Vicente Guaita,Crystal Palace,Leicester City,2022-10-09,True,90,1,0.0,3,0,3,0,False,0.0,False,1.0,0.0,2.0,0,0,0,0,11,Crystal Palace,False,Leeds United,2.13,-0.8
Vicente Guaita,Crystal Palace,Leeds United,2022-10-15,False,90,0,0.0,6,0,11,3,True,0.0,False,2.0,0.33,3.33,0,0,0,0,3,Crystal Palace,True,Wolverhampton,-2.67,-0.48
Vicente Guaita,Crystal Palace,Wolverhampton,2022-10-18,True,90,1,0.0,3,0,3,0,False,0.0,False,5.0,0.25,3.25,0,0,0,0,2,Crystal Palace,False,Everton,2.41,-0.63
Vicente Guaita,Crystal Palace,Everton,2022-10-22,False,90,3,0.0,3,0,2,0,False,0.0,False,4.5,0.2,3.2,0,0,0,0,9,Crystal Palace,True,Southampton,0.54,-0.38
Vicente Guaita,Crystal Palace,Southampton,2022-10-29,True,90,0,0.0,4,0,9,2,True,0.0,False,4.0,0.33,3.33,0,0,0,0,2,Crystal Palace,False,West Ham,0.59,0.14
Vicente Guaita,Crystal Palace,West Ham,2022-11-06,False,90,1,0.0,1,0,2,0,False,0.0,False,5.6,0.29,3.0,0,0,0,0,2,Crystal Palace,False,Nottingham Forest,,
Vicente Guaita,Crystal Palace,Nottingham Forest,2022-11-12,False,90,1,1.09,1,0,2,0,False,0.0,True,5.4,0.25,2.75,0,0,0,0,3,Crystal Palace,True,Fulham,,-0.3
Vicente Guaita,Crystal Palace,Fulham,2022-12-26,True,90,3,2.61,7,0,3,0,False,0.0,True,3.6,0.22,3.22,0,0,0,0,7,Crystal Palace,False,Bournemouth,,0.19
Vicente Guaita,Crystal Palace,Bournemouth,2022-12-31,False,90,0,0.56,2,0,7,1,True,0.0,True,3.6,0.3,3.1,0,0,0,0,0,Crystal Palace,True,Tottenham,-5.01,1.07
Vicente Guaita,Crystal Palace,Tottenham,2023-01-04,True,90,4,1.39,2,0,0,0,False,0.0,True,4.6,0.27,3.0,0,0,0,0,2,Crystal Palace,False,Liverpool,7.24,-1.33
Vicente Guaita,Crystal Palace,Liverpool,2022-08-15,False,90,1,0.0,3,0,2,0,False,0.0,False,2.8,0.25,3.0,0,0,0,0,3,Crystal Palace,False,Chelsea,2.77,-0.72
Vicente Guaita,Crystal Palace,Chelsea,2023-01-15,False,90,1,1.64,4,0,3,0,False,0.0,True,2.8,0.23,3.08,0,0,0,0,3,Crystal Palace,True,Manchester United,-0.9,0.38
Vicente Guaita,Crystal Palace,Manchester United,2023-01-18,True,90,1,2.1,3,0,3,0,False,0.0,True,3.0,0.21,3.07,0,0,0,0,10,Crystal Palace,True,Newcastle United,1.62,0.73
Vicente Guaita,Crystal Palace,Newcastle United,2023-01-21,True,90,0,1.41,7,0,10,2,True,0.0,True,3.0,0.27,3.33,0,0,0,0,2,Crystal Palace,False,Manchester United,0.74,-0.1
Vicente Guaita,Crystal Palace,Manchester United,2023-02-04,False,90,2,2.04,3,0,2,0,False,0.0,True,3.6,0.25,3.31,0,0,0,0,4,Crystal Palace,True,Brighton,-0.1,-0.71
Vicente Guaita,Crystal Palace,Brighton,2023-02-11,True,90,1,2.36,6,0,4,0,False,0.0,True,4.0,0.24,3.47,0,0,0,0,3,Crystal Palace,False,Brentford,1.96,-0.55
Vicente Guaita,Crystal Palace,Brentford,2023-02-18,False,90,1,0.83,4,0,3,0,False,0.0,True,4.4,0.22,3.5,0,0,0,0,9,Crystal Palace,True,Liverpool,3.6,-0.53
