Opponent,Home Difficulty,Away Difficulty
Arsenal,3.2924337674504214,0.0033369996046508366
Aston Villa,-3.955853130361014,1.7475360410808982
Bournemouth,1.22661908691277,3.2617674476320087
Brentford,-2.0889678101279796,1.466250271096778
Brighton,-0.5173492179872617,-1.4476099870812127
Burnley,,
Chelsea,-0.6469518035240138,-0.32237863794016075
Crystal Palace,0.6508653203890854,-3.044654191623329
Everton,1.336094341652295,-1.4793426297173946
Leeds United,0.2370670399149225,-2.0090106267321914
Leicester City,-2.179793528621443,-2.7181671720812504
Liverpool,-0.5502791382887623,0.05517815542719795
Luton,,
Manchester City,1.2158972524859615,-0.18290219500874927
Manchester United,2.9696608948792163,0.5860270438175453
Newcastle United,3.930905778808903,0.11823886272814987
Norwich,,
Nottingham Forest,-2.9447954419495366,-0.5132147160957539
Sheffield,,
Southampton,-0.6714203183058962,-1.163528557571263
Tottenham,1.4428817937762934,1.2312167069174165
Watford,,
West Ham,3.48084207371245,5.623929186065554
Wolverhampton,0.24557445173691705,-0.42376269612329787
