name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Pape Matar Sarr,Spurs,Leicester City,,False,77,,,,,2,,,2.9,0,1,2.0,0.0,77.0,6.0,2.0,2.77,1.1,0.04,1.0,Spurs,True,Everton,,0.61
Pape Matar Sarr,Spurs,Everton,2024-08-24,True,23,0.0,0.32,0.0,0.26,1,1.0,2.0,0.6,0,0,1.5,0.16,50.0,6.0,2.0,2.77,1.1,0.04,0.0,Spurs,False,Newcastle United,,-0.44
Pape Matar Sarr,Spurs,Newcastle United,2024-09-01,False,45,0.0,0.04,0.0,0.0,0,1.0,0.0,3.9,0,1,1.0,0.12,48.33,6.0,2.0,2.77,1.1,0.04,1.0,Spurs,True,Arsenal,,-0.32
Pape Matar Sarr,Spurs,Arsenal,,True,22,,,,,1,,,2.8,0,0,1.0,0.09,41.75,6.0,2.0,2.77,1.1,0.04,1.0,Spurs,True,Brentford,,0.54
Pape Matar Sarr,Spurs,Brentford,2024-09-21,True,20,0.0,0.0,0.0,0.01,1,0.0,1.0,0.3,0,0,1.0,0.07,37.4,6.0,2.0,2.77,1.1,0.04,4.0,Spurs,False,Manchester United,,-0.41
Pape Matar Sarr,Spurs,Manchester United,,False,13,,,,,4,,,3.8,0,0,1.4,0.07,33.33,6.0,2.0,2.77,1.1,0.04,1.0,Spurs,False,Brighton,,-0.61
Pape Matar Sarr,Spurs,Brighton,,False,11,,,,,1,,,0.1,0,0,1.4,0.01,30.14,6.0,2.0,2.77,1.1,0.04,4.0,Spurs,True,West Ham,,0.48
Pape Matar Sarr,Spurs,West Ham,,True,45,,,,,4,,,4.2,0,0,2.2,0.0,32.0,6.0,2.0,2.77,1.1,0.04,1.0,Spurs,False,Crystal Palace,,0.2
Pape Matar Sarr,Spurs,Crystal Palace,2024-10-27,False,28,1.0,0.46,0.0,0.0,1,1.0,0.0,0.8,0,0,2.2,0.09,31.56,6.0,2.0,2.77,1.1,0.04,2.0,Spurs,True,Aston Villa,,0.66
Pape Matar Sarr,Spurs,Aston Villa,,True,90,,,,,2,,,3.3,0,1,2.4,0.09,37.4,6.0,2.0,2.77,1.1,0.04,2.0,Spurs,True,Ipswich Town,,
Pape Matar Sarr,Spurs,Ipswich Town,,True,65,,,,,2,,,3.0,0,1,2.0,0.09,39.91,6.0,2.0,2.77,1.1,0.04,,,,,,
