name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Mateo Kovačić,Man City,Chelsea,2024-08-18,False,90.0,1.0,0.09,0.0,0.0,11.0,2.0,0.0,7.0,3.0,1.0,11.0,0.09,90.0,1.0,0.0,1.44,1.67,0.04,1.0,Man City,True,Ipswich Town,,
Mateo Kovačić,Man City,Ipswich Town,2024-08-24,True,49.0,0.0,0.0,0.0,0.05,1.0,0.0,2.0,3.7,0.0,1.0,6.0,0.04,69.5,1.0,0.0,1.44,1.67,0.04,2.0,Man City,False,West Ham,,-0.34
Mateo Kovačić,Man City,West Ham,2024-08-31,False,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.6,0.0,1.0,4.67,0.03,76.33,1.0,0.0,1.44,1.67,0.04,0.0,Man City,True,Brentford,,0.54
Mateo Kovačić,Man City,Brentford,2024-09-14,True,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,3.5,0.02,68.5,1.0,0.0,1.44,1.67,0.04,6.0,Man City,True,Arsenal,,-0.32
Mateo Kovačić,Man City,Arsenal,2024-09-22,True,69.0,0.0,0.14,0.0,0.14,6.0,4.0,5.0,9.1,1.0,0.0,4.0,0.05,68.6,1.0,0.0,1.44,1.67,0.04,1.0,Man City,False,Newcastle United,,-0.44
Mateo Kovačić,Man City,Newcastle United,2024-09-28,False,90.0,0.0,0.08,0.0,0.09,1.0,2.0,1.0,4.1,0.0,1.0,2.0,0.04,72.17,1.0,0.0,1.44,1.67,0.04,15.0,Man City,True,Fulham,,0.27
Mateo Kovačić,Man City,Fulham,2024-10-05,True,90.0,2.0,0.21,0.0,0.0,15.0,4.0,0.0,11.5,3.0,1.0,4.8,0.09,74.71,1.0,0.0,1.44,1.67,0.04,2.0,Man City,False,Wolverhampton,,-0.53
Mateo Kovačić,Man City,Wolverhampton,2024-10-20,False,85.0,0.0,0.02,0.0,0.03,2.0,1.0,1.0,3.5,0.0,1.0,4.8,0.09,76.0,1.0,0.0,1.44,1.67,0.04,2.0,Man City,True,Southampton,,0.24
Mateo Kovačić,Man City,Southampton,2024-10-26,True,90.0,0.0,0.2,0.0,0.0,2.0,3.0,0.0,4.3,0.0,1.0,5.2,0.13,77.56,1.0,0.0,1.44,1.67,0.04,2.0,Man City,False,Bournemouth,,-0.04
Mateo Kovačić,Man City,Bournemouth,2024-11-02,False,90.0,0.0,0.08,0.0,0.0,2.0,3.0,0.0,2.9,0.0,1.0,4.4,0.12,78.8,1.0,0.0,1.44,1.67,0.04,3.0,Man City,False,Brighton,,-0.61
Mateo Kovačić,Man City,Brighton,2024-11-09,False,90.0,0.0,0.05,0.0,1.25,3.0,1.0,5.0,10.2,1.0,1.0,4.8,0.11,79.82,1.0,0.0,1.44,1.67,0.04,,Man City,True,Chelsea,,0.0
,Man City,,,,,,,,,,,,,,,,,,,,,,,,Man City,False,Brentford,,-0.15
,Man City,,,,,,,,,,,,,,,,,,,,,,,,Man City,True,West Ham,,0.48
