name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jed Steer,Aston Villa,Watford,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,True,Newcastle United,,
Jed Steer,Aston Villa,Newcastle United,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,0.0,Aston Villa,True,Brentford,,
Jed Steer,Aston Villa,Brentford,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,Aston Villa,False,Chelsea,,
Jed Steer,Aston Villa,Chelsea,2021-09-11,False,90,3,1,0,1,0,0,0.0,0.25,0,22.5,0.0,1.0,0.0,Aston Villa,True,Everton,,
Jed Steer,Aston Villa,Everton,,True,0,0,0,0,0,0,0,,0.2,0,18.0,0.0,1.0,0.0,Aston Villa,False,Manchester United,,
Jed Steer,Aston Villa,Manchester United,,False,0,0,0,0,0,0,0,,0.2,0,15.0,0.0,1.0,0.0,Aston Villa,False,Tottenham,,
Jed Steer,Aston Villa,Tottenham,,False,0,0,0,0,0,0,0,,0.2,0,12.86,0.0,1.0,0.0,Aston Villa,True,Wolverhampton,,
Jed Steer,Aston Villa,Wolverhampton,,True,0,0,0,0,0,0,0,,0.2,0,11.25,0.0,1.0,0.0,Aston Villa,False,Arsenal,,
Jed Steer,Aston Villa,Arsenal,,False,0,0,0,0,0,0,0,,0.0,0,10.0,0.0,1.0,0.0,Aston Villa,True,West Ham,,
Jed Steer,Aston Villa,West Ham,,True,0,0,0,0,0,0,0,,0.0,0,9.0,0.0,1.0,0.0,Aston Villa,False,Southampton,,
Jed Steer,Aston Villa,Southampton,,False,0,0,0,0,0,0,0,,0.0,0,8.18,0.0,1.0,0.0,Aston Villa,True,Brighton,,
Jed Steer,Aston Villa,Brighton,,True,0,0,0,0,0,0,0,,0.0,0,7.5,0.0,1.0,0.0,Aston Villa,False,Crystal Palace,,
Jed Steer,Aston Villa,Crystal Palace,,False,0,0,0,0,0,0,0,,0.0,0,6.92,0.0,1.0,0.0,Aston Villa,True,Manchester City,,
Jed Steer,Aston Villa,Manchester City,,True,0,0,0,0,0,0,0,,0.0,0,6.43,0.0,1.0,0.0,Aston Villa,True,Leeds United,,
Jed Steer,Aston Villa,Leeds United,,True,0,0,0,0,0,0,0,,0.0,0,6.0,0.0,1.0,0.0,Aston Villa,False,Liverpool,,
Jed Steer,Aston Villa,Liverpool,,False,0,0,0,0,0,0,0,,0.0,0,5.62,0.0,1.0,0.0,Aston Villa,False,Norwich,,
Jed Steer,Aston Villa,Norwich,,False,0,0,0,0,0,0,0,,0.0,0,5.29,0.0,1.0,0.0,Aston Villa,True,Chelsea,,
Jed Steer,Aston Villa,Chelsea,,True,0,0,0,0,0,0,0,,0.0,0,5.0,0.0,1.0,0.0,Aston Villa,False,Brentford,,
Jed Steer,Aston Villa,Brentford,,False,0,0,0,0,0,0,0,,0.0,0,4.74,0.0,1.0,0.0,Aston Villa,True,Manchester United,,
