name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Lukasz Fabianski,West Ham,Newcastle United,2021-08-15,False,90,2,1,0,1,0,0,0.0,1.0,0,90.0,0.0,1.0,2.0,West Ham,True,Leeds United,,
Lukasz Fabianski,West Ham,Leeds United,2021-08-23,True,90,1,0,0,2,0,0,0.0,1.5,0,90.0,0.0,0.5,1.0,West Ham,True,Crystal Palace,,
Lukasz Fabianski,West Ham,Crystal Palace,2021-08-28,True,90,2,0,0,1,0,0,0.0,1.33,0,90.0,0.0,0.33,6.0,West Ham,False,Southampton,,
Lukasz Fabianski,West Ham,Southampton,2021-09-11,False,90,0,2,0,6,0,1,0.0,2.5,0,90.0,0.25,0.75,3.0,West Ham,True,Manchester United,,
Lukasz Fabianski,West Ham,Manchester United,2021-09-19,True,90,2,8,0,3,0,0,0.0,2.6,0,90.0,0.2,2.2,3.0,West Ham,False,Leicester City,,
Lukasz Fabianski,West Ham,Leicester City,2021-09-25,False,90,1,4,0,3,0,0,0.0,3.0,0,90.0,0.17,2.5,2.0,West Ham,True,Brentford,,
Lukasz Fabianski,West Ham,Brentford,2021-10-03,True,90,2,4,0,2,0,0,0.0,3.0,0,90.0,0.14,2.71,6.0,West Ham,False,Everton,,
Lukasz Fabianski,West Ham,Everton,2021-10-17,False,90,0,2,0,6,0,1,0.0,4.0,0,90.0,0.25,2.62,9.0,West Ham,True,Tottenham,,
Lukasz Fabianski,West Ham,Tottenham,2021-10-24,True,90,0,4,0,9,2,1,0.0,4.6,0,90.0,0.33,2.78,2.0,West Ham,False,Aston Villa,,
Lukasz Fabianski,West Ham,Aston Villa,2021-10-31,False,90,1,2,0,2,0,0,0.0,4.4,0,90.0,0.3,2.7,2.0,West Ham,True,Liverpool,,
Lukasz Fabianski,West Ham,Liverpool,2021-11-07,True,90,2,3,0,2,0,0,0.0,4.2,0,90.0,0.27,2.73,3.0,West Ham,False,Wolverhampton,,
Lukasz Fabianski,West Ham,Wolverhampton,2021-11-20,False,90,1,4,0,3,0,0,0.0,4.4,0,90.0,0.25,2.83,3.0,West Ham,False,Manchester City,,
Lukasz Fabianski,West Ham,Manchester City,2021-11-28,False,90,2,6,0,3,0,0,0.0,3.8,0,90.0,0.23,3.08,2.0,West Ham,True,Brighton,,
Lukasz Fabianski,West Ham,Brighton,2021-12-01,True,90,1,2,0,2,0,0,0.0,2.4,0,90.0,0.21,3.0,2.0,West Ham,True,Chelsea,,
Lukasz Fabianski,West Ham,Chelsea,2021-12-04,True,90,2,5,0,2,0,0,0.0,2.4,0,90.0,0.2,3.13,6.0,West Ham,False,Burnley,,
Lukasz Fabianski,West Ham,Burnley,2021-12-12,False,90,0,1,0,6,0,1,0.0,3.2,0,90.0,0.25,3.0,11.0,West Ham,False,Arsenal,,
Lukasz Fabianski,West Ham,Arsenal,2021-12-15,False,90,2,6,1,11,3,0,0.0,4.8,0,90.0,0.24,3.18,2.0,West Ham,True,Southampton,,
Lukasz Fabianski,West Ham,Southampton,2021-12-26,True,90,3,3,0,2,0,0,0.0,4.6,0,90.0,0.22,3.17,3.0,West Ham,False,Watford,,
Lukasz Fabianski,West Ham,Watford,2021-12-28,False,90,1,4,0,3,0,0,0.0,4.8,0,90.0,0.21,3.21,2.0,West Ham,False,Crystal Palace,,
Lukasz Fabianski,West Ham,Crystal Palace,2022-01-01,False,90,2,4,0,2,0,0,0.0,4.8,0,90.0,0.2,3.25,7.0,West Ham,True,Norwich,,
Lukasz Fabianski,West Ham,Norwich,2022-01-12,True,90,0,3,0,7,0,1,0.0,5.0,0,90.0,0.24,3.24,1.0,West Ham,True,Leicester City,,
Lukasz Fabianski,West Ham,Leicester City,2022-01-16,True,90,3,2,0,1,0,0,0.0,3.0,0,90.0,0.23,3.18,0.0,West Ham,False,Manchester United,,
Lukasz Fabianski,West Ham,Manchester United,,False,0,0,0,0,0,0,0,,2.6,0,86.09,0.23,3.18,6.0,West Ham,True,Watford,,
Lukasz Fabianski,West Ham,Watford,2022-02-08,True,90,0,1,0,6,0,1,0.0,3.2,0,86.25,0.26,3.09,1.0,West Ham,False,Leeds United,,
Lukasz Fabianski,West Ham,Leeds United,2022-02-13,False,90,2,0,0,1,0,0,0.0,3.0,0,86.4,0.25,2.96,2.0,West Ham,True,Newcastle United,,
Lukasz Fabianski,West Ham,Newcastle United,2022-02-19,True,90,1,2,0,2,0,0,0.0,2.0,0,86.54,0.24,2.92,6.0,West Ham,True,Wolverhampton,,
Lukasz Fabianski,West Ham,Wolverhampton,2022-02-27,True,90,0,1,0,6,0,1,0.0,3.0,0,86.67,0.27,2.85,3.0,West Ham,False,Liverpool,,
Lukasz Fabianski,West Ham,Liverpool,2022-03-05,False,90,1,4,0,3,0,0,0.0,3.6,0,86.79,0.26,2.89,4.0,West Ham,True,Aston Villa,,
Lukasz Fabianski,West Ham,Aston Villa,2022-03-13,True,90,1,6,0,4,0,0,0.0,3.2,0,86.9,0.25,3.0,1.0,West Ham,False,Tottenham,,
Lukasz Fabianski,West Ham,Tottenham,2022-03-20,False,90,3,2,0,1,0,0,0.0,3.2,0,87.0,0.24,2.97,2.0,West Ham,True,Everton,,
Lukasz Fabianski,West Ham,Everton,2022-04-03,True,90,1,1,0,2,0,0,0.0,3.2,0,87.1,0.23,2.9,2.0,West Ham,False,Brentford,,
Lukasz Fabianski,West Ham,Brentford,2022-04-10,False,90,2,5,0,2,0,0,0.0,2.4,0,87.19,0.23,2.97,1.0,West Ham,True,Burnley,,
Lukasz Fabianski,West Ham,Burnley,2022-04-17,True,90,1,0,0,1,0,0,0.0,2.0,0,87.27,0.22,2.88,11.0,West Ham,False,Chelsea,,
Lukasz Fabianski,West Ham,Chelsea,2022-04-24,False,90,1,4,1,11,3,0,0.0,3.4,0,87.35,0.21,2.91,2.0,West Ham,True,Arsenal,,
Lukasz Fabianski,West Ham,Arsenal,2022-05-01,True,90,2,5,0,2,0,0,0.0,3.6,0,87.43,0.21,2.97,6.0,West Ham,False,Norwich,,
Lukasz Fabianski,West Ham,Norwich,2022-05-08,False,90,0,2,0,6,0,1,0.0,4.4,0,87.5,0.23,2.94,8.0,West Ham,True,Manchester City,,
Lukasz Fabianski,West Ham,Manchester City,2022-05-15,True,90,2,7,1,8,1,0,0.0,5.6,0,87.57,0.22,3.06,2.0,West Ham,False,Brighton,,
Lukasz Fabianski,West Ham,Brighton,2022-05-22,False,90,3,4,0,2,0,0,0.0,5.8,0,87.63,0.22,3.08,1.0,West Ham,True,Manchester City,,
