name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Aaron Ramsdale,Arsenal,Chelsea,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,0.0,Arsenal,False,Manchester City,,
Aaron Ramsdale,Arsenal,Manchester City,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,6.0,Arsenal,True,Norwich,,
Aaron Ramsdale,Arsenal,Norwich,2021-09-11,True,90,0,1,0,6,0,1,0.0,2.0,0,30.0,1.0,1.0,9.0,Arsenal,False,Burnley,,
Aaron Ramsdale,Arsenal,Burnley,2021-09-18,False,90,0,3,0,9,2,1,0.0,3.75,0,45.0,1.0,2.0,3.0,Arsenal,True,Tottenham,,
Aaron Ramsdale,Arsenal,Tottenham,2021-09-26,True,90,1,3,0,3,0,0,0.0,3.6,0,54.0,0.67,2.33,6.0,Arsenal,False,Brighton,,
Aaron Ramsdale,Arsenal,Brighton,2021-10-02,False,90,0,2,0,6,0,1,0.0,4.8,0,60.0,0.75,2.25,2.0,Arsenal,True,Crystal Palace,,
Aaron Ramsdale,Arsenal,Crystal Palace,2021-10-18,True,90,2,4,0,2,0,0,0.0,5.2,0,64.29,0.6,2.6,3.0,Arsenal,True,Aston Villa,,
Aaron Ramsdale,Arsenal,Aston Villa,2021-10-22,True,90,1,3,0,3,0,0,0.0,4.6,0,67.5,0.5,2.67,10.0,Arsenal,False,Leeds United,,
Aaron Ramsdale,Arsenal,Leeds United,2021-10-30,False,90,0,8,0,10,2,1,0.0,4.8,0,70.0,0.57,3.43,7.0,Arsenal,True,Watford,,
Aaron Ramsdale,Arsenal,Watford,2021-11-07,True,90,0,1,0,7,1,1,0.0,5.6,0,72.0,0.62,3.12,1.0,Arsenal,False,Liverpool,,
Aaron Ramsdale,Arsenal,Liverpool,2021-11-20,False,90,4,5,0,1,0,0,0.0,4.6,0,73.64,0.56,3.33,7.0,Arsenal,True,Newcastle United,,
Aaron Ramsdale,Arsenal,Newcastle United,2021-11-27,True,90,0,5,0,7,0,1,0.0,5.6,0,75.0,0.6,3.5,3.0,Arsenal,False,Manchester United,,
Aaron Ramsdale,Arsenal,Manchester United,2021-12-02,False,90,3,7,0,3,0,0,0.0,5.6,0,76.15,0.55,3.82,2.0,Arsenal,False,Everton,,
Aaron Ramsdale,Arsenal,Everton,2021-12-06,False,90,2,3,0,2,0,0,0.0,4.0,0,77.14,0.5,3.75,11.0,Arsenal,True,Southampton,,
Aaron Ramsdale,Arsenal,Southampton,2021-12-11,True,90,0,6,0,11,3,1,0.0,4.8,0,78.0,0.54,3.92,5.0,Arsenal,True,West Ham,,
Aaron Ramsdale,Arsenal,West Ham,2021-12-15,True,90,0,1,0,5,0,1,0.0,5.6,0,78.75,0.57,3.71,2.0,Arsenal,False,Leicester City,,
Aaron Ramsdale,Arsenal,Leicester City,2021-12-18,False,90,1,1,0,2,0,0,0.0,4.6,0,79.41,0.53,3.53,6.0,Arsenal,False,Norwich,,
Aaron Ramsdale,Arsenal,Norwich,2021-12-26,False,90,0,2,0,6,0,1,0.0,5.2,0,80.0,0.56,3.44,1.0,Arsenal,True,Manchester City,,
Aaron Ramsdale,Arsenal,Manchester City,2022-01-01,True,90,2,0,0,1,0,0,0.0,5.0,0,80.53,0.53,3.24,8.0,Arsenal,True,Burnley,,
