name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Fraser Forster,Southampton,Everton,,False,0,0,0,0,0,0,0,,81382,0.0,0,0.0,0.0,0.0,0.0,Southampton,True,Manchester United,,
Fraser Forster,Southampton,Manchester United,,True,0,0,0,0,0,0,0,,85946,0.0,0,0.0,0.0,0.0,0.0,Southampton,False,Newcastle United,,
Fraser Forster,Southampton,Newcastle United,,False,0,0,0,0,0,0,0,,83674,0.0,0,0.0,0.0,0.0,0.0,Southampton,True,West Ham,,
Fraser Forster,Southampton,West Ham,,True,0,0,0,0,0,0,0,,76666,0.0,0,0.0,0.0,0.0,0.0,Southampton,False,Manchester City,,
Fraser Forster,Southampton,Manchester City,,False,0,0,0,0,0,0,0,,71914,0.0,0,0.0,0.0,0.0,0.0,Southampton,True,Wolverhampton,,
Fraser Forster,Southampton,Wolverhampton,,True,0,0,0,0,0,0,0,,69765,0.0,0,0.0,0.0,0.0,0.0,Southampton,False,Chelsea,,
Fraser Forster,Southampton,Chelsea,,False,0,0,0,0,0,0,0,,67876,0.0,0,0.0,0.0,0.0,0.0,Southampton,True,Leicester City,,
Fraser Forster,Southampton,Leicester City,,True,0,0,0,0,0,0,0,,66065,0.0,0,0.0,0.0,0.0,0.0,Southampton,True,Burnley,,
Fraser Forster,Southampton,Burnley,,True,0,0,0,0,0,0,0,,64943,0.0,0,0.0,0.0,0.0,0.0,Southampton,False,Watford,,
Fraser Forster,Southampton,Watford,,False,0,0,0,0,0,0,0,,64592,0.0,0,0.0,0.0,0.0,0.0,Southampton,True,Aston Villa,,
Fraser Forster,Southampton,Aston Villa,,True,0,0,0,0,0,0,0,,63974,0.0,0,0.0,0.0,0.0,0.0,Southampton,False,Norwich,,
Fraser Forster,Southampton,Norwich,,False,0,0,0,0,0,0,0,,63435,0.0,0,0.0,0.0,0.0,0.0,Southampton,False,Liverpool,,
Fraser Forster,Southampton,Liverpool,,False,0,0,0,0,0,0,0,,62913,0.0,0,0.0,0.0,0.0,0.0,Southampton,True,Leeds United,,
Fraser Forster,Southampton,Leeds United,,True,0,0,0,0,0,0,0,,62530,0.0,0,0.0,0.0,0.0,0.0,Southampton,True,Brighton,,
Fraser Forster,Southampton,Brighton,,True,0,0,0,0,0,0,0,,61352,0.0,0,0.0,0.0,0.0,0.0,Southampton,False,Arsenal,,
Fraser Forster,Southampton,Arsenal,,False,0,0,0,0,0,0,0,,58493,0.0,0,0.0,0.0,0.0,0.0,Southampton,False,Crystal Palace,,
Fraser Forster,Southampton,Crystal Palace,,False,0,0,0,0,0,0,0,,56667,0.0,0,0.0,0.0,0.0,1.0,Southampton,False,West Ham,,
Fraser Forster,Southampton,West Ham,2021-12-26,False,90,2,2,0,1,0,0,0.0,53782,0.2,0,5.0,0.0,2.0,8.0,Southampton,True,Tottenham,,
Fraser Forster,Southampton,Tottenham,2021-12-28,True,90,1,10,0,8,3,0,0.0,56619,1.8,0,9.47,0.0,6.0,3.0,Southampton,True,Brentford,,
Fraser Forster,Southampton,Brentford,2022-01-11,True,90,1,3,0,3,0,0,0.0,66708,2.4,0,13.5,0.0,5.0,1.0,Southampton,False,Wolverhampton,,
Fraser Forster,Southampton,Wolverhampton,2022-01-15,False,90,3,2,0,1,0,0,0.0,67379,2.6,0,17.14,0.0,4.25,3.0,Southampton,True,Manchester City,,
Fraser Forster,Southampton,Manchester City,2022-01-22,True,90,1,4,0,3,0,0,0.0,66974,3.2,0,20.45,0.0,4.2,0.0,Southampton,False,Tottenham,,
Fraser Forster,Southampton,Tottenham,2022-02-09,False,90,2,2,0,0,0,0,0.0,69468,3.0,0,23.48,0.0,3.83,5.0,Southampton,False,Manchester United,,
Fraser Forster,Southampton,Manchester United,2022-02-12,False,90,1,6,0,5,1,0,0.0,70310,2.4,0,26.25,0.0,4.14,6.0,Southampton,True,Everton,,
Fraser Forster,Southampton,Everton,2022-02-19,True,90,0,0,0,6,0,1,0.0,75824,3.0,0,28.8,0.12,3.62,6.0,Southampton,True,Norwich,,
Fraser Forster,Southampton,Norwich,2022-02-25,True,90,0,1,0,6,0,1,0.0,125711,4.0,0,31.15,0.22,3.33,1.0,Southampton,False,Aston Villa,,
Fraser Forster,Southampton,Aston Villa,2022-03-05,False,90,4,5,0,1,0,0,0.0,120774,3.6,0,33.33,0.2,3.5,1.0,Southampton,True,Newcastle United,,
Fraser Forster,Southampton,Newcastle United,2022-03-10,True,90,2,1,0,1,0,0,0.0,120774,3.8,0,35.36,0.18,3.27,2.0,Southampton,True,Watford,,
Fraser Forster,Southampton,Watford,2022-03-13,True,90,2,3,0,2,0,0,0.0,114343,3.2,0,37.24,0.17,3.25,2.0,Southampton,False,Leicester City,,
Fraser Forster,Southampton,Leicester City,2022-04-02,False,90,1,2,0,2,0,0,0.0,112835,2.4,0,39.0,0.15,3.15,1.0,Southampton,True,Chelsea,,
Fraser Forster,Southampton,Chelsea,2022-04-09,True,90,6,8,0,1,0,0,0.0,112917,1.4,0,40.65,0.14,3.5,10.0,Southampton,True,Arsenal,,
Fraser Forster,Southampton,Arsenal,2022-04-16,True,90,0,6,0,10,2,1,0.0,116211,3.2,0,42.19,0.2,3.67,2.0,Southampton,False,Burnley,,
Fraser Forster,Southampton,Burnley,2022-04-21,False,90,2,4,0,2,0,0,0.0,116211,3.4,0,43.64,0.19,3.69,2.0,Southampton,False,Brighton,,
Fraser Forster,Southampton,Brighton,2022-04-24,False,90,2,4,0,2,0,0,0.0,122338,3.4,0,45.0,0.18,3.71,2.0,Southampton,True,Crystal Palace,,
Fraser Forster,Southampton,Crystal Palace,2022-04-30,True,90,2,3,0,2,0,0,0.0,129882,3.4,0,46.29,0.17,3.67,1.0,Southampton,False,Brentford,,
Fraser Forster,Southampton,Brentford,2022-05-07,False,90,3,2,0,1,0,0,0.0,119965,3.4,0,47.5,0.16,3.58,0.0,Southampton,True,Liverpool,,
Fraser Forster,Southampton,Liverpool,,True,0,0,0,0,0,0,0,,112192,1.4,0,46.22,0.16,3.58,0.0,Southampton,False,Leeds United,,
Fraser Forster,Southampton,Leeds United,,False,0,0,0,0,0,0,0,,105912,1.0,0,45.0,0.16,3.58,,Spurs,True,Southampton,,
