name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Caoimhin Kelleher,Liverpool,Norwich,,False,0,0,0,0,0,0,0,,7681,0.0,0,0.0,0.0,0.0,0.0,Liverpool,True,Burnley,,
Caoimhin Kelleher,Liverpool,Burnley,,True,0,0,0,0,0,0,0,,8455,0.0,0,0.0,0.0,0.0,0.0,Liverpool,True,Chelsea,,
Caoimhin Kelleher,Liverpool,Chelsea,,True,0,0,0,0,0,0,0,,8282,0.0,0,0.0,0.0,0.0,0.0,Liverpool,False,Leicester City,,
Caoimhin Kelleher,Liverpool,Leicester City,,False,0,0,0,0,0,0,0,,9148,0.0,0,0.0,0.0,0.0,0.0,Liverpool,True,Crystal Palace,,
Caoimhin Kelleher,Liverpool,Crystal Palace,,True,0,0,0,0,0,0,0,,8806,0.0,0,0.0,0.0,0.0,0.0,Liverpool,False,Brentford,,
Caoimhin Kelleher,Liverpool,Brentford,,False,0,0,0,0,0,0,0,,8575,0.0,0,0.0,0.0,0.0,0.0,Liverpool,True,Manchester City,,
Caoimhin Kelleher,Liverpool,Manchester City,,True,0,0,0,0,0,0,0,,8456,0.0,0,0.0,0.0,0.0,6.0,Liverpool,False,Watford,,
Caoimhin Kelleher,Liverpool,Watford,2021-10-16,False,90,0,2,0,6,0,1,0.0,13827,1.2,0,11.25,1.0,2.0,0.0,Liverpool,False,Manchester United,,
Caoimhin Kelleher,Liverpool,Manchester United,,False,0,0,0,0,0,0,0,,11237,1.2,0,10.0,1.0,2.0,0.0,Liverpool,True,Brighton,,
Caoimhin Kelleher,Liverpool,Brighton,,True,0,0,0,0,0,0,0,,10091,1.2,0,9.0,1.0,2.0,0.0,Liverpool,False,West Ham,,
Caoimhin Kelleher,Liverpool,West Ham,,False,0,0,0,0,0,0,0,,9725,1.2,0,8.18,1.0,2.0,0.0,Liverpool,True,Arsenal,,
Caoimhin Kelleher,Liverpool,Arsenal,,True,0,0,0,0,0,0,0,,9639,1.2,0,7.5,1.0,2.0,0.0,Liverpool,True,Southampton,,
Caoimhin Kelleher,Liverpool,Southampton,,True,0,0,0,0,0,0,0,,9412,0.0,0,6.92,1.0,2.0,0.0,Liverpool,False,Everton,,
Caoimhin Kelleher,Liverpool,Everton,,False,0,0,0,0,0,0,0,,9242,0.0,0,6.43,1.0,2.0,0.0,Liverpool,False,Wolverhampton,,
Caoimhin Kelleher,Liverpool,Wolverhampton,,False,0,0,0,0,0,0,0,,9069,0.0,0,6.0,1.0,2.0,0.0,Liverpool,True,Aston Villa,,
Caoimhin Kelleher,Liverpool,Aston Villa,,True,0,0,0,0,0,0,0,,9006,0.0,0,5.62,1.0,2.0,0.0,Liverpool,True,Newcastle United,,
Caoimhin Kelleher,Liverpool,Newcastle United,,True,0,0,0,0,0,0,0,,8944,0.0,0,5.29,1.0,2.0,0.0,Liverpool,False,Tottenham,,
Caoimhin Kelleher,Liverpool,Tottenham,,False,0,0,0,0,0,0,0,,9465,0.0,0,5.0,1.0,2.0,0.0,Liverpool,False,Leeds United,,
Caoimhin Kelleher,Liverpool,Leeds United,,False,0,0,0,0,0,0,0,,9314,0.0,0,4.74,1.0,2.0,2.0,Liverpool,False,Chelsea,,
Caoimhin Kelleher,Liverpool,Chelsea,2022-01-02,False,90,2,4,0,2,0,0,0.0,9657,0.4,0,9.0,0.5,3.0,0.0,Liverpool,True,Brentford,,
Caoimhin Kelleher,Liverpool,Brentford,,True,0,0,0,0,0,0,0,,12729,0.4,0,8.57,0.5,3.0,0.0,Liverpool,False,Crystal Palace,,
Caoimhin Kelleher,Liverpool,Crystal Palace,,False,0,0,0,0,0,0,0,,11551,0.4,0,8.18,0.5,3.0,0.0,Liverpool,True,Leeds United,,
Caoimhin Kelleher,Liverpool,Leeds United,,True,0,0,0,0,0,0,0,,11477,0.4,0,7.83,0.5,3.0,0.0,Liverpool,False,Burnley,,
Caoimhin Kelleher,Liverpool,Burnley,,False,0,0,0,0,0,0,0,,11215,0.4,0,7.5,0.5,3.0,0.0,Liverpool,True,Norwich,,
Caoimhin Kelleher,Liverpool,Norwich,,True,0,0,0,0,0,0,0,,10800,0.0,0,7.2,0.5,3.0,0.0,Liverpool,True,Leicester City,,
Caoimhin Kelleher,Liverpool,Leicester City,,True,0,0,0,0,0,0,0,,10800,0.0,0,6.92,0.5,3.0,0.0,Liverpool,True,West Ham,,
Caoimhin Kelleher,Liverpool,West Ham,,True,0,0,0,0,0,0,0,,11080,0.0,0,6.67,0.5,3.0,0.0,Liverpool,False,Brighton,,
Caoimhin Kelleher,Liverpool,Brighton,,False,0,0,0,0,0,0,0,,11023,0.0,0,6.43,0.5,3.0,0.0,Liverpool,False,Arsenal,,
Caoimhin Kelleher,Liverpool,Arsenal,,False,0,0,0,0,0,0,0,,11023,0.0,0,6.21,0.5,3.0,0.0,Liverpool,True,Watford,,
Caoimhin Kelleher,Liverpool,Watford,,True,0,0,0,0,0,0,0,,11292,0.0,0,6.0,0.5,3.0,0.0,Liverpool,False,Manchester City,,
Caoimhin Kelleher,Liverpool,Manchester City,,False,0,0,0,0,0,0,0,,11312,0.0,0,5.81,0.5,3.0,0.0,Liverpool,True,Manchester United,,
Caoimhin Kelleher,Liverpool,Manchester United,,True,0,0,0,0,0,0,0,,11374,0.0,0,5.62,0.5,3.0,0.0,Liverpool,True,Everton,,
Caoimhin Kelleher,Liverpool,Everton,,True,0,0,0,0,0,0,0,,11308,0.0,0,5.45,0.5,3.0,0.0,Liverpool,False,Newcastle United,,
Caoimhin Kelleher,Liverpool,Newcastle United,,False,0,0,0,0,0,0,0,,11261,0.0,0,5.29,0.5,3.0,0.0,Liverpool,True,Tottenham,,
Caoimhin Kelleher,Liverpool,Tottenham,,True,0,0,0,0,0,0,0,,11204,0.0,0,5.14,0.5,3.0,0.0,Liverpool,False,Aston Villa,,
Caoimhin Kelleher,Liverpool,Aston Villa,,False,0,0,0,0,0,0,0,,11204,0.0,0,5.0,0.5,3.0,0.0,Liverpool,False,Southampton,,
Caoimhin Kelleher,Liverpool,Southampton,,False,0,0,0,0,0,0,0,,11385,0.0,0,4.86,0.5,3.0,0.0,Liverpool,True,Wolverhampton,,
Caoimhin Kelleher,Liverpool,Wolverhampton,,True,0,0,0,0,0,0,0,,11517,0.0,0,4.74,0.5,3.0,,Liverpool,False,Fulham,,
