name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Alisson Ramses Becker,Liverpool,Norwich,2021-08-14,False,90,0,3,0,7,0,1,0.0,7.0,0,90.0,1.0,3.0,8.0,Liverpool,True,Burnley,,
Alisson Ramses Becker,Liverpool,Burnley,2021-08-21,True,90,0,3,0,8,1,1,0.0,7.5,0,90.0,1.0,3.0,2.0,Liverpool,True,Chelsea,,
Alisson Ramses Becker,Liverpool,Chelsea,2021-08-28,True,90,1,2,0,2,0,0,0.0,5.67,0,90.0,0.67,2.67,9.0,Liverpool,False,Leicester City,,
Alisson Ramses Becker,Liverpool,Leicester City,2021-09-12,False,90,0,4,0,9,2,1,0.0,6.5,0,90.0,0.75,3.0,7.0,Liverpool,True,Crystal Palace,,
Alisson Ramses Becker,Liverpool,Crystal Palace,2021-09-18,True,90,0,2,0,7,1,1,0.0,6.6,0,90.0,0.8,2.8,1.0,Liverpool,False,Brentford,,
Alisson Ramses Becker,Liverpool,Brentford,2021-09-25,False,90,3,0,0,1,0,0,0.0,5.4,0,90.0,0.67,2.33,1.0,Liverpool,True,Manchester City,,
Alisson Ramses Becker,Liverpool,Manchester City,2021-10-03,True,90,2,1,0,1,0,0,0.0,4.0,0,90.0,0.57,2.14,0.0,Liverpool,False,Watford,,
Alisson Ramses Becker,Liverpool,Watford,,False,0,0,0,0,0,0,0,,3.6,0,78.75,0.57,2.14,7.0,Liverpool,False,Manchester United,,
Alisson Ramses Becker,Liverpool,Manchester United,2021-10-24,False,90,0,3,0,7,0,1,0.0,3.2,0,80.0,0.62,2.25,2.0,Liverpool,True,Brighton,,
Alisson Ramses Becker,Liverpool,Brighton,2021-10-30,True,90,2,4,0,2,0,0,0.0,2.2,0,81.0,0.56,2.44,-1.0,Liverpool,False,West Ham,,
