name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Asmir Begović,Everton,Southampton,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,0.0,Everton,False,Leicester City,,
Asmir Begović,Everton,Leicester City,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,0.0,Everton,False,Brighton,,
Asmir Begović,Everton,Brighton,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,0.0,Everton,True,Burnley,,
Asmir Begović,Everton,Burnley,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,Everton,False,Aston Villa,,
Asmir Begović,Everton,Aston Villa,2021-09-18,False,90,3,1,0,1,0,0,0.0,0.2,0,18.0,0.0,1.0,0.0,Everton,True,Norwich,,
Asmir Begović,Everton,Norwich,,True,0,0,0,0,0,0,0,,0.2,0,15.0,0.0,1.0,0.0,Everton,False,Manchester United,,
Asmir Begović,Everton,Manchester United,,False,0,0,0,0,0,0,0,,0.2,0,12.86,0.0,1.0,0.0,Everton,True,West Ham,,
Asmir Begović,Everton,West Ham,,True,0,0,0,0,0,0,0,,0.2,0,11.25,0.0,1.0,0.0,Everton,True,Watford,,
Asmir Begović,Everton,Watford,,True,0,0,0,0,0,0,0,,0.2,0,10.0,0.0,1.0,0.0,Everton,False,Wolverhampton,,
Asmir Begović,Everton,Wolverhampton,,False,0,0,0,0,0,0,0,,0.0,0,9.0,0.0,1.0,0.0,Everton,True,Tottenham,,
Asmir Begović,Everton,Tottenham,,True,0,0,0,0,0,0,0,,0.0,0,8.18,0.0,1.0,0.0,Everton,False,Manchester City,,
Asmir Begović,Everton,Manchester City,,False,0,0,0,0,0,0,0,,0.0,0,7.5,0.0,1.0,0.0,Everton,False,Brentford,,
Asmir Begović,Everton,Brentford,,False,0,0,0,0,0,0,0,,0.0,0,6.92,0.0,1.0,0.0,Everton,True,Liverpool,,
Asmir Begović,Everton,Liverpool,,True,0,0,0,0,0,0,0,,0.0,0,6.43,0.0,1.0,0.0,Everton,True,Arsenal,,
Asmir Begović,Everton,Arsenal,,True,0,0,0,0,0,0,0,,0.0,0,6.0,0.0,1.0,0.0,Everton,False,Crystal Palace,,
Asmir Begović,Everton,Crystal Palace,,False,0,0,0,0,0,0,0,,0.0,0,5.62,0.0,1.0,0.0,Everton,False,Chelsea,,
Asmir Begović,Everton,Chelsea,,False,0,0,0,0,0,0,0,,0.0,0,5.29,0.0,1.0,0.0,Everton,True,Brighton,,
Asmir Begović,Everton,Brighton,,True,0,0,0,0,0,0,0,,0.0,0,5.0,0.0,1.0,0.0,Everton,False,Norwich,,
Asmir Begović,Everton,Norwich,,False,0,0,0,0,0,0,0,,0.0,0,4.74,0.0,1.0,0.0,Everton,True,Aston Villa,,
Asmir Begović,Everton,Aston Villa,,True,0,0,0,0,0,0,0,,0.0,0,4.5,0.0,1.0,0.0,Everton,False,Newcastle United,,
Asmir Begović,Everton,Newcastle United,,False,0,0,0,0,0,0,0,,0.0,0,4.29,0.0,1.0,0.0,Everton,True,Leicester City,,
Asmir Begović,Everton,Leicester City,,True,0,0,0,0,0,0,0,,0.0,0,4.09,0.0,1.0,0.0,Everton,False,Southampton,,
Asmir Begović,Everton,Southampton,,False,0,0,0,0,0,0,0,,0.0,0,3.91,0.0,1.0,0.0,Everton,True,Manchester City,,
Asmir Begović,Everton,Manchester City,,True,0,0,0,0,0,0,0,,0.0,0,3.75,0.0,1.0,0.0,Everton,False,Tottenham,,
Asmir Begović,Everton,Tottenham,,False,0,0,0,0,0,0,0,,0.0,0,3.6,0.0,1.0,0.0,Everton,True,Wolverhampton,,
Asmir Begović,Everton,Wolverhampton,,True,0,0,0,0,0,0,0,,0.0,0,3.46,0.0,1.0,11.0,Everton,True,Newcastle United,,
Asmir Begović,Everton,Newcastle United,2022-03-17,True,90,0,6,0,11,3,1,0.0,2.2,0,6.67,0.5,3.5,0.0,Everton,False,West Ham,,
Asmir Begović,Everton,West Ham,,False,0,0,0,0,0,0,0,,2.2,0,6.43,0.5,3.5,0.0,Everton,False,Burnley,,
Asmir Begović,Everton,Burnley,,False,0,0,0,0,0,0,0,,2.2,0,6.21,0.5,3.5,0.0,Everton,True,Manchester United,,
Asmir Begović,Everton,Manchester United,,True,0,0,0,0,0,0,0,,2.2,0,6.0,0.5,3.5,0.0,Everton,True,Leeds United,,
Asmir Begović,Everton,Leeds United,,True,0,0,0,0,0,0,0,,2.2,0,5.81,0.5,3.5,0.0,Everton,False,Liverpool,,
Asmir Begović,Everton,Liverpool,,False,0,0,0,0,0,0,0,,0.0,0,5.62,0.5,3.5,0.0,Everton,True,Chelsea,,
Asmir Begović,Everton,Chelsea,,True,0,0,0,0,0,0,0,,0.0,0,5.45,0.5,3.5,0.0,Everton,False,Leeds United,,
Asmir Begović,Everton,Leeds United,,False,0,0,0,0,0,0,0,,0.0,0,5.29,0.5,3.5,0.0,Everton,False,Watford,,
Asmir Begović,Everton,Watford,,False,0,0,0,0,0,0,0,,0.0,0,5.14,0.5,3.5,0.0,Everton,True,Brentford,,
Asmir Begović,Everton,Brentford,,True,0,0,0,0,0,0,0,,0.0,0,5.0,0.5,3.5,0.0,Everton,True,Crystal Palace,,
Asmir Begović,Everton,Crystal Palace,,True,0,0,0,0,0,0,0,,0.0,0,4.86,0.5,3.5,1.0,Everton,False,Arsenal,,
Asmir Begović,Everton,Arsenal,2022-05-22,False,90,5,4,0,1,0,0,0.0,0.2,0,7.11,0.33,3.67,0.0,Everton,True,Chelsea,,
