name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Francisco Casilla Cortés,Leeds,Manchester United,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,True,Everton,,
Francisco Casilla Cortés,Leeds,Everton,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,False,Burnley,,
Francisco Casilla Cortés,Leeds,Burnley,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,True,Liverpool,,
Francisco Casilla Cortés,Leeds,Liverpool,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,False,Newcastle United,,
Francisco Casilla Cortés,Leeds,Newcastle United,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,True,West Ham,,
Francisco Casilla Cortés,Leeds,West Ham,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,True,Watford,,
Francisco Casilla Cortés,Leeds,Watford,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,False,Southampton,,
Francisco Casilla Cortés,Leeds,Southampton,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,True,Wolverhampton,,
Francisco Casilla Cortés,Leeds,Wolverhampton,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,False,Norwich,,
Francisco Casilla Cortés,Leeds,Norwich,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,True,Leeds United,,
Francisco Casilla Cortés,Leeds,Leeds United,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Leeds,False,Tottenham,,
