name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Scott Carson,Man City,Leeds United,,False,0,0,0,0,0,0,0,,0.31,0.0,0,0.0,0,0,0.0,Man City,True,Southampton,,
Scott Carson,Man City,Southampton,,True,0,0,0,0,0,0,0,,0.32,0.0,0,0.0,0,0,0.0,Man City,False,Chelsea,,
Scott Carson,Man City,Chelsea,,False,0,0,0,0,0,0,0,,0.31,0.0,0,0.0,0,0,0.0,Man City,False,Liverpool,,
Scott Carson,Man City,Liverpool,,False,0,0,0,0,0,0,0,,0.3,0.0,0,0.0,0,0,0.0,Man City,True,Burnley,,
Scott Carson,Man City,Burnley,,True,0,0,0,0,0,0,0,,0.3,0.0,0,0.0,0,0,0.0,Man City,False,Brighton,,
Scott Carson,Man City,Brighton,,False,0,0,0,0,0,0,0,,0.29,0.0,0,0.0,0,0,0.0,Man City,True,Crystal Palace,,
Scott Carson,Man City,Crystal Palace,,True,0,0,0,0,0,0,0,,0.54,0.0,0,0.0,0,0,0.0,Man City,False,Manchester United,,
Scott Carson,Man City,Manchester United,,False,0,0,0,0,0,0,0,,0.78,0.0,0,0.0,0,0,0.0,Man City,True,Everton,,
Scott Carson,Man City,Everton,,True,0,0,0,0,0,0,0,,0.93,0.0,0,0.0,0,0,0.0,Man City,True,West Ham,,
Scott Carson,Man City,West Ham,,True,0,0,0,0,0,0,0,,1.05,0.0,0,0.0,0,0,0.0,Man City,False,Aston Villa,,
Scott Carson,Man City,Aston Villa,,False,0,0,0,0,0,0,0,,1.15,0.0,0,0.0,0,0,0.0,Man City,False,Watford,,
Scott Carson,Man City,Watford,,False,0,0,0,0,0,0,0,,1.31,0.0,0,0.0,0,0,0.0,Man City,True,Wolverhampton,,
Scott Carson,Man City,Wolverhampton,,True,0,0,0,0,0,0,0,,1.6,0.0,0,0.0,0,0,0.0,Man City,True,Leicester City,,
Scott Carson,Man City,Leicester City,,True,0,0,0,0,0,0,0,,1.56,0.0,0,0.0,0,0,0.0,Man City,False,Newcastle United,,
Scott Carson,Man City,Newcastle United,,False,0,0,0,0,0,0,0,,1.63,0.0,0,0.0,0,0,0.0,Man City,True,Leeds United,,
Scott Carson,Man City,Leeds United,,True,0,0,0,0,0,0,0,,1.87,0.0,0,0.0,0,0,0.0,Man City,False,Brentford,,
Scott Carson,Man City,Brentford,,False,0,0,0,0,0,0,0,,1.77,0.0,0,0.0,0,0,0.0,Man City,False,Arsenal,,
Scott Carson,Man City,Arsenal,,False,0,0,0,0,0,0,0,,1.75,0.0,0,0.0,0,0,0.0,Man City,True,Chelsea,,
Scott Carson,Man City,Chelsea,,True,0,0,0,0,0,0,0,,1.56,0.0,0,0.0,0,0,0.0,Man City,False,Southampton,,
Scott Carson,Man City,Southampton,,False,0,0,0,0,0,0,0,,1.41,0.0,0,0.0,0,0,0.0,Man City,True,Brentford,,
Scott Carson,Man City,Brentford,,True,0,0,0,0,0,0,0,,1.37,0.0,0,0.0,0,0,0.0,Man City,False,Norwich,,
Scott Carson,Man City,Norwich,,False,0,0,0,0,0,0,0,,1.34,0.0,0,0.0,0,0,0.0,Man City,True,Tottenham,,
Scott Carson,Man City,Tottenham,,True,0,0,0,0,0,0,0,,1.37,0.0,0,0.0,0,0,0.0,Man City,False,Everton,,
Scott Carson,Man City,Everton,,False,0,0,0,0,0,0,0,,1.27,0.0,0,0.0,0,0,0.0,Man City,True,Manchester United,,
Scott Carson,Man City,Manchester United,,True,0,0,0,0,0,0,0,,1.27,0.0,0,0.0,0,0,0.0,Man City,False,Crystal Palace,,
Scott Carson,Man City,Crystal Palace,,False,0,0,0,0,0,0,0,,1.31,0.0,0,0.0,0,0,0.0,Man City,False,Burnley,,
Scott Carson,Man City,Burnley,,False,0,0,0,0,0,0,0,,1.28,0.0,0,0.0,0,0,0.0,Man City,True,Liverpool,,
Scott Carson,Man City,Liverpool,,True,0,0,0,0,0,0,0,,1.28,0.0,0,0.0,0,0,0.0,Man City,True,Brighton,,
Scott Carson,Man City,Brighton,,True,0,0,0,0,0,0,0,,1.3,0.0,0,0.0,0,0,0.0,Man City,True,Watford,,
Scott Carson,Man City,Watford,,True,0,0,0,0,0,0,0,,1.26,0.0,0,0.0,0,0,0.0,Man City,False,Leicester City,,
Scott Carson,Man City,Leicester City,,False,0,0,0,0,0,0,0,,1.25,0.0,0,0.0,0,0,0.0,Man City,True,Newcastle United,,
Scott Carson,Man City,Newcastle United,,True,0,0,0,0,0,0,0,,1.2,0.0,0,0.0,0,0,0.0,Man City,False,Wolverhampton,,
Scott Carson,Man City,Wolverhampton,,False,0,0,0,0,0,0,0,,1.2,0.0,0,0.0,0,0,0.0,Man City,False,West Ham,,
Scott Carson,Man City,West Ham,,False,0,0,0,0,0,0,0,,1.22,0.0,0,0.0,0,0,0.0,Man City,True,Aston Villa,,
Scott Carson,Man City,Aston Villa,,True,0,0,0,0,0,0,0,,1.19,0.0,0,0.0,0,0,,Man City,False,West Ham,,
