name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Emiliano Martínez,Aston Villa,Watford,2021-08-14,False,90,3,4,0,2,0,0,0.0,22.03,2.0,0,90.0,0.0,4.0,5.0,Aston Villa,True,Newcastle United,,
Emiliano Martínez,Aston Villa,Newcastle United,2021-08-21,True,90,0,1,0,5,0,1,0.0,22.08,3.5,0,90.0,0.5,2.5,2.0,Aston Villa,True,Brentford,,
Emiliano Martínez,Aston Villa,Brentford,2021-08-28,True,90,1,1,0,2,0,0,0.0,21.54,3.0,0,90.0,0.33,2.0,0.0,Aston Villa,False,Chelsea,,
Emiliano Martínez,Aston Villa,Chelsea,,False,0,0,0,0,0,0,0,,12.69,2.25,0,67.5,0.33,2.0,8.0,Aston Villa,True,Everton,,
Emiliano Martínez,Aston Villa,Everton,2021-09-18,True,90,0,1,0,8,2,1,0.0,10.91,3.4,0,72.0,0.5,1.75,9.0,Aston Villa,False,Manchester United,,
Emiliano Martínez,Aston Villa,Manchester United,2021-09-25,False,90,0,4,0,9,2,1,0.0,10.69,4.8,0,75.0,0.6,2.2,4.0,Aston Villa,False,Tottenham,,
Emiliano Martínez,Aston Villa,Tottenham,2021-10-03,False,90,2,6,0,4,1,0,0.0,10.99,4.6,0,77.14,0.5,2.83,1.0,Aston Villa,True,Wolverhampton,,
Emiliano Martínez,Aston Villa,Wolverhampton,2021-10-16,True,90,3,1,0,1,0,0,0.0,11.26,4.4,0,78.75,0.43,2.57,10.0,Aston Villa,False,Arsenal,,
Emiliano Martínez,Aston Villa,Arsenal,2021-10-22,False,90,3,6,1,10,2,0,0.0,11.04,6.4,0,80.0,0.38,3.0,1.0,Aston Villa,True,West Ham,,
Emiliano Martínez,Aston Villa,West Ham,2021-10-31,True,90,4,4,0,1,0,0,0.0,11.58,5.0,0,81.0,0.33,3.11,2.0,Aston Villa,False,Southampton,,
Emiliano Martínez,Aston Villa,Southampton,2021-11-05,False,90,1,2,0,2,0,0,0.0,11.56,3.6,0,81.82,0.3,3.0,6.0,Aston Villa,True,Brighton,,
Emiliano Martínez,Aston Villa,Brighton,2021-11-20,True,90,0,2,0,6,0,1,0.0,11.48,4.0,0,82.5,0.36,2.91,2.0,Aston Villa,False,Crystal Palace,,
Emiliano Martínez,Aston Villa,Crystal Palace,2021-11-27,False,90,1,2,0,2,0,0,0.0,11.45,4.2,0,83.08,0.33,2.83,2.0,Aston Villa,True,Manchester City,,
Emiliano Martínez,Aston Villa,Manchester City,2021-12-01,True,90,2,5,0,2,0,0,0.0,11.15,2.6,0,83.57,0.31,3.0,3.0,Aston Villa,True,Leeds United,,
Emiliano Martínez,Aston Villa,Leeds United,2021-12-05,True,90,1,3,0,3,0,0,0.0,10.97,3.0,0,84.0,0.29,3.0,3.0,Aston Villa,False,Liverpool,,
Emiliano Martínez,Aston Villa,Liverpool,2021-12-11,False,90,1,4,0,3,0,0,0.0,10.7,3.2,0,84.38,0.27,3.07,7.0,Aston Villa,False,Norwich,,
Emiliano Martínez,Aston Villa,Norwich,2021-12-14,False,90,0,3,0,7,0,1,0.0,11.07,3.4,0,84.71,0.31,3.06,0.0,Aston Villa,True,Chelsea,,
Emiliano Martínez,Aston Villa,Chelsea,2021-12-26,True,90,3,1,0,0,0,0,0.0,10.8,3.0,0,85.0,0.29,2.94,1.0,Aston Villa,False,Brentford,,
Emiliano Martínez,Aston Villa,Brentford,2022-01-02,False,90,2,2,0,1,0,0,0.0,10.64,2.8,0,85.26,0.28,2.89,2.0,Aston Villa,True,Manchester United,,
Emiliano Martínez,Aston Villa,Manchester United,2022-01-15,True,90,2,4,0,2,0,0,0.0,10.08,2.6,0,85.5,0.26,2.95,5.0,Aston Villa,False,Everton,,
Emiliano Martínez,Aston Villa,Everton,2022-01-22,False,90,0,0,0,5,0,1,0.0,10.35,3.0,0,85.71,0.3,2.8,2.0,Aston Villa,True,Leicester City,,
Emiliano Martínez,Aston Villa,Leicester City,2022-02-09,True,90,3,4,0,2,0,0,0.0,10.43,2.0,0,85.91,0.29,2.86,2.0,Aston Villa,False,Newcastle United,,
Emiliano Martínez,Aston Villa,Newcastle United,2022-02-13,False,90,1,1,0,2,0,0,0.0,10.26,2.4,0,86.09,0.27,2.77,3.0,Aston Villa,True,Watford,,
Emiliano Martínez,Aston Villa,Watford,2022-02-19,True,90,1,3,0,3,0,0,0.0,9.87,2.8,0,86.25,0.26,2.78,5.0,Aston Villa,False,Brighton,,
Emiliano Martínez,Aston Villa,Brighton,2022-02-26,False,90,0,1,0,5,0,1,0.0,9.95,3.4,0,86.4,0.29,2.71,6.0,Aston Villa,True,Southampton,,
Emiliano Martínez,Aston Villa,Southampton,2022-03-05,True,90,0,1,0,6,0,1,0.0,10.19,3.6,0,86.54,0.32,2.64,6.0,Aston Villa,False,Leicester City,,
Emiliano Martínez,Aston Villa,Leicester City,2022-03-10,False,90,0,1,0,6,0,1,0.0,10.19,4.4,0,86.67,0.35,2.58,1.0,Aston Villa,False,West Ham,,
Emiliano Martínez,Aston Villa,West Ham,2022-03-13,False,90,2,2,0,1,0,0,0.0,9.9,4.2,0,86.79,0.33,2.56,3.0,Aston Villa,True,Arsenal,,
Emiliano Martínez,Aston Villa,Arsenal,2022-03-19,True,90,1,3,0,3,0,0,0.0,10.45,4.2,0,86.9,0.32,2.57,2.0,Aston Villa,False,Wolverhampton,,
Emiliano Martínez,Aston Villa,Wolverhampton,2022-04-02,False,90,2,3,0,2,0,0,0.0,9.93,3.6,0,87.0,0.31,2.59,0.0,Aston Villa,True,Tottenham,,
Emiliano Martínez,Aston Villa,Tottenham,2022-04-09,True,90,4,1,0,0,0,0,0.0,9.82,2.4,0,87.1,0.3,2.53,6.0,Aston Villa,False,Leeds United,,
