name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Michael McGovern,Norwich,Liverpool,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Manchester City,,
Michael McGovern,Norwich,Manchester City,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Leeds United,,
Michael McGovern,Norwich,Leeds United,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Arsenal,,
Michael McGovern,Norwich,Arsenal,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Watford,,
Michael McGovern,Norwich,Watford,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Everton,,
Michael McGovern,Norwich,Everton,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Burnley,,
Michael McGovern,Norwich,Burnley,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Brighton,,
Michael McGovern,Norwich,Brighton,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Chelsea,,
Michael McGovern,Norwich,Chelsea,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Leicester City,,
Michael McGovern,Norwich,Leicester City,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Brentford,,
Michael McGovern,Norwich,Brentford,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Southampton,,
Michael McGovern,Norwich,Southampton,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Wolverhampton,,
Michael McGovern,Norwich,Wolverhampton,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Newcastle United,,
Michael McGovern,Norwich,Newcastle United,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Tottenham,,
Michael McGovern,Norwich,Tottenham,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Manchester United,,
Michael McGovern,Norwich,Manchester United,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Aston Villa,,
Michael McGovern,Norwich,Aston Villa,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Arsenal,,
Michael McGovern,Norwich,Arsenal,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Crystal Palace,,
Michael McGovern,Norwich,Crystal Palace,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,West Ham,,
Michael McGovern,Norwich,West Ham,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Everton,,
Michael McGovern,Norwich,Everton,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Watford,,
Michael McGovern,Norwich,Watford,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Crystal Palace,,
Michael McGovern,Norwich,Crystal Palace,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Manchester City,,
Michael McGovern,Norwich,Manchester City,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Liverpool,,
Michael McGovern,Norwich,Liverpool,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Southampton,,
Michael McGovern,Norwich,Southampton,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Brentford,,
Michael McGovern,Norwich,Brentford,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Chelsea,,
Michael McGovern,Norwich,Chelsea,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Leicester City,,
Michael McGovern,Norwich,Leicester City,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Brighton,,
Michael McGovern,Norwich,Brighton,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Burnley,,
Michael McGovern,Norwich,Burnley,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Manchester United,,
Michael McGovern,Norwich,Manchester United,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Newcastle United,,
Michael McGovern,Norwich,Newcastle United,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Aston Villa,,
Michael McGovern,Norwich,Aston Villa,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,West Ham,,
Michael McGovern,Norwich,West Ham,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Leeds United,,
Michael McGovern,Norwich,Leeds United,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,False,Wolverhampton,,
Michael McGovern,Norwich,Wolverhampton,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Norwich,True,Tottenham,,
Michael McGovern,Norwich,Tottenham,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,,Liverpool,False,,,
