name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Willy Caballero,Southampton,Arsenal,2021-12-11,False,90,3,2,0,1,0,0,0.0,1.0,0,90.0,0.0,2.0,1.0,Southampton,False,Crystal Palace,,
Willy Caballero,Southampton,Crystal Palace,2021-12-15,False,90,2,4,0,1,0,0,0.0,1.0,0,90.0,0.0,3.0,0.0,Southampton,False,West Ham,,
Willy Caballero,Southampton,West Ham,,False,0,0,0,0,0,0,0,,0.67,0,60.0,0.0,3.0,0.0,Southampton,True,Tottenham,,
Willy Caballero,Southampton,Tottenham,,True,0,0,0,0,0,0,0,,0.5,0,45.0,0.0,3.0,0.0,Southampton,True,Brentford,,
Willy Caballero,Southampton,Brentford,,True,0,0,0,0,0,0,0,,0.4,0,36.0,0.0,3.0,0.0,Southampton,False,Wolverhampton,,
Willy Caballero,Southampton,Wolverhampton,,False,0,0,0,0,0,0,0,,0.2,0,30.0,0.0,3.0,0.0,Southampton,True,Manchester City,,
Willy Caballero,Southampton,Manchester City,,True,0,0,0,0,0,0,0,,0.0,0,25.71,0.0,3.0,0.0,Southampton,False,Tottenham,,
Willy Caballero,Southampton,Tottenham,,False,0,0,0,0,0,0,0,,0.0,0,22.5,0.0,3.0,0.0,Southampton,False,Manchester United,,
Willy Caballero,Southampton,Manchester United,,False,0,0,0,0,0,0,0,,0.0,0,20.0,0.0,3.0,0.0,Southampton,True,Everton,,
Willy Caballero,Southampton,Everton,,True,0,0,0,0,0,0,0,,0.0,0,18.0,0.0,3.0,0.0,Southampton,True,Norwich,,
Willy Caballero,Southampton,Norwich,,True,0,0,0,0,0,0,0,,0.0,0,16.36,0.0,3.0,0.0,Southampton,False,Aston Villa,,
Willy Caballero,Southampton,Aston Villa,,False,0,0,0,0,0,0,0,,0.0,0,15.0,0.0,3.0,0.0,Southampton,True,Newcastle United,,
Willy Caballero,Southampton,Newcastle United,,True,0,0,0,0,0,0,0,,0.0,0,13.85,0.0,3.0,0.0,Southampton,True,Watford,,
Willy Caballero,Southampton,Watford,,True,0,0,0,0,0,0,0,,0.0,0,12.86,0.0,3.0,0.0,Southampton,False,Leicester City,,
Willy Caballero,Southampton,Leicester City,,False,0,0,0,0,0,0,0,,0.0,0,12.0,0.0,3.0,0.0,Southampton,True,Chelsea,,
Willy Caballero,Southampton,Chelsea,,True,0,0,0,0,0,0,0,,0.0,0,11.25,0.0,3.0,0.0,Southampton,True,Arsenal,,
Willy Caballero,Southampton,Arsenal,,True,0,0,0,0,0,0,0,,0.0,0,10.59,0.0,3.0,0.0,Southampton,False,Burnley,,
Willy Caballero,Southampton,Burnley,,False,0,0,0,0,0,0,0,,0.0,0,10.0,0.0,3.0,0.0,Southampton,False,Brighton,,
Willy Caballero,Southampton,Brighton,,False,0,0,0,0,0,0,0,,0.0,0,9.47,0.0,3.0,0.0,Southampton,True,Crystal Palace,,
Willy Caballero,Southampton,Crystal Palace,,True,0,0,0,0,0,0,0,,0.0,0,9.0,0.0,3.0,0.0,Southampton,False,Brentford,,
Willy Caballero,Southampton,Brentford,,False,0,0,0,0,0,0,0,,0.0,0,8.57,0.0,3.0,0.0,Southampton,True,Liverpool,,
Willy Caballero,Southampton,Liverpool,,True,0,0,0,0,0,0,0,,0.0,0,8.18,0.0,3.0,0.0,Southampton,False,Leeds United,,
Willy Caballero,Southampton,Leeds United,,False,0,0,0,0,0,0,0,,0.0,0,7.83,0.0,3.0,,Southampton,False,Tottenham,,
