name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Bailey Peacock-Farrell,Burnley,Brighton,,True,0,0,0,0,0,0,0,,830,0.0,0,0.0,0,0,0.0,Burnley,False,Liverpool,,
Bailey Peacock-Farrell,Burnley,Liverpool,,False,0,0,0,0,0,0,0,,694,0.0,0,0.0,0,0,0.0,Burnley,True,Leicester City,,
Bailey Peacock-Farrell,Burnley,Leicester City,,True,0,0,0,0,0,0,0,,634,0.0,0,0.0,0,0,0.0,Burnley,False,Everton,,
Bailey Peacock-Farrell,Burnley,Everton,,False,0,0,0,0,0,0,0,,557,0.0,0,0.0,0,0,0.0,Burnley,True,Arsenal,,
Bailey Peacock-Farrell,Burnley,Arsenal,,True,0,0,0,0,0,0,0,,529,0.0,0,0.0,0,0,0.0,Burnley,False,Leeds United,,
Bailey Peacock-Farrell,Burnley,Leeds United,,False,0,0,0,0,0,0,0,,505,0.0,0,0.0,0,0,0.0,Burnley,True,Norwich,,
Bailey Peacock-Farrell,Burnley,Norwich,,True,0,0,0,0,0,0,0,,489,0.0,0,0.0,0,0,0.0,Burnley,False,Manchester City,,
Bailey Peacock-Farrell,Burnley,Manchester City,,False,0,0,0,0,0,0,0,,473,0.0,0,0.0,0,0,0.0,Burnley,False,Southampton,,
Bailey Peacock-Farrell,Burnley,Southampton,,False,0,0,0,0,0,0,0,,471,0.0,0,0.0,0,0,0.0,Burnley,True,Brentford,,
Bailey Peacock-Farrell,Burnley,Brentford,,True,0,0,0,0,0,0,0,,469,0.0,0,0.0,0,0,0.0,Burnley,False,Chelsea,,
Bailey Peacock-Farrell,Burnley,Chelsea,,False,0,0,0,0,0,0,0,,461,0.0,0,0.0,0,0,0.0,Burnley,True,Crystal Palace,,
Bailey Peacock-Farrell,Burnley,Crystal Palace,,True,0,0,0,0,0,0,0,,455,0.0,0,0.0,0,0,0.0,Burnley,False,Wolverhampton,,
Bailey Peacock-Farrell,Burnley,Wolverhampton,,False,0,0,0,0,0,0,0,,445,0.0,0,0.0,0,0,0.0,Burnley,False,Newcastle United,,
Bailey Peacock-Farrell,Burnley,Newcastle United,,False,0,0,0,0,0,0,0,,441,0.0,0,0.0,0,0,0.0,Burnley,True,West Ham,,
Bailey Peacock-Farrell,Burnley,West Ham,,True,0,0,0,0,0,0,0,,433,0.0,0,0.0,0,0,0.0,Burnley,False,Manchester United,,
Bailey Peacock-Farrell,Burnley,Manchester United,,False,0,0,0,0,0,0,0,,426,0.0,0,0.0,0,0,0.0,Burnley,False,Leicester City,,
Bailey Peacock-Farrell,Burnley,Leicester City,,False,0,0,0,0,0,0,0,,423,0.0,0,0.0,0,0,0.0,Burnley,False,Arsenal,,
Bailey Peacock-Farrell,Burnley,Arsenal,,False,0,0,0,0,0,0,0,,414,0.0,0,0.0,0,0,0.0,Burnley,True,Watford,,
Bailey Peacock-Farrell,Burnley,Watford,,True,0,0,0,0,0,0,0,,414,0.0,0,0.0,0,0,0.0,Burnley,True,Manchester United,,
Bailey Peacock-Farrell,Burnley,Manchester United,,True,0,0,0,0,0,0,0,,413,0.0,0,0.0,0,0,0.0,Burnley,True,Liverpool,,
Bailey Peacock-Farrell,Burnley,Liverpool,,True,0,0,0,0,0,0,0,,412,0.0,0,0.0,0,0,0.0,Burnley,False,Brighton,,
Bailey Peacock-Farrell,Burnley,Brighton,,False,0,0,0,0,0,0,0,,409,0.0,0,0.0,0,0,0.0,Burnley,True,Tottenham,,
Bailey Peacock-Farrell,Burnley,Tottenham,,True,0,0,0,0,0,0,0,,409,0.0,0,0.0,0,0,0.0,Burnley,False,Crystal Palace,,
Bailey Peacock-Farrell,Burnley,Crystal Palace,,False,0,0,0,0,0,0,0,,408,0.0,0,0.0,0,0,0.0,Burnley,True,Leeds United,,
Bailey Peacock-Farrell,Burnley,Leeds United,,True,0,0,0,0,0,0,0,,408,0.0,0,0.0,0,0,0.0,Burnley,True,Chelsea,,
Bailey Peacock-Farrell,Burnley,Chelsea,,True,0,0,0,0,0,0,0,,408,0.0,0,0.0,0,0,0.0,Burnley,False,Brentford,,
Bailey Peacock-Farrell,Burnley,Brentford,,False,0,0,0,0,0,0,0,,408,0.0,0,0.0,0,0,0.0,Burnley,True,Manchester City,,
Bailey Peacock-Farrell,Burnley,Manchester City,,True,0,0,0,0,0,0,0,,408,0.0,0,0.0,0,0,0.0,Burnley,True,Everton,,
Bailey Peacock-Farrell,Burnley,Everton,,True,0,0,0,0,0,0,0,,408,0.0,0,0.0,0,0,0.0,Burnley,False,Norwich,,
Bailey Peacock-Farrell,Burnley,Norwich,,False,0,0,0,0,0,0,0,,408,0.0,0,0.0,0,0,0.0,Burnley,False,West Ham,,
Bailey Peacock-Farrell,Burnley,West Ham,,False,0,0,0,0,0,0,0,,406,0.0,0,0.0,0,0,0.0,Burnley,True,Southampton,,
Bailey Peacock-Farrell,Burnley,Southampton,,True,0,0,0,0,0,0,0,,406,0.0,0,0.0,0,0,0.0,Burnley,True,Wolverhampton,,
Bailey Peacock-Farrell,Burnley,Wolverhampton,,True,0,0,0,0,0,0,0,,405,0.0,0,0.0,0,0,0.0,Burnley,False,Watford,,
Bailey Peacock-Farrell,Burnley,Watford,,False,0,0,0,0,0,0,0,,406,0.0,0,0.0,0,0,0.0,Burnley,True,Aston Villa,,
Bailey Peacock-Farrell,Burnley,Aston Villa,,True,0,0,0,0,0,0,0,,403,0.0,0,0.0,0,0,0.0,Burnley,False,Tottenham,,
Bailey Peacock-Farrell,Burnley,Tottenham,,False,0,0,0,0,0,0,0,,401,0.0,0,0.0,0,0,0.0,Burnley,False,Aston Villa,,
Bailey Peacock-Farrell,Burnley,Aston Villa,,False,0,0,0,0,0,0,0,,401,0.0,0,0.0,0,0,0.0,Burnley,True,Newcastle United,,
Bailey Peacock-Farrell,Burnley,Newcastle United,,True,0,0,0,0,0,0,0,,401,0.0,0,0.0,0,0,,Southampton,False,Tottenham,,
