name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Remi Matthews,Crystal Palace,Brentford,2021-08-21,True,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,Crystal Palace,False,West Ham,,
Remi Matthews,Crystal Palace,West Ham,2021-08-28,False,0,0,0,0,0,0,0,0.0,0.04,0.0,0,0.0,0,0,0.0,Crystal Palace,True,Tottenham,,
Remi Matthews,Crystal Palace,Tottenham,2021-09-11,True,0,0,0,0,0,0,0,0.0,0.14,0.0,0,0.0,0,0,0.0,Crystal Palace,False,Liverpool,,
Remi Matthews,Crystal Palace,Liverpool,2021-09-18,False,0,0,0,0,0,0,0,0.0,0.17,0.0,0,0.0,0,0,0.0,Crystal Palace,True,Brighton,,
Remi Matthews,Crystal Palace,Brighton,,True,0,0,0,0,0,0,0,,0.17,0.0,0,0.0,0,0,0.0,Crystal Palace,True,Leeds United,,
Remi Matthews,Crystal Palace,Leeds United,2021-10-03,True,0,0,0,0,0,0,0,0.0,0.17,0.0,0,0.0,0,0,0.0,Crystal Palace,False,Arsenal,,
Remi Matthews,Crystal Palace,Arsenal,,False,0,0,0,0,0,0,0,,0.16,0.0,0,0.0,0,0,0.0,Crystal Palace,True,Newcastle United,,
Remi Matthews,Crystal Palace,Newcastle United,,True,0,0,0,0,0,0,0,,0.17,0.0,0,0.0,0,0,0.0,Crystal Palace,False,Manchester City,,
Remi Matthews,Crystal Palace,Manchester City,,False,0,0,0,0,0,0,0,,0.19,0.0,0,0.0,0,0,0.0,Crystal Palace,True,Wolverhampton,,
Remi Matthews,Crystal Palace,Wolverhampton,,True,0,0,0,0,0,0,0,,0.17,0.0,0,0.0,0,0,0.0,Crystal Palace,False,Burnley,,
