name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Sam Waller,Burnley,Brighton,2022-02-19,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,Burnley,True,Tottenham,,
Sam Waller,Burnley,Tottenham,,True,0,0,0,0,0,0,0,,0.0,0.0,0,0.0,0,0,0.0,Burnley,False,Crystal Palace,,
Sam Waller,Burnley,Crystal Palace,,False,0,0,0,0,0,0,0,,0.0,0.0,0,0.0,0,0,0.0,Burnley,True,Leeds United,,
Sam Waller,Burnley,Leeds United,,True,0,0,0,0,0,0,0,,0.0,0.0,0,0.0,0,0,0.0,Burnley,True,Chelsea,,
Sam Waller,Burnley,Chelsea,,True,0,0,0,0,0,0,0,,0.0,0.0,0,0.0,0,0,0.0,Burnley,False,Brentford,,
Sam Waller,Burnley,Brentford,2022-03-12,False,0,0,0,0,0,0,0,0.0,0.01,0.0,0,0.0,0,0,0.0,Burnley,True,Manchester City,,
Sam Waller,Burnley,Manchester City,,True,0,0,0,0,0,0,0,,0.01,0.0,0,0.0,0,0,0.0,Burnley,True,Everton,,
Sam Waller,Burnley,Everton,,True,0,0,0,0,0,0,0,,0.01,0.0,0,0.0,0,0,0.0,Burnley,False,Norwich,,
Sam Waller,Burnley,Norwich,,False,0,0,0,0,0,0,0,,0.01,0.0,0,0.0,0,0,0.0,Burnley,False,West Ham,,
Sam Waller,Burnley,West Ham,,False,0,0,0,0,0,0,0,,0.01,0.0,0,0.0,0,0,0.0,Burnley,True,Southampton,,
Sam Waller,Burnley,Southampton,,True,0,0,0,0,0,0,0,,0.01,0.0,0,0.0,0,0,0.0,Burnley,True,Wolverhampton,,
Sam Waller,Burnley,Wolverhampton,,True,0,0,0,0,0,0,0,,0.01,0.0,0,0.0,0,0,0.0,Burnley,False,Watford,,
Sam Waller,Burnley,Watford,,False,0,0,0,0,0,0,0,,0.01,0.0,0,0.0,0,0,0.0,Burnley,True,Aston Villa,,
Sam Waller,Burnley,Aston Villa,,True,0,0,0,0,0,0,0,,0.01,0.0,0,0.0,0,0,0.0,Burnley,False,Tottenham,,
Sam Waller,Burnley,Tottenham,2022-05-15,False,0,0,0,0,0,0,0,0.0,0.02,0.0,0,0.0,0,0,0.0,Burnley,False,Aston Villa,,
Sam Waller,Burnley,Aston Villa,,False,0,0,0,0,0,0,0,,0.02,0.0,0,0.0,0,0,0.0,Burnley,True,Newcastle United,,
Sam Waller,Burnley,Newcastle United,,True,0,0,0,0,0,0,0,,0.01,0.0,0,0.0,0,0,,Liverpool,False,Fulham,,
