name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ederson Santana de Moraes,Man City,Tottenham,2021-08-15,False,90,1,1,0,2,0,0,0.0,6.31,2.0,0,90.0,0.0,1.0,6.0,Man City,True,Norwich,,
Ederson Santana de Moraes,Man City,Norwich,2021-08-21,True,90,0,0,0,6,0,1,0.0,7.1,4.0,0,90.0,0.5,0.5,6.0,Man City,True,Arsenal,,
Ederson Santana de Moraes,Man City,Arsenal,2021-08-28,True,90,0,0,0,6,0,1,0.0,7.36,4.67,0,90.0,0.67,0.33,6.0,Man City,False,Leeds United,,
Ederson Santana de Moraes,Man City,Leeds United,2021-09-11,False,90,0,2,0,6,0,1,0.0,7.09,5.0,0,90.0,0.75,0.75,8.0,Man City,True,Southampton,,
Ederson Santana de Moraes,Man City,Southampton,2021-09-18,True,90,0,2,0,8,2,1,0.0,7.4,5.6,0,90.0,0.8,1.0,6.0,Man City,False,Chelsea,,
Ederson Santana de Moraes,Man City,Chelsea,2021-09-25,False,90,0,0,0,6,0,1,0.0,7.43,6.4,0,90.0,0.83,0.83,1.0,Man City,False,Liverpool,,
Ederson Santana de Moraes,Man City,Liverpool,2021-10-03,False,90,2,1,0,1,0,0,0.0,7.63,5.4,0,90.0,0.71,0.86,0.0,Man City,True,Burnley,,
Ederson Santana de Moraes,Man City,Burnley,,True,0,0,0,0,0,0,0,,7.27,4.2,0,78.75,0.71,0.86,2.0,Man City,False,Brighton,,
Ederson Santana de Moraes,Man City,Brighton,2021-10-23,False,90,1,4,0,2,0,0,0.0,7.41,3.4,0,80.0,0.62,1.25,0.0,Man City,True,Crystal Palace,,
Ederson Santana de Moraes,Man City,Crystal Palace,2021-10-30,True,90,2,1,0,0,0,0,0.0,7.5,1.8,0,81.0,0.56,1.22,6.0,Man City,False,Manchester United,,
Ederson Santana de Moraes,Man City,Manchester United,2021-11-06,False,90,0,1,0,6,0,1,0.0,7.09,1.8,0,81.82,0.6,1.2,6.0,Man City,True,Everton,,
Ederson Santana de Moraes,Man City,Everton,2021-11-21,True,90,0,1,0,6,0,1,0.0,7.28,2.8,0,82.5,0.64,1.18,2.0,Man City,True,West Ham,,
Ederson Santana de Moraes,Man City,West Ham,2021-11-28,True,90,1,2,0,2,0,0,0.0,7.3,3.2,0,83.08,0.58,1.25,2.0,Man City,False,Aston Villa,,
Ederson Santana de Moraes,Man City,Aston Villa,2021-12-01,False,90,1,2,0,2,0,0,0.0,7.34,3.2,0,83.57,0.54,1.31,3.0,Man City,False,Watford,,
Ederson Santana de Moraes,Man City,Watford,2021-12-04,False,90,1,3,0,3,0,0,0.0,7.42,3.8,0,84.0,0.5,1.43,6.0,Man City,True,Wolverhampton,,
Ederson Santana de Moraes,Man City,Wolverhampton,2021-12-11,True,90,0,1,0,6,0,1,0.0,7.6,3.8,0,84.38,0.53,1.4,7.0,Man City,True,Leicester City,,
Ederson Santana de Moraes,Man City,Leicester City,2021-12-14,True,90,0,3,0,7,0,1,0.0,7.85,4.0,0,84.71,0.56,1.5,6.0,Man City,False,Newcastle United,,
Ederson Santana de Moraes,Man City,Newcastle United,2021-12-19,False,90,0,1,0,6,0,1,0.0,8.62,4.8,0,85.0,0.59,1.47,2.0,Man City,True,Leeds United,,
Ederson Santana de Moraes,Man City,Leeds United,2021-12-26,True,90,3,5,0,2,0,0,0.0,8.19,4.8,0,85.26,0.56,1.67,9.0,Man City,False,Brentford,,
Ederson Santana de Moraes,Man City,Brentford,2021-12-29,False,90,0,3,0,9,2,1,0.0,8.6,6.0,0,85.5,0.58,1.74,2.0,Man City,False,Arsenal,,
Ederson Santana de Moraes,Man City,Arsenal,2022-01-01,False,90,1,1,0,2,0,0,0.0,8.59,5.2,0,85.71,0.55,1.7,6.0,Man City,True,Chelsea,,
Ederson Santana de Moraes,Man City,Chelsea,2022-01-15,True,90,0,1,0,6,0,1,0.0,9.02,5.0,0,85.91,0.57,1.67,2.0,Man City,False,Southampton,,
