name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
John Ruddy,Wolves,Leeds United,,False,0,0,0,0,0,0,0,,14394,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Tottenham,,
John Ruddy,Wolves,Tottenham,,True,0,0,0,0,0,0,0,,16114,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Manchester United,,
John Ruddy,Wolves,Manchester United,,True,0,0,0,0,0,0,0,,16186,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Watford,,
John Ruddy,Wolves,Watford,,False,0,0,0,0,0,0,0,,16626,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Brentford,,
John Ruddy,Wolves,Brentford,,True,0,0,0,0,0,0,0,,16759,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Southampton,,
John Ruddy,Wolves,Southampton,,False,0,0,0,0,0,0,0,,16468,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Newcastle United,,
John Ruddy,Wolves,Newcastle United,,True,0,0,0,0,0,0,0,,16392,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Aston Villa,,
John Ruddy,Wolves,Aston Villa,,False,0,0,0,0,0,0,0,,16112,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Leicester City,,
John Ruddy,Wolves,Leicester City,,False,0,0,0,0,0,0,0,,15981,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Everton,,
John Ruddy,Wolves,Everton,,True,0,0,0,0,0,0,0,,15930,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Crystal Palace,,
John Ruddy,Wolves,Crystal Palace,,False,0,0,0,0,0,0,0,,15807,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,West Ham,,
John Ruddy,Wolves,West Ham,,True,0,0,0,0,0,0,0,,15707,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Norwich,,
John Ruddy,Wolves,Norwich,,False,0,0,0,0,0,0,0,,15634,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Burnley,,
John Ruddy,Wolves,Burnley,,True,0,0,0,0,0,0,0,,15620,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Liverpool,,
John Ruddy,Wolves,Liverpool,,True,0,0,0,0,0,0,0,,15674,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Manchester City,,
John Ruddy,Wolves,Manchester City,,False,0,0,0,0,0,0,0,,15661,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Brighton,,
John Ruddy,Wolves,Brighton,,False,0,0,0,0,0,0,0,,15567,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Chelsea,,
John Ruddy,Wolves,Chelsea,,True,0,0,0,0,0,0,0,,15966,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Manchester United,,
John Ruddy,Wolves,Manchester United,,False,0,0,0,0,0,0,0,,15408,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Southampton,,
John Ruddy,Wolves,Southampton,,True,0,0,0,0,0,0,0,,15482,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Brentford,,
John Ruddy,Wolves,Brentford,,False,0,0,0,0,0,0,0,,15594,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Arsenal,,
John Ruddy,Wolves,Arsenal,,True,0,0,0,0,0,0,0,,15672,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Tottenham,,
