name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
João Virgínia,Everton,Southampton,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Leicester City,,
João Virgínia,Everton,Leicester City,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Brighton,,
João Virgínia,Everton,Brighton,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Burnley,,
João Virgínia,Everton,Burnley,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Aston Villa,,
João Virgínia,Everton,Aston Villa,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Norwich,,
João Virgínia,Everton,Norwich,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Manchester United,,
João Virgínia,Everton,Manchester United,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,West Ham,,
João Virgínia,Everton,West Ham,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Watford,,
João Virgínia,Everton,Watford,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Wolverhampton,,
João Virgínia,Everton,Wolverhampton,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Tottenham,,
João Virgínia,Everton,Tottenham,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Manchester City,,
João Virgínia,Everton,Manchester City,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Brentford,,
João Virgínia,Everton,Brentford,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Liverpool,,
João Virgínia,Everton,Liverpool,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Arsenal,,
João Virgínia,Everton,Arsenal,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Crystal Palace,,
João Virgínia,Everton,Crystal Palace,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Chelsea,,
João Virgínia,Everton,Chelsea,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Brighton,,
João Virgínia,Everton,Brighton,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Norwich,,
João Virgínia,Everton,Norwich,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Aston Villa,,
João Virgínia,Everton,Aston Villa,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Newcastle United,,
João Virgínia,Everton,Newcastle United,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Leicester City,,
João Virgínia,Everton,Leicester City,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Southampton,,
João Virgínia,Everton,Southampton,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Manchester City,,
João Virgínia,Everton,Manchester City,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Tottenham,,
João Virgínia,Everton,Tottenham,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Wolverhampton,,
João Virgínia,Everton,Wolverhampton,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Newcastle United,,
João Virgínia,Everton,Newcastle United,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,West Ham,,
João Virgínia,Everton,West Ham,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Burnley,,
João Virgínia,Everton,Burnley,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Manchester United,,
João Virgínia,Everton,Manchester United,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Leeds United,,
João Virgínia,Everton,Leeds United,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Liverpool,,
João Virgínia,Everton,Liverpool,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Chelsea,,
João Virgínia,Everton,Chelsea,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Leeds United,,
João Virgínia,Everton,Leeds United,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Watford,,
João Virgínia,Everton,Watford,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Brentford,,
João Virgínia,Everton,Brentford,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,True,Crystal Palace,,
João Virgínia,Everton,Crystal Palace,,True,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,0.0,Everton,False,Arsenal,,
João Virgínia,Everton,Arsenal,,False,0,0,0,0,0,0,0,,0.0,0,0.0,0,0,,Liverpool,False,,,
