assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0.0,0.0,0.0,0.0,0.0,111.0,7,0.0,0.0,0.0,0.0,2020-09-14T19:15:00Z,0.0,3,0.0,0.0,0.0,0.0,1,0.0,11017.0,3,1,0.0,0.0,0,0,0,50,False,0.0
0.0,0.0,0.0,0.0,0.0,111.0,11,0.0,0.0,0.0,0.0,2020-09-20T15:30:00Z,0.0,11,0.0,0.0,0.0,0.0,2,0.0,12610.0,2,0,0.0,0.0,-1812,430,2242,50,True,0.0
0.0,0.0,0.0,0.0,0.0,111.0,27,0.0,0.0,0.0,0.0,2020-09-26T16:30:00Z,0.0,18,0.0,0.0,0.0,0.0,3,0.0,12263.0,3,3,0.0,0.0,-1592,608,2200,49,False,0.0
0.0,0.0,0.0,0.0,0.0,111.0,31,0.0,0.0,0.0,0.0,2020-10-03T11:30:00Z,0.0,6,0.0,0.0,0.0,0.0,4,0.0,11795.0,0,4,0.0,0.0,-1168,457,1625,49,True,0.0
0.0,0.0,0.0,0.0,0.0,111.0,39,0.0,0.0,0.0,0.0,2020-10-17T14:00:00Z,0.0,16,0.0,0.0,0.0,0.0,5,0.0,11355.0,3,3,0.0,0.0,-990,403,1393,49,True,0.0
0.0,0.0,0.0,0.0,0.0,111.0,55,0.0,0.0,0.0,0.0,2020-10-24T16:30:00Z,0.0,13,0.0,0.0,0.0,0.0,6,0.0,11104.0,0,0,0.0,0.0,-575,250,825,48,False,0.0
0.0,0.0,0.0,0.0,0.0,111.0,60,0.0,0.0,0.0,0.0,2020-10-31T15:00:00Z,0.0,4,0.0,0.0,0.0,0.0,7,0.0,10886.0,3,0,0.0,0.0,-493,227,720,48,False,0.0
0.0,0.0,0.0,0.0,0.0,111.0,71,0.0,0.0,0.0,0.0,2020-11-07T17:30:00Z,0.0,15,0.0,0.0,0.0,0.0,8,0.0,10495.0,1,4,0.0,0.0,-511,148,659,48,True,0.0
0.0,0.0,5.0,0.0,0.7,111.0,85,0.0,0.0,0.7,6.2,2020-11-21T12:30:00Z,8.0,14,0.0,0.0,0.0,0.0,9,0.0,10318.0,2,0,0.0,1.0,-424,159,583,48,False,0.0
0.0,0.0,0.0,0.0,0.0,111.0,91,0.0,0.0,0.0,0.0,2020-11-29T16:30:00Z,0.0,17,0.0,0.0,0.0,0.0,10,0.0,10369.0,0,0,0.0,0.0,-123,158,281,48,True,0.0
