name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,clean_sheets_3g_avg,clean_sheets_5g_avg,clean_sheets_ema,clean_sheets_momentum_3g,clean_sheets_momentum_5g,form_3g_avg,form_5g_avg,form_ema,form_momentum_3g,form_momentum_5g,xA_3g_avg,xA_5g_avg,xA_ema,xA_momentum_3g,xA_momentum_5g,xG_3g_avg,xG_5g_avg,xG_ema,xG_momentum_3g,xG_momentum_5g,expected_goals_conceded_3g_avg,expected_goals_conceded_5g_avg,expected_goals_conceded_ema,expected_goals_conceded_momentum_3g,expected_goals_conceded_momentum_5g,ict_index_3g_avg,ict_index_5g_avg,ict_index_ema,ict_index_momentum_3g,ict_index_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,next_week_specific_fixture_difficulty_3g_avg,next_week_specific_fixture_difficulty_5g_avg,next_week_specific_fixture_difficulty_ema,next_week_specific_fixture_difficulty_momentum_3g,next_week_specific_fixture_difficulty_momentum_5g,next_week_holistic_fixture_difficulty_3g_avg,next_week_holistic_fixture_difficulty_5g_avg,next_week_holistic_fixture_difficulty_ema,next_week_holistic_fixture_difficulty_momentum_3g,next_week_holistic_fixture_difficulty_momentum_5g,clean_sheets_expected_goals_conceded_3g,clean_sheets_expected_goals_conceded_5g,form_difficulty_3g,clean_sheets_form_interaction,clean_sheets_per_90,xA_per_90,xG_per_90,ict_index_per_90
Nikola Milenković,Nott'm Forest,Bournemouth,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,17842.0,0.0,0.0,0.0,0.0,6.0,Nott'm Forest,False,Southampton,,-0.31,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.31,-0.31,-0.31,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Nikola Milenković,Nott'm Forest,Southampton,2024-08-24,False,90.0,0.0,0.87,0.0,0.02,6.0,3.0,1.0,4.1,0.0,1.0,0.0,0.14,1.0,17601.0,3.0,0.44,45.0,1.0,2.0,Nott'm Forest,True,Wolverhampton,,-0.08,90.0,90.0,,0.5,0.5,0.3333333333333333,0.5,0.5,1.5,1.5,1.0,1.5,1.5,0.01,0.01,0.02,0.01,0.01,0.435,0.435,0.87,0.435,0.435,0.07,0.07,0.04666666666666667,0.07,0.07,2.05,2.05,1.3666666666666665,2.05,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.195,-0.195,-0.23333333333333336,0.115,0.115,0.035,0.035,,0.75,1.0,0.02,0.87,4.1
Nikola Milenković,Nott'm Forest,Wolverhampton,2024-08-31,True,90.0,0.0,0.0,0.0,0.04,2.0,0.0,1.0,2.1,0.0,0.0,1.0,0.74,1.0,22945.0,2.67,0.29,60.0,0.5,6.0,Nott'm Forest,False,Liverpool,,-1.08,180.0,180.0,,0.3333333333333333,0.3333333333333333,0.22222222222222224,-0.3333333333333333,-0.3333333333333333,1.89,1.89,1.5566666666666666,0.78,0.78,0.02,0.02,0.02666666666666667,0.02,0.02,0.29,0.29,0.5800000000000001,-0.29,-0.29,0.29333333333333333,0.29333333333333333,0.2777777777777778,0.44666666666666666,0.44666666666666666,2.0666666666666664,2.0666666666666664,1.6111111111111112,0.03333333333333366,0.03333333333333366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.49000000000000005,-0.49000000000000005,-0.5155555555555555,-0.5900000000000001,-0.5900000000000001,0.09777777777777777,0.09777777777777777,,0.6299999999999999,0.5,0.03,0.435,3.0999999999999996
Nikola Milenković,Nott'm Forest,Liverpool,2024-09-14,False,90.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.8,0.0,1.0,0.0,0.94,1.0,22998.0,3.5,0.22,67.5,0.67,1.0,Nott'm Forest,False,Brighton,,-0.61,270.0,270.0,,0.6666666666666666,0.5,0.4814814814814815,0.33333333333333337,0.5,3.0566666666666666,2.2925,2.2044444444444444,0.44333333333333336,1.2075,0.02,0.015000000000000001,0.01777777777777778,-0.02,-0.015000000000000001,0.29,0.2175,0.38666666666666677,-0.29,-0.2175,0.6066666666666666,0.45499999999999996,0.49851851851851847,0.33333333333333337,0.485,2.6666666666666665,2.0,1.674074074074074,-0.8666666666666665,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.59,-0.52,-0.547037037037037,-0.020000000000000018,-0.08999999999999997,0.4044444444444444,0.22749999999999998,,2.0377777777777775,0.6666666666666666,0.02,0.29,2.6666666666666665
Nikola Milenković,Nott'm Forest,Brighton,2024-09-22,False,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.1,0.0,0.0,2.0,0.94,1.0,28995.0,3.0,0.17,72.0,0.5,2.0,Nott'm Forest,True,Fulham,,0.27,270.0,360.0,,0.3333333333333333,0.4,0.3209876543209877,-0.3333333333333333,-0.4,3.0566666666666666,2.434,2.4696296296296296,-0.05666666666666664,0.5659999999999998,0.013333333333333336,0.012,0.011851851851851855,-0.013333333333333336,-0.012,0.0,0.174,0.2577777777777779,0.0,-0.174,0.8733333333333332,0.5519999999999999,0.645679012345679,0.06666666666666676,0.388,2.3333333333333335,2.2199999999999998,2.1493827160493826,0.7666666666666666,0.8800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.47333333333333344,-0.362,-0.27469135802469136,0.7433333333333334,0.632,0.29111111111111104,0.2208,,1.0188888888888887,0.5,0.015000000000000001,0.2175,2.775
Nikola Milenković,Nott'm Forest,Fulham,2024-09-28,True,90.0,0.0,0.08,0.0,0.0,2.0,1.0,0.0,2.5,0.0,0.0,1.0,1.33,1.0,36733.0,3.4,0.19,75.0,0.4,5.0,Nott'm Forest,False,Chelsea,,-0.9,270.0,450.0,,0.3333333333333333,0.4,0.21399176954732516,-0.3333333333333333,-0.4,3.3000000000000003,3.114,2.7797530864197535,0.09999999999999964,0.28600000000000003,0.0,0.012,0.007901234567901238,0.0,-0.012,0.02666666666666667,0.19,0.19851851851851862,0.05333333333333333,-0.11,1.07,0.818,0.8737860082304527,0.26,0.5120000000000001,2.466666666666667,2.7199999999999998,2.2662551440329217,0.033333333333333215,-0.21999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.4133333333333334,-0.4800000000000001,-0.48312757201646095,-0.48666666666666664,-0.41999999999999993,0.3566666666666667,0.3272,,1.1,0.4,0.012,0.19,2.7199999999999998
Nikola Milenković,Nott'm Forest,Chelsea,2024-10-06,False,90.0,0.0,0.0,1.0,0.45,5.0,0.0,1.0,4.4,0.0,0.0,1.0,2.27,1.0,36511.0,3.2,0.22,77.14,0.33,6.0,Nott'm Forest,True,Crystal Palace,,0.88,270.0,450.0,,0.0,0.2,0.1426611796982168,0.0,-0.2,3.1999999999999997,3.154,2.9198353909465027,4.440892098500626e-16,0.04600000000000026,0.15,0.098,0.15526748971193416,0.30000000000000004,0.352,0.02666666666666667,0.016,0.13234567901234576,-0.02666666666666667,-0.016,1.5133333333333334,1.244,1.3391906721536353,0.7566666666666666,1.026,3.3333333333333335,2.7800000000000002,2.9775034293552816,1.0666666666666669,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.08333333333333326,-0.288,-0.02875171467764065,0.7966666666666667,1.168,0.0,0.24880000000000002,,0.0,0.3333333333333333,0.085,0.15833333333333333,3.0
Nikola Milenković,Nott'm Forest,Crystal Palace,2024-10-21,True,90.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.5,0.0,1.0,0.0,1.12,1.0,82802.0,4.0,0.22,78.75,0.43,1.0,Nott'm Forest,False,Leicester City,,-0.22,270.0,450.0,,0.3333333333333333,0.4,0.42844078646547784,0.6666666666666667,0.6,3.533333333333333,3.4200000000000004,3.279890260631002,0.4666666666666668,0.5799999999999996,0.15,0.09,0.10351165980795611,-0.15,-0.09,0.02666666666666667,0.016,0.08823045267489718,-0.02666666666666667,-0.016,1.5733333333333335,1.3199999999999998,1.2661271147690902,-0.45333333333333337,-0.19999999999999973,2.8000000000000003,2.66,2.4850022862368544,-1.3000000000000003,-1.1600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.08000000000000008,-0.11600000000000003,-0.09250114311842711,-0.1399999999999999,-0.10399999999999997,0.5244444444444445,0.5279999999999999,,1.1777777777777776,0.42857142857142855,0.07285714285714286,0.1357142857142857,2.7857142857142856
Nikola Milenković,Nott'm Forest,Leicester City,2024-10-25,False,90.0,0.0,0.01,0.0,0.0,1.0,1.0,0.0,1.3,0.0,0.0,1.0,0.76,1.0,100094.0,3.0,0.22,80.0,0.38,6.0,Nott'm Forest,True,West Ham,,0.48,270.0,450.0,,0.3333333333333333,0.2,0.28562719097698525,-0.3333333333333333,-0.2,3.4,3.3200000000000003,3.186593507087335,-0.3999999999999999,-0.3200000000000003,0.15,0.09000000000000001,0.06900777320530409,-0.15,-0.09000000000000001,0.0033333333333333335,0.018,0.062153635116598126,0.006666666666666666,-0.007999999999999998,1.3833333333333335,1.284,1.097418076512727,-0.6233333333333335,-0.524,2.4,2.56,2.090001524157903,-1.0999999999999999,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.3799999999999999,0.10199999999999995,0.0983325712543819,0.10000000000000009,0.378,0.46111111111111114,0.25680000000000003,,1.1333333333333333,0.375,0.06375,0.12,2.6
Nikola Milenković,Nott'm Forest,West Ham,2024-11-02,True,90.0,0.0,0.84,0.0,0.07,6.0,2.0,1.0,5.2,0.0,1.0,0.0,0.13,1.0,107882.0,4.0,0.38,81.0,0.44,1.0,Nott'm Forest,True,Newcastle United,,0.67,270.0,450.0,,0.6666666666666666,0.4,0.5237514606513235,0.33333333333333337,0.6,3.6666666666666665,3.5200000000000005,3.4577290047248903,0.3333333333333335,0.47999999999999954,0.023333333333333334,0.10400000000000001,0.06933851547020273,0.046666666666666676,-0.034,0.2833333333333333,0.186,0.3214357567443987,0.5566666666666666,0.6539999999999999,0.67,1.1219999999999999,0.7749453843418181,-0.54,-0.9919999999999999,2.6666666666666665,2.98,3.1266676827719353,2.5333333333333337,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.30999999999999994,0.18199999999999997,0.2888883808362546,0.3600000000000001,0.4880000000000001,0.44666666666666666,0.4488,,2.444444444444444,0.4444444444444444,0.06444444444444446,0.19999999999999998,2.888888888888889
