name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,clean_sheets_3g_avg,clean_sheets_5g_avg,clean_sheets_ema,clean_sheets_momentum_3g,clean_sheets_momentum_5g,form_3g_avg,form_5g_avg,form_ema,form_momentum_3g,form_momentum_5g,xA_3g_avg,xA_5g_avg,xA_ema,xA_momentum_3g,xA_momentum_5g,xG_3g_avg,xG_5g_avg,xG_ema,xG_momentum_3g,xG_momentum_5g,expected_goals_conceded_3g_avg,expected_goals_conceded_5g_avg,expected_goals_conceded_ema,expected_goals_conceded_momentum_3g,expected_goals_conceded_momentum_5g,ict_index_3g_avg,ict_index_5g_avg,ict_index_ema,ict_index_momentum_3g,ict_index_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,next_week_specific_fixture_difficulty_3g_avg,next_week_specific_fixture_difficulty_5g_avg,next_week_specific_fixture_difficulty_ema,next_week_specific_fixture_difficulty_momentum_3g,next_week_specific_fixture_difficulty_momentum_5g,next_week_holistic_fixture_difficulty_3g_avg,next_week_holistic_fixture_difficulty_5g_avg,next_week_holistic_fixture_difficulty_ema,next_week_holistic_fixture_difficulty_momentum_3g,next_week_holistic_fixture_difficulty_momentum_5g,clean_sheets_expected_goals_conceded_3g,clean_sheets_expected_goals_conceded_5g,form_difficulty_3g,clean_sheets_form_interaction,clean_sheets_per_90,xA_per_90,xG_per_90,ict_index_per_90
Harry Maguire,Man Utd,Fulham,2024-08-16,True,80,0.0,0.0,0.0,0.0,5,0.0,0.0,2.1,0,1,0,0.38,1,39835,5.0,0.0,80.0,1.0,2.14,1.31,0.24,36.68,2.0,Man Utd,False,Brighton,,-0.61,80.0,80.0,,1.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.38,0.0,0.0,2.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.61,-0.61,-0.61,0.0,0.0,0.38,0.38,,5.0,1.125,0.0,0.0,2.3625000000000003
Harry Maguire,Man Utd,Brighton,2024-08-24,False,78,0.0,0.05,0.0,0.02,2,1.0,1.0,3.1,0,0,1,1.5,1,72691,3.5,0.03,79.0,0.5,2.14,1.31,0.24,36.68,1.0,Man Utd,True,Liverpool,,0.24,158.0,158.0,,0.5,0.5,0.6666666666666667,-0.5,-0.5,4.25,4.25,4.5,-0.75,-0.75,0.01,0.01,0.006666666666666666,0.01,0.01,0.025,0.025,0.016666666666666666,0.025,0.025,0.94,0.94,0.7533333333333334,0.56,0.56,2.6,2.6,2.4333333333333336,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.185,-0.185,-0.32666666666666666,0.425,0.425,0.47,0.47,,2.125,0.569620253164557,0.01139240506329114,0.02848101265822785,2.9620253164556964
Harry Maguire,Man Utd,Liverpool,2024-09-01,True,21,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,0,0.42,0,72975,2.67,0.02,59.67,0.33,2.14,1.31,0.24,36.68,0.0,Man Utd,False,Southampton,,-0.31,179.0,179.0,,0.3333333333333333,0.3333333333333333,0.44444444444444453,-0.3333333333333333,-0.3333333333333333,3.723333333333333,3.723333333333333,3.8900000000000006,-1.0533333333333332,-1.0533333333333332,0.006666666666666667,0.006666666666666667,0.0044444444444444444,-0.006666666666666667,-0.006666666666666667,0.016666666666666666,0.016666666666666666,0.011111111111111112,-0.016666666666666666,-0.016666666666666666,0.7666666666666666,0.7666666666666666,0.6422222222222224,-0.3466666666666666,-0.3466666666666666,2.066666666666667,2.066666666666667,1.9555555555555557,-1.0666666666666669,-1.0666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.22666666666666666,-0.22666666666666666,-0.3211111111111111,-0.08333333333333334,-0.08333333333333334,0.25555555555555554,0.25555555555555554,,1.241111111111111,0.5027932960893855,0.01005586592178771,0.025139664804469275,3.11731843575419
Harry Maguire,Man Utd,Southampton,2024-09-14,False,16,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0,0,0,0.0,0,72824,2.0,0.01,48.75,0.25,2.14,1.31,0.24,36.68,0.0,Man Utd,False,Crystal Palace,,0.2,115.0,195.0,,0.0,0.25,0.2962962962962964,0.0,-0.25,2.723333333333333,3.2925,3.2600000000000007,-0.7233333333333332,-1.2925,0.006666666666666667,0.005,0.0029629629629629632,-0.006666666666666667,-0.005,0.016666666666666666,0.0125,0.0074074074074074086,-0.016666666666666666,-0.0125,0.64,0.575,0.4281481481481483,-0.64,-0.575,1.4666666666666666,1.625,1.4037037037037041,-1.1666666666666665,-1.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.043333333333333335,-0.12,-0.14740740740740743,0.15666666666666668,0.32,0.0,0.14375,,0.0,0.46153846153846156,0.009230769230769232,0.023076923076923078,3.0
Harry Maguire,Man Utd,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,67705,1.6,0.01,39.0,0.25,2.14,1.31,0.24,36.68,0.0,Man Utd,True,Tottenham,,0.74,37.0,195.0,,0.0,0.2,0.19753086419753094,0.0,-0.2,2.09,2.9539999999999997,2.7066666666666674,-0.48999999999999977,-1.3539999999999996,0.0,0.004,0.0029629629629629632,,,0.0,0.01,0.0074074074074074086,,,0.13999999999999999,0.45999999999999996,0.28543209876543224,-0.13999999999999999,-0.45999999999999996,0.43333333333333335,1.3,0.9358024691358029,-0.43333333333333335,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21,0.052000000000000005,0.148395061728395,0.53,0.688,0.0,0.092,,0.0,0.46153846153846156,,,3.0
Harry Maguire,Man Utd,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,63264,0.6,0.01,32.5,0.25,2.14,1.31,0.24,36.68,0.0,Man Utd,False,Aston Villa,,0.11,16.0,115.0,,0.0,0.0,0.13168724279835398,0.0,0.0,1.4000000000000001,2.074,2.004444444444445,-0.8000000000000002,-1.4739999999999998,0.0,0.004,0.0029629629629629632,,,0.0,0.01,0.0074074074074074086,,,0.0,0.384,0.1902880658436215,0.0,-0.384,0.09999999999999999,0.8800000000000001,0.623868312757202,-0.09999999999999999,-0.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35000000000000003,0.196,0.13559670781893002,-0.24000000000000005,-0.08600000000000001,0.0,0.0,,0.0,0.46153846153846156,,,3.0
Harry Maguire,Man Utd,Aston Villa,2024-10-06,False,45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0,0,0.15,1,59659,0.2,0.0,34.29,0.2,2.14,1.31,0.24,36.68,0.0,Man Utd,True,Brentford,,0.54,45.0,82.0,,0.0,0.0,0.08779149519890266,0.0,0.0,0.7999999999999999,1.4140000000000001,1.4029629629629636,-0.5999999999999999,-1.2140000000000002,0.0,0.0,0.001394335511982571,0.0,0.0,0.0,0.0,0.003485838779956428,0.0,0.0,0.049999999999999996,0.11399999999999999,0.17685871056241434,0.1,0.036000000000000004,0.06666666666666667,0.3,0.482578875171468,0.13333333333333336,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4633333333333334,0.256,0.27039780521262,0.07666666666666666,0.28400000000000003,0.0,0.0,,0.0,0.375,0.007500000000000001,0.018750000000000003,2.5125
Harry Maguire,Man Utd,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,55482,0.0,0.0,30.0,0.2,2.14,1.31,0.24,36.68,0.0,Man Utd,False,West Ham,,-0.34,45.0,61.0,,0.0,0.0,0.05852766346593511,0.0,0.0,0.26666666666666666,0.8800000000000001,0.9353086419753092,-0.26666666666666666,-0.8800000000000001,0.0,0.0,0.001394335511982571,,,0.0,0.0,0.003485838779956428,,,0.049999999999999996,0.03,0.11790580704160958,-0.049999999999999996,-0.03,0.06666666666666667,0.1,0.32171925011431207,-0.06666666666666667,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.10333333333333333,0.25,0.0669318701417467,-0.44333333333333336,-0.5900000000000001,0.0,0.0,,0.0,0.375,,,2.5125
Harry Maguire,Man Utd,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,51553,0.0,0.0,26.67,0.2,2.14,1.31,0.24,36.68,0.0,Man Utd,True,Chelsea,,0.0,45.0,45.0,,0.0,0.0,0.03901844231062341,0.0,0.0,0.06666666666666667,0.48,0.6235390946502062,-0.06666666666666667,-0.48,0.0,0.0,0.001394335511982571,,,0.0,0.0,0.003485838779956428,,,0.049999999999999996,0.03,0.07860387136107307,-0.049999999999999996,-0.03,0.06666666666666667,0.04,0.21447950007620808,-0.06666666666666667,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06666666666666667,0.20999999999999996,0.044621246761164475,-0.06666666666666667,-0.20999999999999996,0.0,0.0,,0.0,0.375,,,2.5125
Harry Maguire,Man Utd,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,48272,0.0,0.0,24.0,0.2,2.14,1.31,0.24,36.68,0.0,Man Utd,True,Leicester City,,0.47,0.0,45.0,,0.0,0.0,0.026012294873748943,0.0,0.0,0.0,0.16,0.41569272976680416,0.0,-0.16,0.0,0.0,0.001394335511982571,,,0.0,0.0,0.003485838779956428,,,0.0,0.03,0.05240258090738205,0.0,-0.03,0.0,0.04,0.14298633338413874,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.043333333333333314,0.156,0.18641416450744297,0.42666666666666664,0.31399999999999995,0.0,0.0,,0.0,0.375,,,2.5125
