name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,clean_sheets_3g_avg,clean_sheets_5g_avg,clean_sheets_ema,clean_sheets_momentum_3g,clean_sheets_momentum_5g,form_3g_avg,form_5g_avg,form_ema,form_momentum_3g,form_momentum_5g,xA_3g_avg,xA_5g_avg,xA_ema,xA_momentum_3g,xA_momentum_5g,xG_3g_avg,xG_5g_avg,xG_ema,xG_momentum_3g,xG_momentum_5g,expected_goals_conceded_3g_avg,expected_goals_conceded_5g_avg,expected_goals_conceded_ema,expected_goals_conceded_momentum_3g,expected_goals_conceded_momentum_5g,ict_index_3g_avg,ict_index_5g_avg,ict_index_ema,ict_index_momentum_3g,ict_index_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,next_week_specific_fixture_difficulty_3g_avg,next_week_specific_fixture_difficulty_5g_avg,next_week_specific_fixture_difficulty_ema,next_week_specific_fixture_difficulty_momentum_3g,next_week_specific_fixture_difficulty_momentum_5g,next_week_holistic_fixture_difficulty_3g_avg,next_week_holistic_fixture_difficulty_5g_avg,next_week_holistic_fixture_difficulty_ema,next_week_holistic_fixture_difficulty_momentum_3g,next_week_holistic_fixture_difficulty_momentum_5g,clean_sheets_expected_goals_conceded_3g,clean_sheets_expected_goals_conceded_5g,form_difficulty_3g,clean_sheets_form_interaction,clean_sheets_per_90,xA_per_90,xG_per_90,ict_index_per_90
Leif Davis,Ipswich,Liverpool,2024-08-17,True,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1,0.0,0.0,2.0,2.65,1.0,155392.0,1.0,0.0,90.0,0.0,0.0,Ipswich,False,Manchester City,,-1.51,90.0,90.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,2.65,2.65,0.0,0.0,2.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1.51,-1.51,-1.51,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.1
Leif Davis,Ipswich,Manchester City,2024-08-24,False,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.34,1.0,157771.0,0.5,0.0,90.0,0.0,7.0,Ipswich,True,Fulham,,0.27,180.0,180.0,,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.8333333333333334,-0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.995,2.995,2.88,0.34499999999999975,0.34499999999999975,1.55,1.55,1.7333333333333334,-0.55,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.62,-0.62,-0.9166666666666669,0.89,0.89,0.0,0.0,,0.0,0.0,0.0,0.0,1.55
Leif Davis,Ipswich,Fulham,2024-08-31,True,90.0,0.0,0.06,1.0,0.34,7.0,1.0,3.0,7.9,2.0,0.0,1.0,0.95,1.0,152917.0,2.67,0.35,90.0,0.0,6.0,Ipswich,False,Brighton,,-0.61,270.0,270.0,,0.0,0.0,0.0,0.0,0.0,1.39,1.39,1.4455555555555555,1.28,1.28,0.11333333333333334,0.11333333333333334,0.11333333333333334,0.22666666666666668,0.22666666666666668,0.02,0.02,0.019999999999999997,0.039999999999999994,0.039999999999999994,2.313333333333333,2.313333333333333,2.236666666666667,-1.363333333333333,-1.363333333333333,3.6666666666666665,3.6666666666666665,3.7888888888888888,4.233333333333334,4.233333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333335,1.3333333333333335,0.0,0.0,,,,-0.6166666666666667,-0.6166666666666667,-0.8144444444444445,0.00666666666666671,0.00666666666666671,0.0,0.0,,0.0,0.0,0.11333333333333334,0.02,3.6666666666666665
Leif Davis,Ipswich,Brighton,2024-09-14,False,90.0,0.0,0.04,0.0,0.03,6.0,1.0,1.0,4.0,0.0,1.0,0.0,1.66,1.0,176521.0,3.5,0.28,90.0,0.25,2.0,Ipswich,False,Southampton,,-0.31,270.0,360.0,,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666667,0.75,2.223333333333333,1.9175,2.13037037037037,1.2766666666666668,1.5825,0.12333333333333334,0.0925,0.08555555555555557,-0.09333333333333334,-0.0625,0.03333333333333333,0.025,0.026666666666666665,0.006666666666666668,0.015,1.9833333333333332,2.15,2.0444444444444443,-0.32333333333333325,-0.49,4.3,3.75,3.859259259259259,-0.2999999999999998,0.25,0.6666666666666666,0.5,0.4444444444444445,-0.6666666666666666,-0.5,0.0,0.0,,,,-0.21666666666666665,-0.54,-0.6462962962962964,-0.09333333333333335,0.23000000000000004,0.661111111111111,0.5375,,0.741111111111111,0.25,0.0925,0.025,3.75
Leif Davis,Ipswich,Southampton,2024-09-21,False,90.0,0.0,0.06,0.0,0.12,2.0,1.0,3.0,7.1,0.0,0.0,1.0,2.49,1.0,206391.0,3.2,0.23,90.0,0.2,2.0,Ipswich,True,Aston Villa,,0.66,270.0,450.0,,0.3333333333333333,0.2,0.22222222222222224,-0.3333333333333333,-0.2,3.1233333333333335,2.1740000000000004,2.4869135802469136,0.07666666666666666,1.0259999999999998,0.16333333333333333,0.098,0.09703703703703705,-0.043333333333333335,0.021999999999999992,0.05333333333333334,0.032,0.03777777777777777,0.006666666666666661,0.027999999999999997,1.7,2.218,2.1929629629629632,0.7900000000000003,0.27200000000000024,6.333333333333333,4.42,4.939506172839506,0.7666666666666666,2.6799999999999997,0.6666666666666666,0.4,0.29629629629629634,-0.6666666666666666,-0.4,0.0,0.0,,,,-0.08666666666666667,-0.3,-0.2108641975308643,0.7466666666666667,0.96,0.5666666666666667,0.4436,,1.041111111111111,0.2,0.098,0.032,4.42
Leif Davis,Ipswich,Aston Villa,2024-09-29,True,90.0,0.0,0.04,0.0,0.97,2.0,1.0,7.0,11.4,1.0,0.0,2.0,0.82,1.0,213675.0,3.4,0.24,90.0,0.17,0.0,Ipswich,False,West Ham,,-0.34,270.0,450.0,,0.3333333333333333,0.2,0.14814814814814817,-0.3333333333333333,-0.2,3.3666666666666667,2.654,2.7912757201646095,0.033333333333333215,0.746,0.3733333333333333,0.292,0.3880246913580247,0.5966666666666667,0.6779999999999999,0.04666666666666667,0.04,0.038518518518518514,-0.006666666666666668,0.0,1.6566666666666665,1.8519999999999999,1.7353086419753088,-0.8366666666666666,-1.032,7.5,6.279999999999999,7.0930041152263374,3.9000000000000004,5.120000000000001,0.3333333333333333,0.6,0.5308641975308642,0.6666666666666667,0.4,0.0,0.0,,,,0.003333333333333318,-0.066,-0.2539094650205762,-0.3433333333333333,-0.274,0.5522222222222222,0.3704,,1.1222222222222222,0.16666666666666666,0.24333333333333332,0.03333333333333333,5.583333333333333
Leif Davis,Ipswich,West Ham,2024-10-05,False,90.0,0.0,0.0,0.0,0.67,0.0,0.0,3.0,5.7,0.0,0.0,4.0,3.79,1.0,243083.0,3.4,0.24,90.0,0.14,1.0,Ipswich,True,Everton,,0.61,270.0,450.0,,0.0,0.2,0.09876543209876545,0.0,-0.2,3.3333333333333335,3.2340000000000004,2.9941838134430734,0.06666666666666643,0.16599999999999948,0.5866666666666666,0.426,0.48201646090534983,0.08333333333333348,0.24400000000000005,0.03333333333333333,0.04,0.02567901234567901,-0.03333333333333333,-0.04,2.3666666666666667,1.9419999999999997,2.420205761316873,1.4233333333333333,1.8480000000000003,8.066666666666666,7.220000000000001,6.628669410150891,-2.3666666666666663,-1.5200000000000005,0.3333333333333333,0.6,0.3539094650205762,-0.3333333333333333,-0.6,0.0,0.0,,,,0.31,0.0019999999999999797,0.03406035665294915,0.3,0.608,0.0,0.38839999999999997,,0.0,0.14285714285714285,0.30428571428571427,0.028571428571428574,5.6000000000000005
Leif Davis,Ipswich,Everton,2024-10-19,True,90.0,0.0,0.0,0.0,0.22,1.0,0.0,3.0,5.4,0.0,0.0,2.0,1.74,1.0,253980.0,2.2,0.03,90.0,0.12,2.0,Ipswich,False,Brentford,,-0.15,270.0,450.0,,0.0,0.2,0.06584362139917697,0.0,-0.2,3.0,3.1399999999999997,2.729455875628716,-0.7999999999999998,-0.9399999999999995,0.62,0.40199999999999997,0.3946776406035666,-0.4,-0.18199999999999997,0.013333333333333334,0.028000000000000004,0.01711934156378601,-0.013333333333333334,-0.028000000000000004,2.1166666666666667,2.1,2.193470507544582,-0.3766666666666667,-0.3600000000000001,7.500000000000001,6.720000000000001,6.219112940100595,-2.1000000000000005,-1.3200000000000003,0.3333333333333333,0.2,0.2359396433470508,-0.3333333333333333,-0.2,0.0,0.0,,,,0.03999999999999997,0.094,-0.027293095564700557,-0.18999999999999997,-0.244,0.0,0.42000000000000004,,0.0,0.125,0.29375,0.025,5.575
Leif Davis,Ipswich,Brentford,2024-10-26,False,90.0,0.0,0.09,1.0,0.47,2.0,3.0,2.0,6.1,0.0,0.0,4.0,4.11,1.0,239212.0,1.4,0.24,90.0,0.11,10.0,Ipswich,True,Leicester City,,0.47,270.0,450.0,,0.0,0.0,0.04389574759945132,0.0,0.0,2.3333333333333335,2.7199999999999998,2.286303917085811,-0.9333333333333336,-1.3199999999999998,0.4533333333333333,0.48999999999999994,0.41978509373571105,0.016666666666666663,-0.019999999999999962,0.03,0.038,0.04141289437585734,0.06,0.052,3.2133333333333334,2.59,2.8323136716963884,0.896666666666667,1.5200000000000005,5.733333333333333,7.140000000000001,6.17940862673373,0.36666666666666625,-1.040000000000001,0.0,0.2,0.15729309556470056,0.0,-0.2,0.0,0.0,,,,0.31,0.25,0.13847126962353296,0.15999999999999998,0.21999999999999997,0.0,0.0,,0.0,0.1111111111111111,0.3133333333333333,0.03222222222222222,5.633333333333334
Leif Davis,Ipswich,Leicester City,2024-11-02,True,90.0,1.0,0.06,0.0,0.28,10.0,1.0,3.0,11.6,2.0,0.0,1.0,1.55,1.0,243713.0,3.0,0.24,90.0,0.1,1.0,Ipswich,False,Tottenham,,-0.3,270.0,450.0,,0.0,0.0,0.029263831732967552,0.0,0.0,2.1999999999999997,2.6799999999999997,2.5242026113905407,0.8000000000000003,0.3200000000000003,0.3233333333333333,0.522,0.37319006249047404,-0.04333333333333328,-0.242,0.049999999999999996,0.038,0.04760859625057156,0.010000000000000002,0.022,2.466666666666667,2.402,2.404875781130926,-0.9166666666666667,-0.8520000000000001,7.7,8.040000000000001,7.986272417822487,3.8999999999999995,3.5599999999999987,0.6666666666666666,0.6,0.7715287303764671,1.3333333333333335,1.4,0.0,0.0,,,,0.006666666666666617,0.057999999999999975,-0.007685820250978012,-0.3066666666666666,-0.358,0.0,0.0,,0.0,0.1,0.31,0.034999999999999996,6.2299999999999995
