name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Maxence Lacroix,Crystal Palace,Leicester City,2024-09-14,True,90.0,0.0,0.0,0.0,0.02,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.23,1.0,2507.0,1.0,0.0,90.0,0.0,5.0,Crystal Palace,True,Manchester United,,0.39
Maxence Lacroix,Crystal Palace,Manchester United,2024-09-21,True,90.0,0.0,0.02,0.0,0.0,5.0,1.0,0.0,1.5,0.0,1.0,0.0,1.7,1.0,3387.0,3.0,0.01,90.0,0.5,4.0,Crystal Palace,False,Everton,,-0.39
Maxence Lacroix,Crystal Palace,Everton,2024-09-28,False,90.0,0.0,0.08,1.0,0.5,4.0,1.0,1.0,6.1,0.0,0.0,2.0,0.89,1.0,6245.0,3.33,0.37,90.0,0.33,2.0,Crystal Palace,True,Liverpool,,0.24
Maxence Lacroix,Crystal Palace,Liverpool,2024-10-05,True,90.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,3.5,0.0,0.0,1.0,1.4,1.0,9337.0,3.0,0.27,90.0,0.25,2.0,Crystal Palace,False,Nottingham Forest,,-0.54
Maxence Lacroix,Crystal Palace,Nottingham Forest,2024-10-21,False,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.1,0.0,0.0,1.0,1.62,1.0,12100.0,2.8,0.22,90.0,0.2,5.0,Crystal Palace,True,Tottenham,,0.74
Maxence Lacroix,Crystal Palace,Tottenham,2024-10-27,True,90.0,0.0,0.05,0.0,0.0,5.0,1.0,0.0,1.7,0.0,1.0,0.0,0.72,1.0,11937.0,3.6,0.23,90.0,0.33,1.0,Crystal Palace,False,Wolverhampton,,-0.53
Maxence Lacroix,Crystal Palace,Wolverhampton,2024-11-02,False,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,2.0,1.53,1.0,15861.0,2.8,0.23,90.0,0.29,0.0,Crystal Palace,True,Fulham,,0.27
Maxence Lacroix,Crystal Palace,Fulham,2024-11-09,True,90.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,1.9,0.0,0.0,2.0,1.83,1.0,16350.0,2.0,0.01,90.0,0.25,1.0,Crystal Palace,False,Aston Villa,,0.11
Maxence Lacroix,Crystal Palace,Aston Villa,2024-11-23,False,90.0,0.0,0.03,0.0,0.0,1.0,1.0,0.0,2.7,0.0,0.0,2.0,3.11,1.0,15584.0,1.8,0.02,90.0,0.22,,Crystal Palace,True,Newcastle United,,0.67
,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace,False,Ipswich Town,,
,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace,True,Manchester City,,-1.18
