name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,clean_sheets_3g_avg,clean_sheets_5g_avg,clean_sheets_ema,clean_sheets_momentum_3g,clean_sheets_momentum_5g,form_3g_avg,form_5g_avg,form_ema,form_momentum_3g,form_momentum_5g,xA_3g_avg,xA_5g_avg,xA_ema,xA_momentum_3g,xA_momentum_5g,xG_3g_avg,xG_5g_avg,xG_ema,xG_momentum_3g,xG_momentum_5g,expected_goals_conceded_3g_avg,expected_goals_conceded_5g_avg,expected_goals_conceded_ema,expected_goals_conceded_momentum_3g,expected_goals_conceded_momentum_5g,ict_index_3g_avg,ict_index_5g_avg,ict_index_ema,ict_index_momentum_3g,ict_index_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,next_week_specific_fixture_difficulty_3g_avg,next_week_specific_fixture_difficulty_5g_avg,next_week_specific_fixture_difficulty_ema,next_week_specific_fixture_difficulty_momentum_3g,next_week_specific_fixture_difficulty_momentum_5g,next_week_holistic_fixture_difficulty_3g_avg,next_week_holistic_fixture_difficulty_5g_avg,next_week_holistic_fixture_difficulty_ema,next_week_holistic_fixture_difficulty_momentum_3g,next_week_holistic_fixture_difficulty_momentum_5g,clean_sheets_expected_goals_conceded_3g,clean_sheets_expected_goals_conceded_5g,form_difficulty_3g,clean_sheets_form_interaction,clean_sheets_per_90,xA_per_90,xG_per_90,ict_index_per_90
Manuel Akanji,Man City,Chelsea,2024-08-18,False,90.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.8,0.0,1.0,0.0,1.01,1.0,377453.0,6.0,0.0,90.0,1.0,2.19,0.53,0.41,25.72,2.0,Man City,True,Ipswich Town,,,90.0,90.0,,1.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,1.01,0.0,0.0,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.01,1.01,,6.0,1.0,0.0,0.0,1.8
Manuel Akanji,Man City,Ipswich Town,2024-08-24,True,90.0,0.0,0.0,0.0,0.06,2.0,0.0,1.0,5.4,0.0,0.0,1.0,0.29,1.0,538683.0,4.0,0.0,90.0,0.5,2.19,0.53,0.41,25.72,1.0,Man City,False,West Ham,,-0.34,180.0,180.0,,0.5,0.5,0.6666666666666667,-0.5,-0.5,5.0,5.0,5.333333333333333,-1.0,-1.0,0.03,0.03,0.019999999999999997,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.65,0.65,0.7700000000000001,-0.36000000000000004,-0.36000000000000004,3.6,3.6,3.0,1.8000000000000003,1.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.17,-0.17,-0.34,-0.17,-0.17,0.325,0.325,,2.5,0.5,0.03,0.0,3.6
Manuel Akanji,Man City,West Ham,2024-08-31,False,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.9,0.0,0.0,1.0,0.73,1.0,579233.0,3.0,0.0,90.0,0.33,2.19,0.53,0.41,25.72,2.0,Man City,True,Brentford,,0.54,270.0,270.0,,0.3333333333333333,0.3333333333333333,0.44444444444444453,-0.3333333333333333,-0.3333333333333333,4.333333333333333,4.333333333333333,4.555555555555555,-1.333333333333333,-1.333333333333333,0.02,0.02,0.013333333333333332,-0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.6766666666666667,0.6766666666666667,0.7566666666666668,0.05333333333333323,0.05333333333333323,3.3666666666666667,3.3666666666666667,2.966666666666667,-0.4666666666666668,-0.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06666666666666667,0.06666666666666667,-0.04666666666666672,0.4733333333333334,0.4733333333333334,0.22555555555555556,0.22555555555555556,,1.4444444444444442,0.3333333333333333,0.02,0.0,3.3666666666666667
Manuel Akanji,Man City,Brentford,2024-09-14,True,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.7,0.0,0.0,1.0,0.96,1.0,571611.0,2.75,0.0,90.0,0.25,2.19,0.53,0.41,25.72,1.0,Man City,True,Arsenal,,-0.32,270.0,360.0,,0.0,0.25,0.2962962962962964,0.0,-0.25,3.25,3.9375,3.9537037037037037,-0.5,-1.1875,0.02,0.015,0.008888888888888889,-0.02,-0.015,0.0,0.0,0.0,0.0,0.0,0.66,0.7475,0.8244444444444445,0.29999999999999993,0.2124999999999999,3.3333333333333335,2.95,2.5444444444444447,-1.6333333333333335,-1.2500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.04,-0.03,-0.1377777777777778,-0.28,-0.29000000000000004,0.0,0.186875,,0.0,0.25,0.015,0.0,2.95
Manuel Akanji,Man City,Arsenal,2024-09-22,True,90.0,0.0,0.04,0.0,0.1,1.0,2.0,4.0,9.9,0.0,0.0,2.0,0.65,1.0,551559.0,2.4,0.01,90.0,0.2,2.19,0.53,0.41,25.72,2.0,Man City,False,Newcastle United,,-0.44,270.0,450.0,,0.0,0.2,0.19753086419753094,0.0,-0.2,2.716666666666667,3.63,3.4358024691358025,-0.3166666666666669,-1.23,0.03333333333333333,0.032,0.03925925925925926,0.06666666666666668,0.068,0.013333333333333334,0.008,0.013333333333333332,0.026666666666666665,0.032,0.7799999999999999,0.728,0.7662962962962965,-0.1299999999999999,-0.07799999999999996,4.833333333333333,4.340000000000001,4.996296296296297,5.066666666666667,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.07333333333333332,-0.11200000000000002,-0.23851851851851855,-0.3666666666666667,-0.32799999999999996,0.0,0.1456,,0.0,0.2,0.032,0.008,4.340000000000001
Manuel Akanji,Man City,Newcastle United,2024-09-28,False,90.0,0.0,0.08,0.0,0.0,2.0,2.0,0.0,3.2,0.0,0.0,1.0,1.57,1.0,534261.0,1.6,0.02,90.0,0.17,2.19,0.53,0.41,25.72,2.0,Man City,True,Fulham,,0.27,270.0,450.0,,0.0,0.0,0.13168724279835398,0.0,0.0,2.25,2.75,2.823868312757202,-0.6499999999999999,-1.15,0.03333333333333333,0.032,0.026172839506172843,-0.03333333333333333,-0.032,0.04,0.024,0.035555555555555556,0.04,0.056,1.06,0.8399999999999999,1.0341975308641977,0.51,0.7300000000000002,4.933333333333334,4.62,4.397530864197532,-1.7333333333333334,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.16333333333333333,-0.057999999999999996,-0.06901234567901238,0.43333333333333335,0.328,0.0,0.0,,0.0,0.16666666666666666,0.02666666666666667,0.02,4.15
Manuel Akanji,Man City,Fulham,2024-10-05,True,61.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.9,0.0,0.0,1.0,1.74,1.0,528537.0,1.6,0.02,85.86,0.14,2.19,0.53,0.41,25.72,0.0,Man City,False,Wolverhampton,,-0.53,241.0,421.0,,0.0,0.0,0.08779149519890266,0.0,0.0,1.8666666666666665,2.27,2.4159122085048015,-0.2666666666666664,-0.6699999999999999,0.03333333333333333,0.02,0.017448559670781898,-0.03333333333333333,-0.02,0.04,0.024,0.023703703703703706,-0.04,-0.024,1.32,1.1300000000000001,1.2694650205761318,0.41999999999999993,0.6099999999999999,5.000000000000001,3.9200000000000004,3.565020576131688,-3.100000000000001,-2.0200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.2333333333333333,-0.096,-0.22267489711934157,-0.29666666666666675,-0.43400000000000005,0.0,0.0,,0.0,0.1497504159733777,0.02396006655574043,0.017970049916805324,4.0133111480865225
Manuel Akanji,Man City,Wolverhampton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,526572.0,1.4,0.02,75.12,0.14,2.19,0.53,0.41,25.72,6.0,Man City,True,Southampton,,0.24,151.0,331.0,,0.0,0.0,0.05852766346593511,0.0,0.0,1.5333333333333332,1.95,2.0772748056698678,-0.1333333333333333,-0.55,0.0,0.02,0.017448559670781898,,,0.026666666666666672,0.024,0.023703703703703706,,,1.1033333333333335,0.984,0.8463100137174213,-1.1033333333333335,-0.984,1.7000000000000004,3.34,2.3766803840877926,-1.7000000000000004,-3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.006666666666666654,-0.156,-0.0684499314128944,0.24666666666666665,0.396,0.0,0.0,,0.0,0.1497504159733777,,,4.0133111480865225
Manuel Akanji,Man City,Southampton,2024-10-26,True,90.0,0.0,0.02,0.0,0.12,6.0,1.0,1.0,5.9,0.0,1.0,0.0,0.21,1.0,508815.0,2.2,0.03,76.78,0.25,2.19,0.53,0.41,25.72,1.0,Man City,False,Bournemouth,,-0.04,151.0,331.0,,0.3333333333333333,0.2,0.3723517756439567,0.6666666666666667,0.8,1.7333333333333334,1.8399999999999999,2.118183203779912,0.4666666666666668,0.3600000000000003,0.04,0.044,0.0613991769547325,0.07999999999999999,0.076,0.006666666666666667,0.028000000000000004,0.022116402116402117,0.013333333333333332,-0.008000000000000004,0.65,0.834,0.6342066758116143,-0.44000000000000006,-0.624,2.6000000000000005,4.18,3.5511202560585287,3.3,1.7200000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.10999999999999999,-0.1,-0.0589666209419296,0.06999999999999998,0.060000000000000005,0.21666666666666667,0.1668,,0.5777777777777777,0.26049204052098407,0.036468885672937774,0.018234442836468887,4.25904486251809
Manuel Akanji,Man City,Bournemouth,2024-11-02,False,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,2.0,2.04,1.0,474018.0,2.2,0.02,78.1,0.22,2.19,0.53,0.41,25.72,0.0,Man City,False,Brighton,,-0.61,180.0,331.0,,0.3333333333333333,0.2,0.24823451709597116,-0.3333333333333333,-0.2,1.9333333333333336,1.8,2.1454554691866083,0.2666666666666666,0.40000000000000013,0.04,0.024,0.04093278463648834,-0.04,-0.024,0.006666666666666667,0.02,0.014744268077601413,-0.006666666666666667,-0.02,0.75,1.112,1.1028044505410761,1.29,0.9279999999999999,2.3666666666666676,2.44,2.7674135040390193,-1.1666666666666676,-1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.13666666666666663,-0.13399999999999998,-0.2426444139612864,-0.4733333333333334,-0.476,0.25,0.22240000000000004,,0.6444444444444445,0.23047375160051217,0.03226632522407171,0.016133162612035856,3.9065300896286814
