Opponent,Home Difficulty,Away Difficulty
Arsenal,3.3941557247528826,1.9893845588647041
Aston Villa,0.3243321162544919,
Bournemouth,,-2.1855518907965967
Brentford,0.8726442968242024,
Brighton,-0.10019248809099457,
Burnley,,1.6255232185411832
Chelsea,1.2021929424335465,2.5326474397084495
Everton,-1.9018055172308919,5.843832345370478
Fulham,5.252025634679461,
Leeds United,3.205924180411299,-0.8194816365542656
Leicester City,-1.2446256299636458,2.851468386747719
Liverpool,,2.573302329847453
Luton,,
Manchester City,,-0.8564167402824434
Manchester United,0.7071798514841032,0.7413649080533502
Newcastle United,1.619610527677522,1.8967226208866645
Norwich,-4.585149878339795,
Nottingham Forest,,3.4647888253306753
Sheffield,,
Southampton,0.1902428599558706,
Tottenham,0.9556455691317929,6.043462405821414
Watford,,
West Ham,,0.2781048234909688
Wolverhampton,-1.4866412251957268,
