Opponent,Home Difficulty,Away Difficulty
Arsenal,-4.532290784794696,
Aston Villa,,0.44690987396238707
Bournemouth,-2.343667005245247,
Brentford,6.066596782158527,
Brighton,-1.753279669667319,-5.241625668144483
Burnley,-1.8246928884373648,
Chelsea,,-2.1528599501099075
Crystal Palace,2.5859200232233004,
Everton,-0.650479544411299,
Fulham,0.23834954708367606,
Leeds United,0.6631667119305065,-0.1928720037906257
Leicester City,-6.744210217163634,-3.149647910689529
Liverpool,,1.4224911328229999
Luton,,
Manchester United,-0.606716837954055,0.8071299585617201
Newcastle United,,-2.547708133308393
Norwich,-3.782552934949804,
Nottingham Forest,-4.964787983550745,
Sheffield,,
Southampton,-3.232963671591032,
Tottenham,-1.2991658196436089,0.6304744210303213
Watford,,-0.41097159890845814
West Ham,-2.194174501817635,-3.978193492398465
Wolverhampton,-0.22866709740887048,-3.6020430916270585
