Opponent,Home Difficulty,Away Difficulty
Arsenal,-3.994407865652804,-2.383520108820412
Aston Villa,-1.2211280351798721,1.3014356698999583
Bournemouth,,
Brentford,-4.594322518487545,4.842811028500075
Brighton,2.4227241973910165,-2.506385188738302
Burnley,-2.6376178481840555,-0.7870441721958458
Chelsea,0.2934170687875388,-0.1475537725083289
Crystal Palace,-3.9831853373308848,-1.0317424090440428
Everton,-0.31598097666208025,-1.9682943473384509
Fulham,,
Leeds United,-2.070198691781531,1.7687052884339203
Leicester City,-7.9569160939890375,-5.237736629100889
Luton,,
Manchester City,0.8523773509245476,0.0735995419045794
Manchester United,-4.03653969224399,-3.9392039734917668
Newcastle United,-0.6213072078779083,-1.4047412334419522
Norwich,-0.8422386504959731,-1.8115663448614963
Nottingham Forest,,
Sheffield,,
Southampton,-3.775007178914768,-0.036024275950058304
Tottenham,1.6768206216828272,3.082665968993799
Watford,-1.508605599931432,-4.8806573332282515
West Ham,0.04119520677815908,4.916769810003345
Wolverhampton,0.04940908522716114,-0.1270980017691281
