assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,2023-08-13T15:30:00Z,0.0,11,0.0,0.0,0.0,0.0,1,0.0,4339.0,0.0,1,1,0.0,0.0,0,0,0,50,True,0.0
0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,2023-08-20T15:30:00Z,0.0,19,0.0,0.0,0.0,0.0,2,0.0,4636.0,0.0,1,3,0.0,0.0,-653,134,787,50,False,0.0
0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,2023-08-25T19:00:00Z,0.0,12,0.0,0.0,0.0,0.0,3,0.0,4288.0,0.0,0,3,0.0,0.0,-603,115,718,49,True,0.0
0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,2023-09-02T14:00:00Z,0.0,16,0.0,0.0,0.0,0.0,4,0.0,4026.0,0.0,1,0,0.0,0.0,-395,185,580,49,True,0.0
0.0,3.0,30.0,0.0,36.3,205.0,0.21,0.34,0.13,0.19,47,1.0,1.0,11.0,44.4,2023-09-18T18:45:00Z,70.0,6,0.0,0.0,0.0,0.0,5,0.0,5100.0,1.0,1,1,29.0,10.0,784,1297,513,49,True,0.0
0.0,0.0,3.0,0.0,4.4,205.0,0.07,0.07,0.0,0.55,59,0.0,0.0,0.8,1.2,2023-09-23T14:00:00Z,34.0,13,0.0,0.0,0.0,0.0,6,0.0,16044.0,0.0,0,2,2.0,1.0,10194,11812,1618,49,False,0.0
0.0,0.0,4.0,0.0,15.5,205.0,0.06,0.06,0.0,0.82,67,1.0,0.0,2.3,5.6,2023-10-01T13:00:00Z,59.0,4,0.0,0.0,0.0,0.0,7,0.0,21518.0,1.0,1,1,2.0,1.0,5164,7809,2645,49,True,0.0
0.0,0.0,5.0,1.0,3.0,205.0,0.04,0.04,0.0,0.58,74,0.0,0.0,1.0,2.6,2023-10-07T16:30:00Z,65.0,8,0.0,0.0,0.0,0.0,8,0.0,27668.0,1.0,0,0,4.0,3.0,5874,10991,5117,49,False,0.0
0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,88,0.0,0.0,0.0,0.0,2023-10-21T14:00:00Z,0.0,12,0.0,0.0,0.0,0.0,9,0.0,31061.0,0.0,2,2,0.0,0.0,3239,6173,2934,49,True,0.0
0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,97,0.0,0.0,0.0,0.0,2023-10-29T14:00:00Z,0.0,11,0.0,0.0,0.0,0.0,10,0.0,17044.0,0.0,0,3,0.0,0.0,-13484,103,13587,49,False,0.0
