assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2023-08-11T19:00:00Z,0.0,13,0.0,0.0,0.0,0.0,1,0.0,79974.0,0.0,3,0,0.0,0.0,0,0,0,40,True,0.0
0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,2023-08-27T13:00:00Z,0.0,2,0.0,0.0,0.0,0.0,3,0.0,77823.0,0.0,3,1,0.0,0.0,-4896,2265,7161,40,True,0.0
0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,2023-09-02T14:00:00Z,0.0,18,0.0,0.0,0.0,0.0,4,0.0,72868.0,0.0,5,2,0.0,0.0,-5793,1316,7109,40,True,0.0
0.0,0.0,10.0,0.0,1.8,178.0,0.01,0.03,0.02,0.72,47,1.0,0.0,1.5,9.8,2023-09-18T18:45:00Z,90.0,16,0.0,0.0,0.0,0.0,5,0.0,70528.0,1.0,1,1,3.0,2.0,-3764,1391,5155,40,False,0.0
0.0,0.0,13.0,0.0,8.1,178.0,0.02,0.02,0.0,0.91,54,1.0,0.0,2.5,17.0,2023-09-23T19:00:00Z,90.0,14,0.0,0.0,0.0,0.0,6,0.0,73582.0,1.0,1,0,0.0,2.0,1707,5268,3561,39,True,0.0
0.0,0.0,13.0,0.0,1.5,178.0,0.0,0.0,0.0,3.19,66,2.0,0.0,1.6,14.8,2023-09-30T14:00:00Z,90.0,15,0.0,0.0,0.0,0.0,7,0.0,138069.0,1.0,0,2,0.0,0.0,51272,62518,11246,39,False,1.0
0.0,0.0,10.0,0.0,3.8,178.0,0.07,0.07,0.0,1.31,15,1.0,0.0,2.8,21.8,2023-10-03T18:30:00Z,90.0,12,0.0,0.0,0.0,0.0,7,0.0,138069.0,1.0,2,1,2.0,1.0,51272,62518,11246,39,False,1.0
0.0,0.0,9.0,0.0,11.8,178.0,0.01,0.07,0.06,1.58,73,4.0,0.0,2.4,9.2,2023-10-07T14:00:00Z,90.0,7,0.0,0.0,0.0,0.0,8,0.0,302601.0,1.0,4,1,3.0,0.0,161789,201808,40019,39,True,0.0
0.0,0.0,12.0,0.0,1.8,178.0,0.0,0.0,0.0,3.24,83,3.0,0.0,1.8,16.0,2023-10-21T14:00:00Z,90.0,4,0.0,0.0,0.0,0.0,9,0.0,367176.0,1.0,0,3,0.0,1.0,67249,84034,16785,39,False,0.0
0.0,0.0,21.0,0.0,1.1,178.0,0.0,0.03,0.03,1.08,93,2.0,1.0,4.5,34.8,2023-10-28T14:00:00Z,90.0,3,0.0,0.0,0.0,0.0,10,0.0,486109.0,1.0,1,2,9.0,6.0,113701,136170,22469,39,False,1.0
0.0,0.0,12.0,0.0,27.4,178.0,0.06,0.07,0.01,1.32,102,2.0,0.0,4.7,13.4,2023-11-04T15:00:00Z,90.0,8,0.0,0.0,0.0,0.0,11,0.0,572246.0,1.0,2,0,6.0,1.0,81654,93335,11681,39,True,0.0
0.0,0.0,10.0,0.0,1.8,178.0,0.01,0.01,0.0,2.03,111,3.0,0.0,2.1,19.6,2023-11-11T15:00:00Z,90.0,1,0.0,0.0,0.0,0.0,12,0.0,559070.0,1.0,1,3,0.0,1.0,-5415,14092,19507,40,False,0.0
0.0,0.0,18.0,0.0,1.7,178.0,0.0,0.0,0.0,1.03,122,2.0,0.0,2.8,24.0,2023-11-25T15:00:00Z,90.0,19,0.0,0.0,0.0,0.0,13,0.0,567475.0,1.0,2,1,2.0,1.0,6731,20416,13685,40,True,0.0
1.0,1.0,37.0,1.0,18.9,178.0,0.2,0.2,0.0,0.39,134,0.0,0.0,4.7,25.8,2023-12-02T15:00:00Z,90.0,17,0.0,0.0,0.0,0.0,14,0.0,582046.0,1.0,0,5,2.0,10.0,12208,22333,10125,40,True,0.0
0.0,0.0,11.0,0.0,13.6,178.0,0.02,0.03,0.01,0.83,149,1.0,0.0,2.7,12.0,2023-12-05T19:30:00Z,90.0,20,0.0,0.0,0.0,0.0,15,0.0,627650.0,1.0,0,1,1.0,1.0,42979,50392,7413,40,False,1.0
0.0,0.0,9.0,0.0,1.8,178.0,0.0,0.0,0.0,2.72,152,1.0,0.0,1.4,12.6,2023-12-09T15:00:00Z,90.0,5,0.0,0.0,0.0,0.0,16,0.0,651555.0,1.0,1,1,0.0,1.0,23454,35488,12034,40,False,1.0
0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,2023-12-16T17:30:00Z,0.0,9,0.0,0.0,0.0,0.0,17,0.0,568688.0,0.0,2,0,0.0,0.0,-71979,4532,76511,40,True,0.0
0.0,0.0,23.0,1.0,15.6,178.0,0.04,0.04,0.0,1.38,173,0.0,0.0,3.2,16.2,2023-12-23T15:00:00Z,90.0,10,0.0,0.0,0.0,0.0,18,0.0,565021.0,1.0,2,0,0.0,6.0,-11498,7761,19259,40,False,0.0
0.0,0.0,14.0,0.0,15.3,178.0,0.11,0.11,0.0,1.69,185,2.0,0.0,3.2,14.2,2023-12-26T17:30:00Z,90.0,11,0.0,0.0,0.0,0.0,19,0.0,580348.0,1.0,2,0,2.0,1.0,10993,19806,8813,40,True,0.0
0.0,0.0,4.0,0.0,0.9,178.0,0.0,0.0,0.0,3.15,191,3.0,0.0,1.5,13.6,2023-12-30T15:00:00Z,90.0,2,0.0,0.0,0.0,0.0,20,0.0,586075.0,1.0,2,3,0.0,0.0,5430,20158,14728,40,False,1.0
0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,205,0.0,0.0,0.0,0.0,2024-01-12T19:45:00Z,0.0,12,0.0,0.0,0.0,0.0,21,0.0,525029.0,0.0,1,1,0.0,0.0,-57533,22525,80058,40,True,0.0
0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,220,0.0,0.0,0.0,0.0,2024-01-31T19:30:00Z,0.0,13,0.0,0.0,0.0,0.0,22,0.0,489691.0,0.0,1,3,0.0,0.0,-38940,2089,41029,40,False,0.0
0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,225,0.0,0.0,0.0,0.0,2024-02-03T15:00:00Z,0.0,10,0.0,0.0,0.0,0.0,23,0.0,468112.0,0.0,2,2,0.0,0.0,-22578,872,23450,40,True,0.0
0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,234,0.0,0.0,0.0,0.0,2024-02-10T15:00:00Z,0.0,11,0.0,0.0,0.0,0.0,24,0.0,438747.0,0.0,1,3,0.0,0.0,-29414,1708,31122,40,False,0.0
0.0,0.0,5.0,0.0,8.8,178.0,0.03,0.03,0.0,1.39,242,2.0,0.0,1.9,10.0,2024-02-17T15:00:00Z,28.0,1,0.0,0.0,0.0,0.0,25,0.0,408233.0,0.0,5,0,0.0,0.0,-23645,2472,26117,40,True,0.0
0.0,0.0,5.0,0.0,1.8,178.0,0.01,0.01,0.0,1.41,256,2.0,0.0,0.8,6.6,2024-02-24T15:00:00Z,74.0,8,0.0,0.0,0.0,0.0,26,0.0,406686.0,1.0,0,3,0.0,1.0,-7167,8396,15563,40,False,0.0
0.0,0.0,14.0,0.0,17.9,178.0,0.34,0.34,0.0,1.1,262,2.0,0.0,2.9,11.2,2024-03-03T13:00:00Z,90.0,3,0.0,0.0,0.0,0.0,27,0.0,403713.0,1.0,2,0,0.0,1.0,-5462,5845,11307,40,True,0.0
