assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,2023-08-12T14:00:00Z,0.0,19,0.0,0.0,0.0,0.0,1,0.0,2591.0,0.0,1,1,0.0,0.0,0,0,0,55,True,0.0
0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,2023-08-19T14:00:00Z,0.0,11,0.0,0.0,0.0,0.0,2,0.0,1904.0,0.0,1,3,0.0,0.0,-738,37,775,55,False,0.0
0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,2023-08-26T11:30:00Z,0.0,18,0.0,0.0,0.0,0.0,3,0.0,1579.0,0.0,2,0,0.0,0.0,-369,39,408,54,True,0.0
1.0,0.0,16.0,0.0,10.3,86.0,0.28,0.28,0.0,1.83,32,1.0,0.0,3.0,17.4,2023-09-02T14:00:00Z,19.0,4,0.0,0.0,0.0,0.0,4,0.0,1379.0,0.0,2,2,2.0,4.0,-227,34,261,54,False,0.0
0.0,0.0,11.0,1.0,12.0,86.0,0.02,0.09,0.07,1.21,42,0.0,0.0,4.0,7.6,2023-09-17T13:00:00Z,72.0,7,0.0,0.0,0.0,0.0,5,0.0,1793.0,1.0,0,0,20.0,3.0,203,350,147,54,True,0.0
0.0,0.0,11.0,0.0,12.8,86.0,0.08,0.08,0.0,1.17,53,2.0,0.0,3.3,16.6,2023-09-24T13:00:00Z,62.0,5,0.0,0.0,0.0,0.0,6,0.0,1926.0,1.0,1,3,4.0,2.0,55,235,180,54,False,0.0
0.0,0.0,3.0,0.0,19.8,86.0,0.19,0.21,0.02,2.71,62,3.0,0.0,2.7,3.2,2023-09-30T14:00:00Z,58.0,1,0.0,0.0,0.0,0.0,7,0.0,2526.0,1.0,4,0,4.0,1.0,503,755,252,54,True,0.0
0.0,0.0,9.0,0.0,21.8,86.0,0.05,0.1,0.05,2.71,75,3.0,0.0,5.3,16.4,2023-10-07T14:00:00Z,90.0,9,0.0,0.0,0.0,0.0,8,0.0,4079.0,1.0,0,3,15.0,2.0,1336,2073,737,54,False,0.0
0.0,0.0,5.0,0.0,14.2,86.0,0.04,0.04,0.0,1.24,82,1.0,0.0,2.4,10.2,2023-10-21T14:00:00Z,74.0,20,0.0,0.0,0.0,0.0,9,0.0,4073.0,1.0,2,1,0.0,2.0,-127,1069,1196,54,True,0.0
0.0,0.0,5.0,0.0,8.1,86.0,0.1,0.53,0.43,0.28,93,1.0,0.0,7.1,26.0,2023-10-28T14:00:00Z,81.0,6,0.0,0.0,0.0,0.0,10,0.0,4388.0,1.0,1,2,37.0,2.0,209,1316,1107,54,True,0.0
