Opponent,Location,Team Score,Opponent Score,Goal Differential
Bournemouth,Home,1.0,1.0,0.0
Southampton,Away,1.0,0.0,1.0
Wolverhampton,Home,1.0,1.0,0.0
Liverpool,Away,1.0,0.0,1.0
Brighton,Away,2.0,2.0,0.0
Fulham,Home,0.0,1.0,-1.0
Chelsea,Away,1.0,1.0,0.0
Crystal Palace,Home,1.0,0.0,1.0
Leicester City,Away,3.0,1.0,2.0
West Ham,Home,3.0,0.0,3.0
Newcastle United,Home,1.0,3.0,-2.0
Arsenal,Away,0.0,3.0,-3.0
Ipswich Town,Home,,,
Manchester City,Away,,,
Manchester United,Away,,,
Aston Villa,Home,,,
Brentford,Away,,,
Tottenham,Home,,,
Everton,Away,,,
Wolverhampton,Away,,,
Liverpool,Home,,,
Southampton,Home,,,
Bournemouth,Away,,,
Brighton,Home,,,
Fulham,Away,,,
Newcastle United,Away,,,
Arsenal,Home,,,
Manchester City,Home,,,
Ipswich Town,Away,,,
Manchester United,Home,,,
Aston Villa,Away,,,
Everton,Home,,,
Tottenham,Away,,,
Brentford,Home,,,
Crystal Palace,Away,,,
Leicester City,Home,,,
West Ham,Away,,,
Chelsea,Home,,,
